"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__hasLift","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__topNewDevelopment","elementList__superTopHighlight","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","lowerRangePosition","upperRangePosition","paginable"
"99095825","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6d/e4/26/1033336556.jpg","1725/775","44","2","315000.0","flat","sale","161.0","True","4","2","Rivas Futura","Madrid","Rivas-Vaciamadrid","Rivas Futura","es","40.3493435","-3.534153","False","https://www.idealista.com/inmueble/99095825/","12202","REF. 1725/775. NO COBRAMOS HONORARIOS AL COMPRADOR. TRATO DIRECTO CON LA PROPIEDAD, TOTAL TRANSPARENCIA. IMPUESTOS Y GASTOS NO INCLUIDOS. Amplio y luminoso piso de 4 habitaciones situado en una de las mejores zonas de Rivas Futura con salida directa a la A3 y con todos los servicios a su alcance, supermercados, colegios, Centro Comercial H2Ocio a 5 minutos en coche y cercano a la parada de metro de Rivas Futura. En la zona está aprobado el Proyecto de Soterramiento de la línea 9 de metro a su paso por el núcleo urbano de Rivas Vaciamadrid que se convertirá en un gran parque lineal recorriendo gran parte de Rivas, incrementando el valor a la vivienda. La vivienda se distribuye de la siguiente manera: -Hall de entrada muy amplio con armario empotrado. -Salón comedor super luminoso con grandes ventanales y aire acondicionado desde los que podrás disfrutar de los maravillosos atardeceres de Rivas. -Gran cocina de 10m2 con muebles de gran capacidad y zona de office. Tiene acceso desde la cocina a una terraza cerrada, zona de tendedero y donde se sitúa también la caldera. -Cuatro dormitorios todos ellos orientados al sur, pudiendo disfrutar de luz natural y un gran ahorro de energía. La habitación principal dispone de vestidor y baño en suite. Tiene otro cuarto de baño completo que de servicio al resto de las estancias. Uno de los dormitorios tiene acceso a una terraza con ventanas oscilobatientes. Todas las habitaciones disponen de armarios empotrados. Los suelos de la vivienda son de tarima flotante C7, la carpintería de roble, ventanas de climalit con doble acristalamiento, paredes lisas y toldos en todas las habitaciones, incluido el salón. La vivienda cuenta también con una plaza de garaje y un trastero, incluidos en el precio de venta. El piso se sitúa en una urbanización privada donde encontramos las piscinas, una de adultos y otra de niños, rodeada de césped natural con sombrillas de paja, en una zona preciosa ajardinada y rodeada de arboles y una zona infantil con columpios. “NO LO DUDES Y LLÁMANOS”.","False","good","False","True","True","True","1957.0","flat","","Rivas Futura, Rivas-Vaciamadrid","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"98932790","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/a1/82/1028334944.jpg","1906/252","38","2","275000.0","flat","sale","136.0","True","3","3","Casco Histórico","Madrid","Rivas-Vaciamadrid","Casco Histórico","es","40.3273279","-3.5066169","False","https://www.idealista.com/inmueble/98932790/","9136","REF. 1906/252. Precioso piso totalmente exterior con estancias amplias y urbanización muy tranquila y totalmente equipada.  El piso está en muy buen estado, para entrar a vivir, consta de:    Hall/distribuidor con un amplio armario y con una entrada muy acogedora y amplia.    Preciosa cocina independiente muy cuadrada y con tendedero.    Amplio y luminoso salón con grandes ventanales.    3 dormitorios con armarios empotrados, el principal con baño en suite.    Armarios empotrados. Calefacción individual de gas natural.     La urbanización cuenta con piscina, amplias zonas verdes.    La finca tiene ascensor y una plaza garaje en superficie incluido en el precio.     Muy bien comunicado con metro y autobuses. Zona con todos los servicios, centro comercial, supermercados, farmacias, centro de salud, colegios, escuelas infantiles, parques, etc. Un sitio ideal para vivir en un entorno natural único junto al parque regional del Sureste, ruta circular Laguna el Campillo y otros, dónde podrás disfrutar de la naturaleza y hacer rutas fantásticas para disfrutar en familia.    Llámanos y concretamos una cita para que lo visites, estamos encantados de atenderte.    Te ayudamos con la financiación, en algunos casos, conseguimos hasta el 100%.    **ITP y gastos de Notaría, Registro, etc, no incluidos en el precio. NO COBRAMOS HONORARIOS AL COMPRADOR. TRATO DIRECTO CON LA PROPIEDAD, TOTAL TRANSPARENCIA. AL FINAL DEL ANUNCIO PUEDE VER NUESTRO TOUR VIRTUAL Y NUESTRO VÍDEO.","False","good","False","False","","","2022.0","flat","","Casco Histórico, Rivas-Vaciamadrid","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"97835714","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d2/d6/2d/993705283.jpg","0092","20","","209000.0","chalet","sale","185.0","False","3","1","Eurovillas","Madrid","Eurovillas","","es","40.3602688","-3.2705729","False","https://www.idealista.com/inmueble/97835714/","12961","Se vende casa independiente con parcela en Eurovillas, Madrid. La vivienda cuenta con una superficie de 175 m² distribuidos en una planta mas la buhardilla, y parking, 3 habitaciones, salón-comedor, cocina y dos baños completos. La 1a planta cuenta con 3 habitaciones, además de 2 baños completo. La vivienda esta situada en el centro de la localidad muy cerca de bancos, farmacias, oficinas de correos, colegios públicos y privados, centros deportivos y paradas de autobús. Con fácil acceso a M-204.  Visita sin compromiso.","False","good","False","","True","True","1130.0","chalet","independantHouse","Eurovillas","Casa independiente","False","False","False","False","","","False","False","","","","","","","","","",""
"99532797","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/af/0f/d4/1046676005.jpg","","53","","525000.0","chalet","sale","191.0","False","3","2","Rivas Urbanizaciones","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3674739","-3.5286955","False","https://www.idealista.com/inmueble/99532797/","12796","¡ GRAN OPORTUNIDAD! Chalet independiente de 191 m2 en parcela de 537 en 2 únicas plantas. Planta baja: gran salón de 32 m2, detalles en escayola, gran ventana y salida al jardín. Cocina amueblada de 18 m2 con salida lateral a parcela. Dormitorio principal en suite con vestidor. Dos habitaciones más dobles, todas con armarios empotrados. Otro Baño más con ducha y mampara de vidrio templadoi. Suelos de gres y parquet. Ambos baños reformados. Subiendo por escalera nos encontramos con la buhardilla acondicionada como espacio diáfano perfecto como dormitorio, zona de juegos, etc.  Aire acondicionado. Toldos. Garaje cubierto. Zonas exteriores amplias con una gran piscina de 8x3, césped natural, césped artificial, porche cubierto, frutales, plantas ornamentales,  Parking cubierto para un coche, y para 2 más en la parcela. Posibilidad de realizar sótano bodega. Situado en la zona más tranquila y consolidada de Rivas, Santa Mónica, con muy buena comunicación y servicios cerca. NO DUDES EN VISITARLO. LLÁMANOS Y AGENDAMOS UNA VISITA.","True","good","False","","True","True","2749.0","chalet","independantHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Casa independiente","False","False","False","False","","","False","False","","","","","","","","","",""
"99379633","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f7/4d/62/1042076020.jpg","260","50","","73000.0","chalet","sale","63.0","False","3","2","Tielmes","Madrid","Tielmes","","es","40.2477264","-3.3118097","False","https://www.idealista.com/inmueble/99379633/","9921","DP2020, gestiona pone a su disposicion, conjunto de 5 viviendas unifamiliares en la localidad de Tielmes, a 40 km de Madrid por la A3, dirección Valencia Las viviendas se distribuye en tres plantas. planta baja: salón, cocina, aseo, garaje y porche.  Planta primera: tres dormitorios, dos cuartos de baño y terraza.  Planta bajo-cubierta totalmente diáfana Se escucha ofertas. Ideal para promotores e inversores La inmobiliaria de las familias exigentes Encuentra más en.","False","renew","False","","","","1159.0","chalet","independantHouse","Tielmes","Casa independiente","False","False","False","False","","","False","False","","","","","","","","","",""
"99379630","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d8/d0/c1/1042048912.jpg","259","50","","74000.0","chalet","sale","200.0","False","3","2","Tielmes","Madrid","Tielmes","","es","40.2457388","-3.3123809","False","https://www.idealista.com/inmueble/99379630/","10022","DP2020, gestiona en venta de un conjunto de 5 viviendas unifamiliares en la localidad de Tielmes, a 40 km de Madrid por la A3, dirección Valencia  Las viviendas se distribuye en tres plantas.  planta baja: salón, cocina, aseo, garaje y porche. Planta alta: tres dormitorios, dos cuartos de baño y terraza. Planta bajo-cubierta totalmente diáfana   Se escucha ofertas. Ideal para promotores e inversores    La inmobiliaria de las familias exigentes Encuentra más en.","False","renew","False","","","","370.0","chalet","independantHouse","Tielmes","Casa independiente","False","False","False","False","","","False","False","","","","","","","","","",""
"99379627","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/57/36/1042048860.jpg","256","50","","74000.0","chalet","sale","77.0","False","3","2","Tielmes","Madrid","Tielmes","","es","40.2450434","-3.3096684","False","https://www.idealista.com/inmueble/99379627/","10249","DP2020, gestiona en venta de un conjunto de 5 viviendas unifamiliares en la localidad de Tielmes, a 40 km de Madrid por la A3, dirección Valencia Las viviendas se distribuye en tres plantas. planta baja: salón, cocina, aseo, garaje y porche. Planta alta: tres dormitorios, dos cuartos de baño y terraza. Planta bajo-cubierta totalmente diáfana Se escucha ofertas. Ideal para promotores e inversores La inmobiliaria de las familias exigentes Encuentra más en.","False","renew","False","","","","961.0","chalet","independantHouse","Tielmes","Casa independiente","False","False","False","False","","","False","False","","","","","","","","","",""
"99379598","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/9d/77/1042048195.jpg","252","50","","77000.0","chalet","sale","202.0","False","3","3","Tielmes","Madrid","Tielmes","","es","40.2452064","-3.3124374","False","https://www.idealista.com/inmueble/99379598/","10056","DP2020, gestiona en venta de un conjunto de 5 viviendas unifamiliares en la localidad de Tielmes, a 40 km de Madrid por la A3, dirección Valencia  Las viviendas se distribuye en tres plantas.  planta baja: salón, cocina, aseo, garaje y porche. Planta alta: tres dormitorios, dos cuartos de baño y terraza. Planta bajo-cubierta totalmente diáfana   Se escucha ofertas. Ideal para promotores e inversores    La inmobiliaria de las familias exigentes Encuentra más en.","False","renew","False","","","","381.0","chalet","independantHouse","Tielmes","Casa independiente","False","False","False","False","","","False","False","","","","","","","","","",""
"99351485","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/80/69/1041111871.jpg","","43","bj","205000.0","flat","sale","63.0","True","2","2","Centro","Madrid","Arganda","Centro","es","40.3022707","-3.4502888","False","https://www.idealista.com/inmueble/99351485/","3950","Piso de dos habitaciones a estrenar. Muy bien ubicado, a 180m de lMetro de Arganda del Rey. Muchos comercios en las cercanías, entre ellos Mercadona o Plaza. Hall de entrada, 2 habitaciones, una de ellas con baño en suite con ducha. Otro baño más a disposición con bañera. Salón independiente con cocina americana. Tendedero. Grandes ventanales con rotura de puente térmico, con opción de apertura oscilo batiente. El piso está equipado con aerotermia con termostatos independientes. La forma más económica de mantener todo el año la casa a una buena temperatura media sin casi consumo energético elevado. Dispone de cuarto trastero y una plaza de garaje independiente y entre columnas. Una urbanización preciosa, con gimnasio, gastrobar para celebraciones especiales, gran piscina, zona mirador y pista de paddle, única en Arganda del Rey. Práctico cuarto de bicicletas. Financiamos hasta el 100% de la compra, consulta condiciones. No lo dudes y agenda una visita.","True","good","False","True","True","True","3254.0","flat","","Centro, Arganda","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"99120756","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/23/e8/1034211218.jpg","081022-2","38","4","192200.0","flat","sale","116.0","True","3","2","Perlita","Madrid","Arganda","Perlita","es","40.2970528","-3.4496419","False","https://www.idealista.com/inmueble/99120756/","3949","¡ POSIBLEMENTE LA MEJOR RELACIÓN CALIDAD-PRECIO DE TODA LA ZONA! Vivienda situada en bonita urbanización cerrada dotada de gran zona verde, zona infantil y piscina. Ubicada en La Perlita, una de las mejores zonas residenciales de Arganda del Rey y tan sólo a 15 minutos de Madrid capital. Con acceso directo a salida 25 de la A3, cuenta con todos los servicios básicos a su alrededor: líneas de autobús urbano e interurbano (Arganda-Conde de Casal), colegios e instituto, hospital, farmacias, zonas verdes y deportivas, parques, cafeterías, supermercados, etc. , se encuentra muy próxima al Pinar de La Dehesa ¡ IDEAL PARA FAMILIA CON NIÑOS! La vivienda es exterior, goza de mucha luz natural, con doble orientación y ventilación cruzada, ¡ podrás disfrutar de unas MAGNÍFICAS VISTAS DESPEJADAS y de BONITOS ATARDECERES desde tu propia casa! Con estancias amplias, dispone además de ASCENSOR, TRASTERO y 2 PLAZAS DE GARAJE (incluidas en el precio). Amplia cocina con terraza tendedero, salón comedor independiente con grandes ventanales, dormitorio principal tipo suite con baño incorporado. En todos los dormitorios y en vestíbulo recibidor hay armarios empotrados, los suelos son de tarima flotante, sistema calefacción gas natural, ventanas climalit, etc. ***En el precio indicado NO están INCLUIDOS los honorarios profesionales correspondientes a los servicios de mediación y gestión de venta consistentes en el 4% del precio de venta (más 21% IVA correspondiente) ni los gastos de escrituración (notaría, registro, ITP, tasación, etc. ) que en este caso son a cargo del comprador****¡ LLÁMANOS Y TE AMPLIAMOS INFORMACIÓN SIN COMPROMISO! ¿ Necesitas conseguir financiación? ¡Pregúntanos porque podemos ayudarte!","False","good","False","True","True","True","1657.0","flat","","Perlita, Arganda","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"99120745","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/12/49/1034211636.jpg","071022-1","34","bj","128900.0","flat","sale","84.0","True","2","1","Centro","Madrid","Arganda","Centro","es","40.3024982","-3.4362866","False","https://www.idealista.com/inmueble/99120745/","2762","¡ ESTA CASA ESTÁ PENSADA PARA TU COMODIDAD! Si tus hijos ya se han independizado y la casa te resulta muy grande. si tienes problemas para subir escaleras y buscas algo más cómodo y acogedor. o simplemente no dispones de coche y necesitas tener todo a un paso. ¡ ESTA VIVIENDA ES PERFECTA! Situada en planta baja, la vivienda se encuentra renovada, dispone de un amplio salón comedor, dos dormitorios dobles (antes 3), cuarto de baño con espacioso plato de ducha, y cocina independiente con salida a patio. Suelos de tarima flotante, carpintería interior en roble, sistema calefacción acumuladores, splits aire acondicionado, carpintería exterior doble ventana aluminio lacado climalit, armarios empotrados en ambos dormitorios, puerta blindada, etc. Cerca de colegios, parques, supermercados y comercios, organismos oficiales, etc. ¿ A QUÉ ESTÁS ESPERANDO PARA VISITARLA? ¡Llámanos y pide información sin compromiso! ¿ Necesitas conseguir financiación? ¡ Pregúntanos porque podemos ayudarte!","False","good","False","False","","","1535.0","flat","","Centro, Arganda","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"99395706","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/1d/b9/1042620385.jpg","1611/273","32","","479000.0","chalet","sale","142.0","False","4","3","Rivas Centro","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.3544378","-3.5160247","False","https://www.idealista.com/inmueble/99395706/","11110","REF. 1611/273. OPORTUNIDAD RIVAS FUTURA ALFA INMOBILIARIA VENDE CHALET PAREADO Precioso chalet pareado en la mejor zona de Rivas, Rivas Futura. La urbanización cuenta con todos los servicios dentro del propio recinto: piscina, zonas verdes, zonas de ocio, pista de padel, etc… El precio de la comunidad de esta urbanización privada es de 67 euros. La vivienda consta de parking delantero para 2 vehiculos de 50 metros cuadrados. Con unos 142 metros cuadrados se distribuye en planta baja con una confortable cocina en la cual se puede disfrutar de una comida en familia. La cocina de marca Dica consta de muebles lacados en blanco y los electrodomésticos encastrables de alta gama. Dispone también de un salón amplio con salida a un  espectacular jardín amplio con césped artificial y zona de descanso, todo lo detallado con muebles y detalles de primeras calidades, y un baño completo. En la primera planta tenemos 3 habitaciones, 2 baños, de los cuales uno de ellos en suite, con los muebles a medida y el espejo de Dica. En la segunda planta de este precioso chalet pareado nos encontramos una buhardilla ideal para el descanso. En la cual también tenemos detalles de primeras calidades. En el jardín nos encontramos el Deck de Madera tratada y un porche de madera de 16 metros cuadrados, con posibilidad de realizar un cerramiento de cristal, el porche tiene preinstalación de tubos para la posibilidad de meter una chimenea. También dispone de preinstalación de aire acondicionado en toda la casa. El chalet pareado esta situado en una de las mejores Zonas de Rivas, Rivas Futura, con todas las comodidades a mano, como colegios, supermercados, zonas de ocio, paradas de buses, etc… POSIBILIDAD DE FINANCIACIÓN.","False","good","False","","","","3373.0","chalet","semidetachedHouse","Rivas Centro, Rivas-Vaciamadrid","Chalet pareado","False","False","False","False","","","False","False","","","","","","","","","",""
"99348338","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/da/ed/1041049475.jpg","00142","43","bj","117000.0","flat","sale","73.0","True","2","1","Tielmes","Madrid","Tielmes","","es","40.2461376","-3.3187627","False","https://www.idealista.com/inmueble/99348338/","9580","DP2020 vende fantástico piso en el más prestigioso edificio de la Plaza España localizado en Tielmes a 40km de Madrid. La vivienda se distribuye de la siguiente manera: al entrar a la vivienda nos encontramos a mano izquierda la cocina con salida al patio de luces, luego tenemos en salón comedor bastante amplio y luminoso con 2 balcones y avanzando por el pasillo tenemos 1 dormitorio doble, 1 dormitorio simple y el baño con bañera. El inmueble cuenta también con plaza de parking, trastero y ascensor.  SOLICITE UNA VISITA SIN COMPROMISO.","False","good","False","True","True","True","1603.0","flat","","Tielmes","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"99261549","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/25/cb/1038750710.jpg","14992","33","","369000.0","chalet","sale","172.0","False","3","3","Los Villares","Madrid","Arganda","Los Villares","es","40.3168269","-3.4546751","False","https://www.idealista.com/inmueble/99261549/","4589","Vilsa pone en venta una estupenda vivienda en los Villares, la zona más demandada y consolidada de Arganda. La vivienda consta de 172 m² construidos y 153 m² útiles, en parcela de 178 m² y se encuentra distribuida de la siguiente manera: En la planta del sótano, garaje con capacidad para dos coches, cocina totalmente equipada para disfrutar de fiestas sin tener que manchar la cocina principal. Puedes acceder a la parcela tanto por el salón como por la parte del garaje, la parcela está equipada de barbacoa, horno asador de leña, piscina de obra que harán que los veranos serán más placenteros y fresquitos. En la planta baja, gran salón independiente siendo este muy luminoso, con chimenea francesa aportando un calor más cálido y económico, cocina equipada de muebles altos y bajos y cómodo aseo para dar servicio a la planta baja. En la planta primera, tres habitaciones luminosas y amplias, baño completo para dar servicio a dos de las habitaciones, puesto que la principal cuenta con baño incorporado y una estupenda terraza. En cuanto a calidades dispone de carpintería exterior de aluminio climalit, carpintería interior de madera de roble, suelos de tarima, calefacción de gas natural, 3 split de aire acondicionado, 4 armarios empotrados, rejas en la vivienda. ¡No pierdas la ocasión y ven a conocerlo! SI NECESITAS FINANCIACIÓN, TE ASESORAMOS SIN NINGÚN COMPROMISO. *Certificación Energética: ""E"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.","False","good","False","","True","True","2145.0","chalet","terracedHouse","Los Villares, Arganda","Chalet adosado","False","False","False","False","","","False","False","","","","","","","","","",""
"99174494","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/19/2f/04/1035995023.jpg","RP482022105430","22","3","319000.0","flat","sale","119.0","True","4","2","Rivas Futura","Madrid","Rivas-Vaciamadrid","Rivas Futura","es","40.3414409","-3.5199659","False","https://www.idealista.com/inmueble/99174494/","10745","Excelente piso de 119m², situado en Rivas Futura, muy cercano al cuartel de la Guardia Civil, Ambulatorio Primero de Mayo, diversos comercios, servicios, paradas de bus, y a tan solo 7 minutos andando hasta la estación de metro. La vivienda consta de hall de entrada con armario de cortesía, cocina amueblada con tendedero cubierto, amplio salón comedor, 4 dormitorios, 2 baños (uno de ellos en suite), 2 plazas de garaje y trastero.  Excelentes calidades, suelos de tarima, paredes lisas, preinstalación del aire acondicionado por conducto y ventanas climalit. La urbanización cuenta amplias zonas comunes, piscina de adultos y de niños y parque infantil.  Podemos conseguir la mejor financiación con nuestro departamento financiero Dcredit. Visítelo sin compromiso!","False","good","False","True","True","True","2681.0","flat","","Rivas Futura, Rivas-Vaciamadrid","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"99129577","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/76/5a/1034505742.jpg","14988","43","","259000.0","chalet","sale","201.0","False","4","3","Perales de Tajuña","Madrid","Perales de Tajuña","","es","40.2292437","-3.3460238","False","https://www.idealista.com/inmueble/99129577/","9542","Vivir en una casa rodeada de campo y con vistas es todo un sueño. Por eso queremos conseguir que tu sueño se haga realidad. Ven a ver esta casa y enamórate de su luz y sus estupendas vistas Te ofrecemos este bonito chalet de 167m2 útiles y 201m² construidos en parcela de 312m² donde no le falta ni un solo detalle. Es el momento perfecto para convertirla en tu hogar, rodeado de naturaleza y tranquilidad. Esta casa te ofrece en la planta baja un distribuidor que nos lleva a diferentes estancias: Un gran salón con mucha luz donde compartir buenos momentos con familia y amigos, una amplia cocina amueblada y equipada con campana, vitrocerámica y horno, un cuarto de baño y una sala que se utiliza como trastero pero que puedes convertir en gimnasio, sala de juegos. En la primera planta encontramos la zona de descanso con 4 dormitorios. El dormitorio principal cuenta, con vestidor y cuarto de baño, además otro de los dormitorios también se ha equipado con armarios tipo vestidor. En la misma planta encontramos otro cuarto de baño para dar servicio al resto de dormitorios. En la última planta accedemos a la buhardilla forrada en madera y solada en tarima para poder disfrutar los días de invierno en familia o con amigos de actividades de ocio o montar un bonito despacho de trabajo o de estudio. La parcela se encuentra completamente solada, en ella hay espacio en la parte delantera para que puedas utilizarlo de garaje, en otra parte de la parcela se puede montar una piscina y además tiene la posibilidad de hacer un amplio garaje subterráneo. Sin más palabras para poder describirla, porque lo suyo es que vengas a verla, ¡Infórmate! *Certificación Energética: ""E"" *En venta Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría.","False","good","False","","","","1289.0","chalet","independantHouse","Perales de Tajuña","Casa independiente","False","False","False","False","","","False","False","","","","","","","","","",""
"99081571","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ea/a5/fb/1036762623.jpg","14985","32","","250000.0","chalet","sale","130.0","False","3","1","Centro","Madrid","Arganda","Centro","es","40.3022551","-3.4359445","False","https://www.idealista.com/inmueble/99081571/","2734","El espacio que estabas buscando para poder disfrutar de la intimidad que mereces lo tenemos para ti. - Chalet adosado en venta en Arganda Del Rey, situado en el núcleo urbano en una calle muy tranquila sin trafico rodado, vivienda totalmente reformada, de 130m² construidos y 106m² útiles. - En planta baja nos encontramos con un patio delantero desde el que se accede a la vivienda, distribuida en hall, aseo con ventana, cocina independiente equipada con muebles altos y bajos. - Salón comedor de 26m² distribuido en dos alturas creando un espacio muy funcional haciendo dos espacios muy acogedores con independencia, desde el salón tenemos acceso directo al patio trasero que se encuentra solado, con barbacoa un espacio soleado para disfrutar de esos momentos de relax que tanto nos gustan. - En la primera planta encontramos tres amplios dormitorios el principal con espacio para vestidor, baño completo, un armario empotrado en el hall distribuidor. - Garaje para un vehículo y una moto, amplio trastero con armario empotrado con una gran capacidad de almacenaje con acceso desde la casa. En cuanto a calidades, carpintería exterior en aluminio climalit, carpintería interior en roble, calefacción y agua caliente de gasoil, A/C en el salón y dormitorio, pintura lisa y estuco en el salón, suelos en tarima y gres, 4 armarios empotrados. Listo para entran a vivir, bien comunicado con todos los servicios cerca. Ven te informamos de todo con detalle. Tenemos departamento financiero para ayudarte si lo necesitas. *Certificación Energética: ""C"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.","False","good","False","","","","1923.0","chalet","terracedHouse","Centro, Arganda","Chalet adosado","False","False","False","False","","","False","False","","","","","","","","","",""
"99026791","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/52/ce/1031839971.jpg","14983","39","","315000.0","chalet","sale","167.0","False","3","3","La Poveda","Madrid","Arganda","La Poveda","es","40.3152898","-3.4813724","False","https://www.idealista.com/inmueble/99026791/","6727","Si ya has decidido que lo tuyo es un chalet, habrás experimentado cómo esta decisión de compra, ha generado una energía positiva entre los miembros de tú familia. Es hora de que juntos planifiquéis una visita para disfrutar de la compra de este inmueble y empezar a imaginar, estancia por estancia, cómo será el reparto de habitaciones y el día a día en el nuevo hogar. Se trata de un chalet de 187 m² construidos, 167m² útiles para compartir y soñar, en parcela de 203 m² con piscina, cenador para disfrutar de barbacoas, cenas o fiestas con familiares o amigos. Accedemos a la planta baja y desde su distribuidor encontramos un baño en uno de sus lados, cocina de 10 m2 amueblada, un espacioso salón independiente de 22 m² desde el que se accede a la parcela. El sol se cuela en estas estancias a cualquier hora del día, por lo que el ambiente es siempre cálido y agradable. Toda la casa está diseñada para ser acogedora. En la planta baja accedemos también a un amplio garaje para dos coches. La primera planta está destinada a dormitorios. El dormitorio principal baño integrado. En esta primera planta encontramos también otros dos dormitorios, y un baño completo. En el sótano de 40m² esta forrada en madera y ladrillo, cuenta con una barra de bar para que des rienda suelta a tu imaginación, puede ser habilitada como quieras ¿Qué tal un una sala de ocio y de juegos? un bonito porche con acceso a la parcela en los días calurosos de verano. La parcela se encuentra parte solada y parte con jardín y arboles frutales, piscina de 6m x 4m y un bonito porche para los días calurosos de verano. En cuanto a calidades de la vivienda, cuenta con carpintería exterior en aluminio, carpintería interior en roble, puerta de entrada a la vivienda acorazada, 3 armarios empotrados, aire acondicionado en todos los dormitorios y salón, calefacción de gas natural y suelos en parquet y gres. MARAVILLOSO CHALET CON UN PRECIO ESPECTACULAR. *Certificación Energética: ""F"" *En venta Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría.","False","good","False","","","","1886.0","chalet","terracedHouse","La Poveda, Arganda","Chalet adosado","False","False","False","False","","","False","False","","","","","","","","","",""
"98969299","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/2a/d9/1029849185.jpg","14982","40","","280000.0","chalet","sale","159.0","False","4","1","Centro","Madrid","Arganda","Centro","es","40.2984217","-3.4449917","False","https://www.idealista.com/inmueble/98969299/","3536","Buscas vivienda con espacio, jardín, garaje y todas las comodidades para disfrutar en familia? Pon atención! Chalet adosado en venta en Arganda del Rey, zona la Perlita Distribuido en 159m² construidos y 140m² útiles de vivienda sobre una parcela de 107m² En planta baja entrando a la vivienda encontramos un amplio vestíbulo que distribuye la casa de una manera muy cómoda, tenemos un aseo con ventana, cocina de gran capacidad de 15m² con grandes ventanales, muebles altos y bajos. Salón comedor independiente de 28m² con chimenea amplio y luminoso desde el que se accede al jardín, con jardineras laterales, césped artificial un bonito espacio para disfrutar de tranquilidad. En la primera planta contamos con 4 dormitorios dos dobles y dos sencillos, todos con balcón, la casa tiene mucha luz natural y ventilación cruzada, baño completo con ducha y mampara. Garaje para dos vehículos y un pequeño trastero. En cuanto a calidades, carpintería exterior de aluminio climalit, carpintería interior en sapeli, calefacción de gas natural, A/C en toda la casa, toldos, suelos en gres y tarima en la cocina. Si quieres disfrutar de una gran casa, cerca del hospital y de los accesos directo a las principales carreteras, con todos los servicios cerca ven te informamos sin compromiso. Si necesitas financiación podemos ayudarte. *Certificación Energética: ""E"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.","False","good","False","","","","1761.0","chalet","terracedHouse","Centro, Arganda","Chalet adosado","False","False","False","False","","","False","False","","","","","","","","","",""
