"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__hasLift","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__newDevelopmentFinished","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__superTopHighlight","elementList__topNewDevelopment","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","paginable","upperRangePosition","lowerRangePosition"
"94300741","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/97/62/717106621.jpg","1","10","bj","243000.0","flat","sale","189.0","True","2","2","Calle Arganda, 17","Madrid","Loeches","","es","40.3827674","-3.4101723","True","https://www.idealista.com/obra-nueva/94300741/","8895","Obra nueva Residencial “LOS JARDINES DEL CONDE DUQUE” Sagelliv Obras y Construcciones. Pisos de 1 y 2 dormitorios. Desde 169.000 €. NUEVA PROMOCIÓN OBRA NUEVA 24 VIVIENDAS DE VENTA LIBRE EN LOECHES, CENTRO DEL CASCO. LICENCIA DE OBRAS CONCEDIDA. COMIENZO DE OBRA INMINENTE. 38 plazas de garaje individuales, de coche y moto, con piscina, pádel, parque y piscina infantil, jardines, incluido en el precio. Calle Arganda, 17 con vuelta a calle Coso, 1. La promoción se encuentra en el centro del casco urbano a 100 m. del ayuntamiento. Con todos los servicios, farmacia, centro de salud, transporte público en zona residencial y muy tranquila. Viviendas de 1 y 2 dormitorios, bajos con jardín y dúplex con terraza amplia. Video portero, cocina amueblada, climatización por Aerotermia frio/calor, con suelo refrescante, jardín comunitario, con piscina, pádel, parque infantil, piscina de niños, totalmente cerrado, en urbanización privada. La viviendas incluyen garaje y trastero. Con excelentes relación calidad precio. SAGELLIV, con más de 20 años de experiencia, es fiel a su filosofía de trabajo: “CON DEDICACIÓN, CREANDO HOGARES. ” Ponemos a su disposición nuestro equipo de trabajo en nuestra oficina: Plaza de la Villa, 14 - 1º Loeches – Madrid.","False","newdevelopment","True","True","True","True","False","1286.0","flat","","Loeches","Piso en Calle Arganda, 17","True","False","False","False","","","False","False","","","","","","","","","",""
"92213838","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4e/28/60/865112725.jpg","","99","","1050000.0","chalet","sale","740.0","False","5","4","Diseminado Valdegrande","Madrid","Chinchón","","es","40.2113547","-3.4928776","False","https://www.idealista.com/inmueble/92213838/","12684","FINCA EN VENTA A MEDIA HORA DE MADRID Ubicada en el término municipal de Chinchón.  Se trata de una finca de más de cinco hectáreas de terreno (51.500 m2) en la que existen varias edificaciones: En la entrada de la finca se encuentra un amplio espacio exterior ajardinado en el que se pueden estacionar varios vehículos.  1. - CASA PRINCIPAL: 420 m2 construidos. Se accede a través de un bonito patio que aporta luminosidad a toda la casa. Cuenta con 4 dormitorios (tres de ellos con el cuarto de baño incorporado). Un baño adicional completo, además de un aseo de cortesía.  Salón en dos alturas, desde el que se accede al porche y al jardín, que cuenta con chimenea central además de un altillo/biblioteca, comedor con chimenea y cocina desde la que se accede, a través de una escalera, a un espacio auxiliar (despensa, office, dormitorio de servicio, etc. ). La casa principal dispone de un amplio jardín y porche con vistas al campo 2. - VIVIENDA AUXILIAR - PABELLÓN DE INVITADOS 60 m2 construidos distribuidos en 1 dormitorio, baño, cocina, y salón. 3. - CUARTO DE CALDERAS Y ALMACÉN 4. -VESTUARIOS/SPA En una plataforma de terreno inferior a la de las edificaciones anteriores se encuentra un segundo jardín con amplia piscina, barbacoa exterior, cenador al aire libre y una cuarta edificación: Se trata de una edificación que acoge en el ala derecha dos habitaciones, dos baños completos con ducha y en el ala izquierda un SPA que cuenta con sauna, jacuzzi y ducha. Las dos habitaciones cuentan con climatización y luz natural por lo que podrían destinarse como habitaciones para invitados. La finca cuenta además con unas caballerizas y un silo.","False","good","False","","True","True","","1419.0","chalet","independantHouse","Chinchón","Casa independiente en Diseminado Valdegrande","True","False","False","False","villaType","Villa","False","False","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","luxuryType","Lujo","","","","","","","","","","","",""
"89087465","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/a2/55/1047583583.jpg","GIRE-1151002","8","bj","46000.0","flat","sale","44.0","True","2","1","Calle Alamillo","Madrid","Valdilecha","","es","40.2933502","-3.303574","False","https://www.idealista.com/inmueble/89087465/","8558","¿Quieres comprar piso de 2 habitaciones en Valdilecha de 44 metros cuadrados? Excelente oportunidad de adquirir en propiedad este piso residencial con una superficie de 44 m² bien distribuidos en 2 habitaciones 1 cuarto de baño ubicado en la localidad de Valdilecha, provincia de Madrid. ¿Quieres más información? No dudes en ponerte en contacto con nosotros. Visita sin compromiso, sin comisiones de intermediación. Más información rellenando el formulario de contacto o por teléfono. Estaremos encantados de atenderte. Portal es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra.. . tanto a nivel particular como para inversores. Portal cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.","False","renew","False","False","","","","1045.0","flat","","Valdilecha","Piso en Calle Alamillo","False","False","False","False","","","False","False","","","","","","","","","",""
"86399060","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7b/70/ac/692182817.jpg","1ºB Tipo 17","13","1","175302.0","flat","sale","110.0","True","2","2","Calle Manzanilla, 4","Madrid","Loeches","","es","40.3816859","-3.4224141","True","https://www.idealista.com/obra-nueva/86399060/","8900","Proyecto SINGULAR de 52 viviendas de renta libre en Loeches, C/ Manzanilla, 4. Promovida por Hestia Homes, S. Coop. Mad. La promoción cuenta con un diseño moderno ubicada en la zona de mayor expansión. A 5 minutos del centro del municipio. Viviendas de 2 y 3 dormitorios en edificio de 3 alturas. Todas las viviendas cuentan con amplias terrazas desde 10 m2 hasta 130,83 m2. Videoportero, conserjería, parque infantil, piscina para adultos y piscina infantil. Las viviendas disponen de una plaza de garaje y un amplio trastero en planta sótano, con opción de adquirir una segunda plaza. Cocina amueblada (sin electrodomésticos), radiador toallero en baño principal, carpintería interior lacada en blanco, armarios vestidos, solados de tarima AC4 y gres, pintura plástica lisa, puerta de entrada blindada. Por su gran diseño y distribución, HESTIA HOMES se convierte en la mejor promoción relación calidad precio de Loeches. Transportes: Loeches cuenta con 5 líneas de autobús, dos de ellas (una nocturna), que conectan con Madrid y las otras tres líneas unen al municipio con otros de la zona. Estas líneas son: Línea 261: Madrid (Avenida de América) - Nuevo Baztán - Villar del Olmo. Línea 280: Coslada (FFCC) - Hospital - Loeches. Línea 284: Madrid (Avenida de América) - Velilla de San Antonio - Loeches. Línea 320: Arganda del Rey - Alcalá de Henares Línea N203: Madrid (Ciudad Lineal) - Coslada - San Fernando - Velilla de San Antonio/Loeches.","False","newdevelopment","True","True","","","False","1594.0","flat","","Loeches","Piso en Calle Manzanilla, 4","True","False","False","False","","","False","False","","","","","","","","","",""
"86399069","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0e/1b/3b/692182819.jpg","1ºA Tipo 14","13","1","156082.0","flat","sale","98.0","True","2","2","Calle Manzanilla, 4","Madrid","Loeches","","es","40.3816859","-3.4224141","True","https://www.idealista.com/obra-nueva/86399069/","8900","Proyecto SINGULAR de 52 viviendas de renta libre en Loeches, C/ Manzanilla, 4. Promovida por Hestia Homes, S. Coop. Mad. La promoción cuenta con un diseño moderno ubicada en la zona de mayor expansión. A 5 minutos del centro del municipio. Viviendas de 2 y 3 dormitorios en edificio de 3 alturas. Todas las viviendas cuentan con amplias terrazas desde 10 m2 hasta 130,83 m2. Videoportero, conserjería, parque infantil, piscina para adultos y piscina infantil. Las viviendas disponen de una plaza de garaje y un amplio trastero en planta sótano, con opción de adquirir una segunda plaza. Cocina amueblada (sin electrodomésticos), radiador toallero en baño principal, carpintería interior lacada en blanco, armarios vestidos, solados de tarima AC4 y gres, pintura plástica lisa, puerta de entrada blindada. Por su gran diseño y distribución, HESTIA HOMES se convierte en la mejor promoción relación calidad precio de Loeches. Transportes: Loeches cuenta con 5 líneas de autobús, dos de ellas (una nocturna), que conectan con Madrid y las otras tres líneas unen al municipio con otros de la zona. Estas líneas son: Línea 261: Madrid (Avenida de América) - Nuevo Baztán - Villar del Olmo. Línea 280: Coslada (FFCC) - Hospital - Loeches. Línea 284: Madrid (Avenida de América) - Velilla de San Antonio - Loeches. Línea 320: Arganda del Rey - Alcalá de Henares Línea N203: Madrid (Ciudad Lineal) - Coslada - San Fernando - Velilla de San Antonio/Loeches.","False","newdevelopment","True","True","","","False","1593.0","flat","","Loeches","Piso en Calle Manzanilla, 4","True","False","False","False","","","False","False","","","","","","","","","",""
"93957556","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/fd/a0/1043479213.jpg","","27","1","139500.0","duplex","sale","150.0","True","2","2","Vereda CARPETANA, 7","Madrid","Loeches","","es","40.3985174","-3.4136625","True","https://www.idealista.com/inmueble/93957556/","10662","Se vende AMPLIO loft, en Calle Vereda Carpetana, 150 metros incluida la terraza de 20 m2. Se trataría de dos plantas distribuidas en 2 habitaciones, 2 cuartos de baño, gran salón, cocina americana con isla central, amplia terraza, 2 piscinas (infantil y adultos), amplias zonas verdes. pista de padel, pista de tenis, vigilancia las 24 horas.  TAMBIEN ESTARÍA INCLUIDO EN EL PRECIO 2 PLAZAS DE GARAJE,  Este complejo residencial es muy tranquilo y familiar. Ideal para familia que requiera de amplio espacio.  El piso se podría visitar en cualquier momento, pero no estaría disponible para entrar a vivir hasta finales de Marzo del año próximo, que es cuando se van los inquilinos actuales. MEJOR VER ¡  Llamar o escribir wasap. PREGUNTAR POR ANA TLF 664422925.","True","good","False","True","True","True","","930.0","flat","duplex","Loeches","Dúplex en Vereda CARPETANA, 7","False","False","False","False","","","False","False","","","","","","","","","",""
"98204644","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/a5/9a/1003963865.jpg","003.6147","25","","295000.0","chalet","sale","261.0","False","4","2","isaac peral","Madrid","Arganda","Centro","es","40.2994959","-3.4404259","False","https://www.idealista.com/inmueble/98204644/","3136","Casa en zona centro de Arganda. Con patio, terraza, garaje y trastero.  Puedes tenerlo todo, en la zona centro del mismo municipio. A tan solo 10 minutos de estación de metro de Arganda del rey. Con paradas de autobuses urbanos e interurbanos a escasos metros de la vivienda.  Casa grande, muy luminosa. 4 dormitorios, amplios, exteriores, con armarios empotrados grandes. Uno de los dormitorios tipo suite con baño completo. Cocina independiente muy grande, amueblada con muebles altos y bajos y salida a terraza. Salón comedor, muy amplio, con salida a terraza exterior. Sin duda una vivienda única en el centro. Terraza muy amplia. Además esta vivienda cuenta con patio exterior privado, muy grande, donde puede crear un espacio único para disfrutar en familia y/o con amigos. Plaza de garaje para dos vehículos y zona de trastero grande.  Llámenos para ampliar información.  Cocina amueblada. Calefacción gas natural a través de radiadores. Armarios empotrados. Aire acondicionado en salón y dormitorio principal. 2 trasteros, uno en la vivienda y otro en la zona del patio. Posibilidad de hacer piscina.   // 918.710. 174.","False","good","False","","True","True","","1130.0","chalet","terracedHouse","Centro, Arganda","Chalet adosado en isaac peral","False","False","False","False","","","False","False","","","","","","","","","",""
"98375448","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/2f/2d/1011865456.jpg","","42","","305000.0","chalet","sale","160.0","False","3","2","Mayor","Madrid","Velilla de San Antonio","","es","40.3682557","-3.4884498","False","https://www.idealista.com/inmueble/98375448/","10215","INMOVELILLA, Vende en exclusiva fantástica oportunidad de compra en una de las calles principales del municipio, Chalet adosado de 160 metros cuadrados construidos, dormitorios amplios con ventana exterior a la misma calle, amplio salón comedor, cocina equipada y amueblada, baño completo con plato de ducha. La vivienda dispone de ascensor en todas sus plantas. Amplio jardín. Calefacción de gas natural. Aproveche esta oportunidad, visítelo sin compromiso, amplias opciones de reforma.  Financiación al 100% (consulte condiciones) Tenemos oficina en Velilla, Calle Mayor 3 Impuestos y honorarios de agencia no incluidos en el precio.","False","renew","False","","True","True","","1906.0","chalet","terracedHouse","Velilla de San Antonio","Chalet adosado en Mayor","False","False","False","True","","","False","False","","","","","","","","","",""
"99558572","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5e/9d/2f/1048293393.jpg","","22","2","239999.0","flat","sale","116.0","True","3","2","Ronda de Oviedo","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.369762","-3.5470689","False","https://www.idealista.com/inmueble/99558572/","14243","TECNOCASA RIVAS VENDE LUMINOSO PISO DE 3 DORMITORIOS, TERRAZA, 2 BAÑOS CON ASCENSOR A ESCASOS METROS DEL METRO DE RIVAS URBANIZACIONES. Comenzando nuestro recorrido nos encontramos con un practico hall de entrada recibidor con armario vestidor empotrado de 2 cuerpos. Una amplia cocina con acceso al tendedero. Un salón comedor muy luminoso, de 25 m2 CON ACCESO DIRECTO A TERRAZA DE 8M2 exterior con vistas al parque. Siguiendo nuestro recorrido tenemos 4 habitaciones, todas ellas cuentan con armario empotrado de 2 cuerpos perfectamente revestidos. La vivienda dispone de 2 baños completos. Uno de ellos en suite. En referencia a los acabados de la vivienda, tenemos: El suelo de parquet de madera natural, la caldera es de gas natural estanca, la carpintería interior es de madera maciza de roble. Puerta paneleada en color roble. PLAZA DE GARAJE OPCIONAL POR 10.000€ Sobre la ubicación es inmejorable, ya que se encuentra a 2 minutos del metro Rivas-urbanizaciones, a escasos metros del centro de salud, colegios y autobuses directos a Conde de Casal y otras zonas de Madrid. Además disponemos de amplias zonas verdes como el parque Lineal. A escasos minutos del Barrio de la Luna. Zona residencial muy tranquila con diversos espacios verdes Para entrar a vivir. CONTAMOS CON NUESTRO DEPARTAMENTO FINANCIERO KIRON QUE TE PUEDEN CONSEGUIR HASTA EL 100% DE FINANCIACIÓN!","False","good","False","True","","","","2069.0","flat","","Rivas Urbanizaciones, Rivas-Vaciamadrid","Piso en Ronda de Oviedo","False","False","False","False","","","False","False","","","","","","","","","",""
"99555797","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1e/5d/38/1047399932.jpg","3512_00530","40","5","615000.0","penthouse","sale","132.0","True","3","2","Calle Juan Echanove, 1","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.3547938","-3.5153901","True","https://www.idealista.com/inmueble/99555797/","11085","Se vende precioso ático de una planta ubicado en una de las mejores urbanizaciones de Rivas, Construcción LARVIN   Este bonito inmueble consta de 132 m2 y más de 90 m2 de impresionante terraza, gracias a sus grandes dimensiones se puede disfrutar de parte de ella al aire libre y  unos 30 m2  acristalados con cortina de cristal LUMON. Este espacio posee unas inmejorables vistas hacia el Skyline de Madrid,    La vivienda dispone de 3 dormitorios, amplio hall de entrada con armario de cortesía, cocina de 13 m2 amueblada equipada con  electrodomésticos nuevos y encimera de Silestone con salida al porche acristalado, amplio salón de 24 m2 con salida directa a la terraza, dormitorio principal con baño en suite y dos dormitorios dobles.    Entre sus excelentes calidades cabe destacar los toldos, aire por conductos en toda la casa de frio y calor marca Daikin, ventanas oscilobatientes de doble cristal, mosquiteras,  puertas lacadas en blanco, pintura lisa y recién pintada.. .  La urbanización se encuentra en un estado de conservación excelente,  dentro de sus zonas comunes se ubican dos piscinas desbordantes, una de ellas para los mas pequeños, gimnasio y parque infantil con suelo de caucho. La comunidad cuenta con portero físico.  El inmueble se vende con trastero y dos plazas de garaje grandes y cómodas de 12m2 cada una  Si desea más información no dude en contactar con nosotros, estaremos encantados de ayudarle.","False","good","False","True","True","True","","4659.0","flat","penthouse","Rivas Centro, Rivas-Vaciamadrid","Ático en Calle Juan Echanove, 1","False","False","True","False","","","False","False","","","","","","","","","",""
"99483658","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/0f/db/1045412265.jpg","IZ-03061","66","","360000.0","chalet","sale","254.0","False","4","3","Eurovillas","Madrid","Eurovillas","","es","40.355328","-3.249235","False","https://www.idealista.com/inmueble/99483658/","14332","CHALET INDEPENDIENTE DE UNA PLANTA, CON DISEÑO CANADIENSE  BELLEZA, CALIDAD Y MEJOR AISLAMIENTO. Te ofrecemos esta fascinante propiedad, localizada en la Urbanización Eurovillas, a tan solo 45 minutos de Madrid capital. 254m2 de vivienda en planta y 1.173 m2 en parcela de esquina, con jardín y piscina. Diseñada especialmente por la propietaria, para ser una casa cómoda y funcional, además de tener una de las más espectaculares fachadas de la zona, amparada por un porche de 40 m2, tiene un jardín con muy poco mantenimiento, 2 estanques, 1 cascada, y árboles en su justa medida para regalarnos esas sombras preciadas en momentos estivales. También destacar la reciente implementación de placas solares. La luz, es protagonista en todas las estancias de la casa.  DISTRIBUCIÓN VIVIENDA Entrada principal con amplio recibidor, con armario de bienvenida. A la izquierda, puerta que da al salón con cocina abierta, que tiene puerta de acceso a la parte trasera de la parcela con espacio de barbacoa y 1 dormitorio con baño en suite. El salón tiene puerta hacia el gran porche delantero. Desde el recibidor, de frente, dormitorio principal con vestidor y baño en suite. A mano derecha, tercer y cuarto dormitorio, y baño completo, a continuación, despensa, garaje con dos plazas cubiertas y trastero. Además la vivienda, tiene la parte de arriba, preparada, aunque está en bruto, para tener una segunda planta. CALIDADES: La fachada: revestida con lamas de madera, de un material específico e inífugo, para estar a la intemperie, que se importa desde Canadá.Una de las mayores preocupaciones de la propietaria ha sido la optimización energética, por lo que esta vivienda tiene un nivel excepcional de aislamiento, que uno nota desde el primer contacto en el interior de ésta. Canalones en todo el tejado. Suelos de parquet de primera calidad, excepto en baños y garaje. En todos los baños, plato de ducha, y en el del dormitorio principal, bañera con yacuzzi y cabina de ducha con hidromasaje. Ventanas pvc y cristal climalit con apertura guillotina. Armarios empotrados en todos los dormitorios. Dos equipos de aire acondicionado y bomba de calor en Cocina y Salón. Chimenea con cristal “sube y baja”. Puerta de carruajes automática. La belleza no lo es todo en una vivienda, pero si además de ser bella por fuera, tienes garantizado un gasto óptimo de mantenimiento y un magnífico aislamiento, sin duda, es una combinación muy atractiva.  UBICACIÓN: Esta propiedad está en una de las avenidas principales dentro de la urbanización, a 5 minutos de la parada de autobús, cerca de un parque, pistas de padel y de vóley playa. SERVICIOS: Dos Colegios: CIE (Concertado) y CP Goyeneche, Casita de los niños, Centro cultural Valmores, Casa de la Juventud, parques, pistas de paddle, polideportivo, escuelas de baile, gimnasio, dos centros comerciales: Carrefour Express, Erosky, restaurantes, centros de estética y peluquerías, ferreterías, óptica, Farmacia, etc. Todo ello sin salir de la urbanización. Y a escasos kilómetros se encuentran dos poblaciones, Nuevo Baztán y Villar del Olmo con Policia Local, Gasolinera, Iglesias, restaurantes, carnicerías, supermercados, escuela de baile, ferreterías, materiales de contrucción, etc… COMUNICACIÓN: Ubicado en una de las zonas de más fácil acceso a Madrid, por la R3, A3 y A2. A tan solo 45 minutos de la capital. A 20 minutos de Arganda del Rey, 30 minutos de Alcalá de Henares,Torrejón de Ardoz y Coslada. La urbanización pertenece a dos municipios: Nuevo Baztán y Villar del Olmo y se encuentra a 7 kms de la pintoresca Olmeda de las Fuentes y a 12 kms de Campo Real. Por autobús: Líneas 20, 261 y 321. NO COBRAMOS HONORARIOS A LOS COMPRADORES. ASESORAMIENTO FINANCIERO GRATUÍTO. Programa tu visita, estaremos encantados de atenderte, también fines de semana y festivos.!","True","good","False","","True","True","","1417.0","chalet","independantHouse","Eurovillas","Casa independiente","True","False","False","False","","","False","False","","","","","","","","","",""
"99370333","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/ab/ae/1041766072.jpg","CRUZ","11","","129000.0","chalet","sale","145.0","False","3","2","Calle de la cruz, 41","Madrid","Tielmes","","es","40.2449395","-3.3179304","True","https://www.idealista.com/inmueble/99370333/","9721","GARSIERRA. Casa adosada de 3 plantas y 1 planta sótano, dispone de trastero y se distribuye en salón-comedor, cocina, 4 dormitorios y 2 baños. Ubicada junto al Consultorio Local de Tielmes. Municipio que dispone de todos los servicios básicos necesarios, cerca de superficies comerciales, centros educativos como el Colegio Público Carlos Ruiz, zonas de ocio como Plaza España y zonas verdes como el Parque Municipal. Además, dispone de buena comunicación mediante carreteras.","False","good","False","","True","True","","890.0","chalet","terracedHouse","Tielmes","Chalet adosado en Calle de la cruz, 41","False","False","False","False","","","False","False","","","","","","","","","",""
"99254088","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/31/35/1038012908.jpg","","31","1","255000.0","duplex","sale","115.0","True","3","2","Calle de la Pluma","Madrid","Rivas-Vaciamadrid","Covibar - Pablo Iglesias","es","40.362357","-3.5465198","False","https://www.idealista.com/inmueble/99254088/","13791","""Tecnocasa Oficina Rivas Centro S. L VENDE en exclusiva magnifico Dúplex en Rivas-Vaciamadrid. "" Precioso dúplex a la entrada de Rivas, a 10 minutos en coche y/o autobús de Conde de Casal. Zona muy tranquila y acogedora rodeada de parques y a 5 minutos andando del Centro Comercial Rivas Centro, con todos los servicios ( centros de salud, centros educativos, restaurantes, supermercados, farmacias, peluquerías, gimnasios, etc. ) Dúplex en venta en calle LA PLUMA, en la mancomunidad de Pablo Iglesias, una de las mejores zonas en cuanto a servicios y comunicaciones de todo el municipio, la construcción del edificio es de 1983, se encuentra en la primera planta y consta de 105 m2. Un hall de entrada, una cocina totalmente equipada con acceso a la terraza. Un salón comedor muy luminoso, con amplios ventanales, 3 habitaciones, todas las habitaciones disponen de armarios empotrados. Sobre la ubicación es inmejorable, colegios, comercios, autobuses y zonas deportivas y piscina comunitaria. Zona muy tranquila con diversos espacios verdes. **FINANCIACIÓN AL 100% CON NUESTRO DEPARTAMENTO FINANCIERO KIRON**.","False","renew","False","False","","","","2217.0","flat","duplex","Covibar - Pablo Iglesias, Rivas-Vaciamadrid","Dúplex en Calle de la Pluma","False","False","False","False","","","False","False","","","","","","","","","",""
"98987115","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/75/30/1036676309.jpg","AP-031","106","","360000.0","chalet","sale","191.0","False","5","3","Salvador Dalí","Madrid","Loeches","","es","40.3808662","-3.412409","False","https://www.idealista.com/inmueble/98987115/","8698","NO COBRAMOS HONORARIOS A LA PARTE COMPRADORA. TOTAL TRANSPARENCIA Y TRATO DIRECTO CON LA PROPIEDAD. ¿Deseas vivir en un sitio rodeado de naturaleza y lejos del ruido de los coches y las prisas de la capital? ¿Tener el hogar de tus sueños con la paz y tranquilidad necesarias para el día a día? ¿ Cerca de Madrid y Alcalá de Henares? No busques más, te lo presentamos en el precioso municipio de Loeches. Agentes Pemar te ofrece este exclusivo CHALET PAREADO de tres plantas, con 191 m2 construidos, sobre parcela de 250 m2 -según catastro con importantes mejoras añadidas por la propiedad y cuya distribución es la siguiente: PLANTA BAJA: → Acogedor PORCHE DELANTERO para las tardes y noches de buen tiempo. Posibilidades de cerrar para zona chillout. → GARAJE, habilitado actualmente como habitación de ocio y para hacer uso cómodamente de la vida en el porche delantero y trasero. Perfecta estancia para niños. → COCINA INDEPENDIENTE, espectacular, amplia y luminosa con perfectos acabados y mobiliario de diseño. Cómoda estancia con sitio suficiente para comidas. Armarios altos y bajos. Su preciosa encimera de primerísima calidad DEKTON. → CUARTO PARA CALDERA con depósito de 1000 litros. → BAÑO DE CORTESÍA. → HABITACIÓN, cómoda y amplia con armario empotrado de dos cuerpos, vestidos, forrados, con cajoneras y maletero. Ventilador en techo. Ventana exterior. → SALÓN amplio, alegre y funcional. Luminoso gracias a la luz natural que entra por sus ventanas. Con salida directa al PORCHE TRASERO y acceso de subida a la PRIMERA PLANTA, con aprovechamiento del espacio que hay debajo de la escalera. → PORCHE TRASERO, donde encontramos PISCINA, césped artificial y barbacoa de obra. PLANTA PRIMERA: → PASILLO DISTRIBUIDOR. → 2 HABITACIONES similares, amplias y luminosas. Armarios empotrados vestidos, forrados, cajoneras y maleteros. Una de ellas con ventilador en techo. Ventanas con vistas a la piscina. → BAÑO COMPLETO con bañera. Ventana exterior. → HABITACIÓN PRINCIPAL, amplia y luminosa con espectacular armario de obra de 4 cuerpos, vestido, forrado, cajoneras y maletero. Ventilador en techo. Ventana VELUX con persiana eléctrica. → BAÑO EN SUITE, de amplias dimensiones. Completo, con bañera y ventana exterior al PORCHE DELANTERO. BUHARDILLA: Preciosa estancia para sacar un aprovechamiento máximo gracias a las posibilidades que ofrece. Toma de antena. Chimenea y coqueto BALCÓN. Características: → Radiadores en todas las estancias. → A/A en todas las estancias excepto en habitación de planta baja, por tener ventilación cruzada. → Ventanas dobles con mosquiteras y rejas. → Agua caliente y calefacción por gasoil. → Suelos de gres y parquet. ¡Mira el anuncio en alta calidad en enlace de nuestra web! (Al final) La vivienda está situada en zona residencial, cerca del centro de Loeches, con todos los servicios básicos a mano: establecimientos comerciales de todo tipo, bancos, supermercados, farmacias, consultorio médico, centro de mayores, colegios públicos como el Conde Duque de Olivares, Duque de Alba y Charles Dickens y privados como el Montfort. Con muy buena comunicación en transporte público al disponer de 5 líneas de autobús: 2 conectadas con Madrid (1 nocturna) y 3 con otros municipios de la zona (Arganda del Rey, Alcalá de Henares, Coslada, San Fernando y Velilla de San Antonio, así como con el Hospital Universitario de Torrejón y el Hospital del Henares). Para vehículo propio cuenta con un cómodo acceso por carretera (A2, A3 y M50). NO COBRAMOS A LA PARTE COMPRADORA. IMPUESTOS Y GASTOS NO INCLUIDOS: ITP, NOTARÍA, REGISTRO, GESTORÍA, TASACIÓN. TE AYUDAMOS CON LA FINANCIACIÓN DE NECESITARLO.","True","good","False","","True","True","","1885.0","chalet","semidetachedHouse","Loeches","Chalet pareado en Salvador Dalí","True","False","False","False","","","False","False","","","","","","","","","",""
"99163379","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/ac/43/1041828693.jpg","LIRE-06968","26","bj","66000.0","flat","sale","60.0","False","2","1","Calle del Espliego","Madrid","Carabaña","","es","40.2571354","-3.2390114","False","https://www.idealista.com/inmueble/99163379/","14869","¿Buscas comprar Piso en venta de 2 habitaciones en Carabaña? Te ofrecemos esta excelente oportunidad de adquirir en propiedad este Piso residencial con una superficie de 59,93 m² bien distribuidos en 2 habitaciones y 1 cuarto de baño ubicado en la localidad de Carabaña, provincia de Madrid. ¿Te gustaría recibir más información sobre este piso? No dudes en ponerte en contacto con nosotros. Visita sin compromiso, sin comisiones de intermediación. Más información rellenando el formulario de contacto o por teléfono. Estaremos encantados de atenderte. Portalnow. com es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra.. . tanto a nivel particular como para inversores. Portalnow. com cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.","False","good","False","False","","","","1100.0","flat","","Carabaña","Piso en Calle del Espliego","False","False","False","False","","","False","False","","","","","","","","","",""
