"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__hasLift","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__newDevelopmentFinished","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__topNewDevelopment","elementList__superTopHighlight","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","lowerRangePosition","upperRangePosition","paginable"
"99605273","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/ff/5c/1048997443.jpg","7518979","30","5","324401.0","penthouse","sale","184.0","True","4","2","Avenida Pilar Miró","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.3543982","-3.5166108","False","https://www.idealista.com/inmueble/99605273/","11151","VENTA DE ATICO BANCARIO DIRECTO SIN COMISION Piso ubicado en la planta ático de un edificio plurifamiliar de cinco alturas sobre rasante con ascensor, situado en el municipio de Rivas-Vaciamadrid, provincia de Madrid. La vivienda se distribuye en cocina exterior amueblada, salón-comedor, cuatro dormitorios tres baños completos y una amplia terraza. Cuenta con calefacción por gas natural, puerta de entrada blindada normal, cocina y baños con paredes alicatadas, carpintería interior en madera, suelos de parquet y gres, ventanas correderas y persianas en pvc. Se encuentra en una zona residencial tranquila, bien comunicado y al alcance de todos los servicios que dispone el municipio, tales, como, equipamiento escolar, deportivo, centro de salud, lúdico, establecimiento comercial, entre otros, y dispone de fácil acceso por carreteras. GRAN OCASION DE INVERSION TL DIRECTO 639723739.","False","good","False","True","","","","1763.0","flat","penthouse","Rivas Centro, Rivas-Vaciamadrid","Ático en Avenida Pilar Miró","False","False","False","False","","","False","False","","","","","","","","","",""
"98255321","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/41/1f/bb/1005694948.jpg","2241-467","21","2","170000.0","duplex","sale","102.0","True","2","2","caballero de san juan","Madrid","Arganda","Centro","es","40.3049","-3.45234","False","https://www.idealista.com/inmueble/98255321/","4129","Dúplex coqueto, segunda planta, cocina abierta y super luminoso. Magnifico dúplex del año 2007, muy luminoso y totalmente exterior de 102 m construidos, dos habitaciones, cocina abierta al salón, dos baños, lavadero, balcón y un magnífico trastero de 7 metros cuadrados. Se entrega totalmente amueblado como se ven en las fotografías para entrar a vivir.  Tal y como entramos en la vivienda nos encontramos con un pasillo en el que tenemos un armario empotrado de grandes dimensiones. A la entrada en el pasillo a la izquierda tenemos un baño con lavabo, ducha y mampara. Acto seguido tenemos un lavadero donde se encuentra la lavadora, caldera a gas ciudad, productos de limpieza, etc.  Después tenemos una habitación exterior con armario empotrado y mucha luz como se pueden observar en las fotos.  Dispone de salón comedor con la cocina abierta, con aire acondicionado, con mucha luz y espacioso. Dentro del salón comedor tenemos mesa de comedor para 4 comensales. También disponemos de un balcón que da a la zona del sofá. Del mismo salón sale unas escaleras que nos llevan a la planta superior. La cocina dispone de vitrocerámica, horno, lavavajillas, lavadora, microondas, caldera individual de gas natural. En la planta superior, habitación de matrimonio amplia, con aire acondicionado, armario empotrado y baño en suite con mampara muy amplio. La vivienda tiene aire acondicionado en el salón y la habitación de matrimonio, calefacción a gas natural, armarios empotrados. Dispone de ascensor y trastero de generosas dimensiones. Los servicios que tenemos cercanos son los siguientes:  Gasolinera a 75metros, parada de autobús a 95 metros, estación de tren/metro 350 metros, colegio 500 metros, Hospital a 800 metros, Centro de salud a 900 metros, farmacia 800 metros y Mercadona a 150 metros. Un vivienda rodeada de servicios ideal para empezar una nueva vida a un precio magnífico.","False","good","False","True","","","","1667.0","flat","duplex","Centro, Arganda","Dúplex en caballero de san juan","False","False","False","False","","","False","False","","","","","","","","","",""
"96786510","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/31/f7/886972639.jpg"," Bajo D","23","bj","220000.0","flat","sale","121.0","True","3","2","Calle Telegrafista Jose Jackson , 2","Madrid","Arganda","Centro","es","40.3057198","-3.4469645","True","https://www.idealista.com/obra-nueva/96786510/","3680","El edificio Camporrosso Prisma estará junto a la plaza de la Concordia, en Arganda. Tiene al lado Metro y muy buena comunicación por la red viaria. Tiene al lado también la Ciudad Deportiva Príncipe Felipe, centros de Enseñanza (IES José Saramago, Colegio Malvar, …), Mercadona, Gimnasios, … Es un Barrio moderno, de nueva edificación, con una buena red peatonal. Todo esto lo hace una excelente opción para una persona que trabaje en cualquier lugar de la Comunidad de Madrid. Un gran sitio para vivir. Hay aspectos del edificio que son poco visibles, como los grandes muros pantalla que forman la cimentación especial, muros de hormigón armado de hasta 20 metros de profundidad… Despliegue estructural que es un gran esfuerzo económico, aunque se ve poco. Además, se construye con materiales de alta calidad, y una cuidada atención al aislamiento y a la eficiencia energética. El Edificio tiene forma de prisma. Poderoso, elegante y minimalista. A base de líneas rectas, sencillez de formas y luz, buscando maximizar la luz de cada espacio. ¡Tu casa, tu vida! ¡Obra iniciada! Oficina de Ventas situada en la Calle Tren de Arganda 26. ABIERTA: los martes y los viernes: de 10:00 a 14:00h y de 16:00 a 19:00h.","False","newdevelopment","True","True","True","True","False","1818.0","flat","","Centro, Arganda","Piso en Calle Telegrafista Jose Jackson , 2","True","False","False","False","","","False","False","","","","","","","","","",""
"96786509","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/8c/f8/886972607.jpg"," Bajo A","23","bj","230000.0","flat","sale","140.0","True","3","2","Calle Telegrafista Jose Jackson , 2","Madrid","Arganda","Centro","es","40.3057198","-3.4469645","True","https://www.idealista.com/obra-nueva/96786509/","3680","El edificio Camporrosso Prisma estará junto a la plaza de la Concordia, en Arganda. Tiene al lado Metro y muy buena comunicación por la red viaria. Tiene al lado también la Ciudad Deportiva Príncipe Felipe, centros de Enseñanza (IES José Saramago, Colegio Malvar, …), Mercadona, Gimnasios, … Es un Barrio moderno, de nueva edificación, con una buena red peatonal. Todo esto lo hace una excelente opción para una persona que trabaje en cualquier lugar de la Comunidad de Madrid. Un gran sitio para vivir. Hay aspectos del edificio que son poco visibles, como los grandes muros pantalla que forman la cimentación especial, muros de hormigón armado de hasta 20 metros de profundidad… Despliegue estructural que es un gran esfuerzo económico, aunque se ve poco. Además, se construye con materiales de alta calidad, y una cuidada atención al aislamiento y a la eficiencia energética. El Edificio tiene forma de prisma. Poderoso, elegante y minimalista. A base de líneas rectas, sencillez de formas y luz, buscando maximizar la luz de cada espacio. ¡Tu casa, tu vida! ¡Obra iniciada! Oficina de Ventas situada en la Calle Tren de Arganda 26. ABIERTA: los martes y los viernes: de 10:00 a 14:00h y de 16:00 a 19:00h.","False","newdevelopment","True","True","True","True","False","1643.0","flat","","Centro, Arganda","Piso en Calle Telegrafista Jose Jackson , 2","True","False","False","False","","","False","False","","","","","","","","","",""
"99478237","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/4f/94/1045306487.jpg","","70","","539000.0","chalet","sale","312.0","False","5","3","Calle Fernando Trueba","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.3532603","-3.5172408","False","https://www.idealista.com/inmueble/99478237/","11132","'Agencia Inmobiliaria Tecnocasa Rivas Vaciamadrid 'Agencia Inmobiliaria Tecnocasa Rivas Futura - Av Pablo Iglesias 81. VENDE en exclusiva chalet en Calle Fernando Trueba. Chalet pareado construido por Larvin en 2007. 312,27 m² construidos y 264,85 m² útiles. Rejas, mosquiteras, armarios empotrados, carpintería en blanco y aire acondicionado en dormitorios. Paredes lisas sin gotelé. Parcela:  269,96 m² de jardín. Leñera de madera, piscina de obra con clorador salino, suelo de composite, pérgola, garaje 20,33 m² para un coche con posibilidad de un segundo en la parcela. Planta Sótano: 86,16 m² diáfanos completamente habilitados, independiente del garaje. 3 ventanas al exterior. Suelo de baldosa. Planta baja: 106,49 m² divididos en un distribuidor, salón de 34 m² con chimenea de cassete, mirador y salida al jardín, cocina equipada, habitación-despacho y aseo. Suelo de cerámica en toda la planta. Planta primera:  82,76 m² divididos en cuatro habitaciones, una de ellas tipo suite, con terraza, vestidor y baño incluido con dos senos y bañera de hidromasaje, además de otro baño en el pasillo con ducha. Suelos de tarima en habitaciones y cerámica en baños. Planta segunda: 36,86 metros en buhardilla diáfana completamente habilitada con dos velux. Suelos de tarima. Características básicas Chalet pareado 4 plantas 312,27 m² construidos 5 habitaciones 3 baños Parcela de 270 m² Terraza Plaza de garaje incluida en el precio Segunda mano/buen estado Armarios empotrados Construido en 2007 Calefacción individual: Gas natural y leña Certificación energética:  Equipamiento: Aire acondicionado Piscina Jardín Chimenea Rejas Mosquiteras Excelente chalet en la zona de Rivas-Vaciamadrid, una de las mejores zonas de Rivas en cuanto a conexiones y servicios.","False","good","False","","","","","1728.0","chalet","semidetachedHouse","Rivas Centro, Rivas-Vaciamadrid","Chalet pareado en Calle Fernando Trueba","True","False","False","False","","","False","False","","","","","","","","","",""
"98782042","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d8/de/e2/1023624064.jpg","","27","","189000.0","chalet","sale","90.0","False","3","1","Centro","Madrid","Arganda","Centro","es","40.2994383","-3.4329876","False","https://www.idealista.com/inmueble/98782042/","2512","CONFORTABLE vivienda en una sola planta totalmente INDEPENDIENTE, situada en una estupenda zona de Arganda del Rey, en uno de los barrio más consolidados y cómodos para vivir. La vivienda es ideal para familias. Está en perfecto estado de conservación y lista para entrar a vivir.  Consta de 90 m2 construidos y 75 m2 útiles distribuidos en una sola planta. - 1 Hall Principal que da acceso al resto de la vivienda. - 1 Salón comedor. - 1 Cocina muy amplia e independiente, con un gran espacio para comer.  - 3 Amplios dormitorios. - 1 Cuarto de baño completo. -2 Patios muy agradables y de total privacidad. La vivienda está muy bien comunicada, cerca de todos los servicios necesarios para el día a día, colegios, comercios, zonas de ocio, farmacia, bancos y supermercados.  Solo con VIVA HOME accedes al más completo servicio inmobiliario con inigualables ventajas y cualificados profesionales que garantizan tu tranquilidad. El estado de la vivienda es inmejorable y dispone de los siguientes EXTRAS que hacen de ella una adquisición especial: - Suelo cerámico. - Calefacción individual GASOIL y acceso a Gas Natural. - Puertas de madera. - Ventanas CLIMALIT oscilobatientes. - Persianas - Mosquiteras en todas las ventanas. - Toda la vivienda está recién pintada. - Posibilidad de Garaje para 2 coches. Es una vivienda ideal para que con tu familia puedas crear recuerdos imborrables. No pierdas esta gran oportunidad y ponte en contacto con Viva Home para hacer una visita a la casa de tus sueños. Te esperamos. NO DUDES EN VISITARLO. Es lo que estás buscando. Pueden ampliar más información para esta vivienda en nuestra web vivahome. es En VIVAHOME, Tienes Visitas guiadas. Te ayudamos a gestionar tu compra. Y aseguramos tu plena satisfacción. SACAMOS EL MEJOR PARTIDO A TU PRESUPUESTO. Pregúntanos por nuestro exclusivo Servicio Integral de Proyecto y Reformas, una solución profesional llave en mano. HIPOTECA EXPRESS. Acceda sin compromiso a financiación con nuestro sistema de crédito personalizado.","True","good","False","","","","","2100.0","chalet","independantHouse","Centro, Arganda","Casa independiente","True","False","False","False","","","False","False","","","","","","","","","",""
"97315469","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e1/80/cd/975637935.jpg","1285-VI-934-051-001-00C","23","1","245000.0","flat","sale","116.0","True","2","2","Plaza José Celestino Mutis","Madrid","Rivas-Vaciamadrid","Rivas Futura","es","40.3528298","-3.53251","False","https://www.idealista.com/inmueble/97315469/","12247","Precioso piso exterior de 116 m2 construidos. Vivienda con terraza acristalada, que se compone de vestíbulo, un amplio salón comedor, cocina americana, terraza-lavadero, 2 dormitorios y 2 baños completos. Como anejo inseparable cuenta con un cuarto trastero, le corresponde asimismo el uso de una plaza de aparcamiento en superficie, en el interior de la urbanización. El dormitorio principal tiene el baño incorporado en suite, cuenta con armarios empotrados, cerramientos de climalit con aluminio lacado en blanco, suelos de parquet y gres y cocina amueblada. Esta en buen estado de conversación. La finca es del año 2000 y está integrada en un conjunto inmobiliario de 12 bloques, a modo de urbanización. Es una mancomunidad, con zonas comunes, destinadas fundamentalmente a las plazas de aparcamiento. Son edificios de 4 alturas. La finca tiene doble puerta de entrada, rellanos espaciosos y un buen portal, cuenta con ascensor y es accesible a personas con movilidad reducida. Ubicación céntrica, en la zona de Rivas Futura. Entorno muy agradable, con chalets y edificios de pocas alturas, parques infantiles, aceras anchas. Está cerca del Rocódromo, la Tirolina Rivas, el Parque Bellavista. Muy próximo al Colegio Público Saramago. En la zona hay restaurantes, farmacias, un Supercor, las piscinas Atlanta, y en general, todos los servicios necesarios para el día a día. Carreteras y accesos Av. Saavedra, Av. Cerro del Telégrafo, N-3, M-50; líneas de autobuses L. 1, L. 330,332, 334; metro L. 9 (Rivas Futura).","False","good","False","True","True","True","","2112.0","flat","","Rivas Futura, Rivas-Vaciamadrid","Piso en Plaza José Celestino Mutis","False","False","False","False","","","False","False","","","","","","","","","",""
"99585745","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/dc/11/1048829982.jpg","15009","32","2","196764.0","flat","sale","113.0","True","3","2","El Mirador - Grillero","Madrid","Arganda","El Mirador - Grillero","es","40.2931912","-3.4301683","False","https://www.idealista.com/inmueble/99585745/","2490","Quieres vivir en una zona tranquila, rodeada de naturaleza. Tenemos lo que buscas: Bonito piso en venta en la zona el Grillero. La vivienda está ubicada en la primera planta de un edificio con ascensor. Dispone de 113 m² construidos, 105 m² útiles, distribuidos en un amplio hall, salón comedor independiente de 26 m² con un bonito mirador para disfrutar de inmejorables vistas, cuenta con tres dormitorios amplios, dos baños completos, uno de ellos en suite con plato de ducha y el otro que da servicio a los otros dos dormitorios con plato de ducha. Cocina totalmente amueblada con acceso a un tendedero de 5 m² cerrado. En cuanto a las calidades tiene suelo de tarima y gres, carpintería exterior de aluminio y la interior de roble, calefacción individual de gas natural, aire acondicionado en el salón y dos habitaciones, 5 armarios empotrados vestidos. La vivienda dispone de plaza de garaje y trastero incluido en el precio. Urbanización con piscina, parque infantil y jardines. Del precio final de venta hay que incluir 5.336 € por la cocina que incluye muebles altos y bajos, vitrocerámica, horno y campana. No te pierdas esta maravillosa oportunidad. Y SI NECESITAS FINANCIACIÓN, SÓLO TIENES QUE DECIRLO. *Certificación Energética: ""G"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, *Vivienda Protección (VPP) en proceso de descalificación.","False","good","False","True","True","True","","1741.0","flat","","El Mirador - Grillero, Arganda","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"99582064","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7b/33/c9/1048221494.jpg","11598","59","","460000.0","chalet","sale","196.0","False","4","4","Casco Histórico","Madrid","Rivas-Vaciamadrid","Casco Histórico","es","40.3265529","-3.5137167","False","https://www.idealista.com/inmueble/99582064/","9689","Chalet en venta en Rivas de 4 habitaciones con sótano y excelente ubicación. ¡A 600 metros andando de la estación de Rivas Vaciamadrid (Línea 9)! Rodeado de espacios verdes con acceso directo a todos los principales servicios educativos, ocio, deporte, comercio... Esta vivienda está para entrar a vivir gracias a su reforma y perfecto estado de conservación. 196 m2 construidos y 156m2 útiles.     - Planta baja: La planta baja está distribuida en un aseo, habitación con armario empotrado, cocina totalmente reformada con posibilidad de ampliación y salón comedor con acceso al jardín trasero totalmente solado y ajardinado. Aire acondicionado por split en el salón (frío - calor) y habitación (frío). Ventanas con cerradura. Persianas de seguridad. Moldura escayola, tarima y gres en cocina y aseo. Pintura lisa.     - Primera planta: En la planta de arriba hay tres habitaciones dobles con armarios empotrados y dos cuartos de baños con ventanas y totalmente reformados. Un con bañera de hidromasaje y otro con plato de ducha con columna de hidromasaje. Parquet. Pintura lisa. Moldura de escayola. Splits de aire frío en todas las habitaciones, y una de ellas frío - calor.    - Sótano: Dispone de un sótano diáfano con baño completo con ducha. Hay calefacción y tiene ventanas que proporcionan ventilación y luz natural. Solado en gres, gotelé, y acceso al garaje. - Garaje: El garaje cerrado está solado con puerta automática y armario empotrado ideal para herramientas y otros enseres. En la rampa de acceso al mismo desde el jardín se puede dejar otro vehículo. La caldera se encuentra aquí.     - Jardín: La casa tiene patio delantero y trasero. Totalmente solado y ajardinado para que puedas disfrutar de tu jardín sin apenas trabajo. Hay espacio para hacer una piscina.    - Ubicación: Zona tranquila y consolidada, rodeada de todos los principales servicios para que puedas acceder a todos los principales servicios andando. A 600 metros andando de la estación de Rivas Vaciamadrid (Línea 9). Cerca del Colegio Las Cigüeñas y el IES Profesor Julio Pérez. Además, tendrás a tu alrededor comercio de proximidad, centros médicos, bancos, bares y restaurantes... Podrás hacer deporte en el Polideportivo Parque del Sureste y disfrutar de ocio al aire libre gracias a sus parques y cercanía a las Lagunas del Campillo.     *Certificación Energética: ""E""  **Impuestos y gastos NO INCLUIDOS: ITP, IVA, IAJD, Notaria, Registro, gestoría, Tasación, etc….  Si te hace falta te realizamos un estudio financiero y te ayudamos a conseguir tu préstamo hipotecario ¡gratuitamente! y por supuesto si necesitas ampliar información ¡Llámanos!","False","good","False","","True","True","","2347.0","chalet","terracedHouse","Casco Histórico, Rivas-Vaciamadrid","Chalet adosado","False","False","True","False","","","False","False","","","","","","","","","",""
"98889576","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/76/c1/1026701870.jpg","T.I.AR.","31","1","218000.0","flat","sale","171.0","True","3","2","Avenida REPUBLICA ARGENTINA","Madrid","Arganda","Los Villares","es","40.307624","-3.4494771","False","https://www.idealista.com/inmueble/98889576/","3915","¿BUSCAS UN PISO AMPLIO Y CON TODAS LAS COMODIDADES? ¡AQUÍ LO TIENES! Grupo Inmobiliario Tizona pone este espectacular piso al alcance de tus manos Según entramos tenemos un recibidor amplio con armario empotrado, perfecto para dejar abrigos, zapatos, etc.. . siendo muy útil para el día a día. El recibidor nos da paso a un salón independiente y cocina. El salón cuenta con más de 20m² y con una gran luminosidad gracias al ventanal que tiene, además de ser cuadrado lo cual nos facilita su decoración y distribución. Tenemos espacio suficiente para crear dos ambientes, salón y comedor. A destacar que es salón independiente y cuenta con aire acondicionado. La cocina de este piso es muy útil y cómoda, como se aprecia en las fotografías es rectangular, así se aprovechan todos sus espacios. Tenemos en un lado muebles con almacenaje arriba y a bajo, mientras que en el otro lado, tenemos espacio para una mesita para las comidas del día a día. Además de todo esto… ¡tiene tendedero! Lo cual podemos guardar todos los productos de limpieza apartados de los alimentos, poner la lavadora, tender… Este piso cuenta con tres habitaciones amplias, todas con armarios empotrados. Y dos cuartos de baños completos. La habitación principal como el resto de la casa por los metros que tiene es amplia, para poder poner un mueble y cama grande. Cuanta con un armario empotrado, aire acondicionado y doble ventilación al tener dos ventanas. Esta habitación tiene baño con bañera, mientras que el otro cuarto de baño tiene ducha para tener ambas opciones. El piso tiene unos acabados modernos como se puede observar, cuenta con suelos en tarima, puertas color madera, ventanas lacadas en gris oscuro, aire acondicionado.. . La vivienda cuenta con trastero justo al lado de la puerta de entrada de los mismos y plaza de garaje doble, perfecta para un coche grande y una moto justo a la puerta de entrada y salida del garaje. La urbanización cuenta con jardín, cuarto de bicicleta y en una ubicación ideal, cerca de comercios, farmacia, centro salud, colegios y de la parada de metro de Arganda del Rey. ¡No dejes escapar esta oportunidad y ven a verlo! POSIBILIDAD DE FINANCIACIÓN 100 % HONORARIOS DE INTERMEDIACIÓN INCLUÍDOS EN EL PRECIO.","False","good","False","True","True","True","","1275.0","flat","","Los Villares, Arganda","Piso en Avenida REPUBLICA ARGENTINA","False","False","False","False","","","False","False","","","","","","","","","",""
"99106977","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/e6/66/1033726503.jpg","2","5","","206771.0","flat","sale","108.0","True","3","2","Calle del telégrafo s/n","Madrid","Arganda","Centro","es","40.3042903","-3.4514823","True","https://www.idealista.com/obra-nueva/99106977/","4053","POR 1.000€ RESERVA TU VIVIENDA Residencial de 101 viviendas en régimen de cooperativa libre. 2, 3 y 4 dormitorios, con plazas de garaje y trastero. Viviendas con grandes terrazas. Piscina y zonas comunes. Infórmate. Se trata de un bloque residencial sobre parcela estrecha y alargada que establece con su presencia el inicio de la denominada UE. 124 “Área de Centralidad” en Arganda del Rey, justo al metro y al polideportivo municipal. IMPORTANTE: Los datos aquí contenidos están sujetos a posibles modificaciones, los modelos que se hace constar que son meramente orientativos. Las imágenes no son contractuales.","False","newdevelopment","True","True","","","False","1915.0","flat","","Centro, Arganda","Piso en Calle del telégrafo s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"99106971","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2b/24/86/1033726494.jpg","6","5","","179451.0","flat","sale","91.0","True","2","2","Calle del telégrafo s/n","Madrid","Arganda","Centro","es","40.3042903","-3.4514823","True","https://www.idealista.com/obra-nueva/99106971/","4053","POR 1.000€ RESERVA TU VIVIENDA Residencial de 101 viviendas en régimen de cooperativa libre. 2, 3 y 4 dormitorios, con plazas de garaje y trastero. Viviendas con grandes terrazas. Piscina y zonas comunes. Infórmate. Se trata de un bloque residencial sobre parcela estrecha y alargada que establece con su presencia el inicio de la denominada UE. 124 “Área de Centralidad” en Arganda del Rey, justo al metro y al polideportivo municipal. IMPORTANTE: Los datos aquí contenidos están sujetos a posibles modificaciones, los modelos que se hace constar que son meramente orientativos. Las imágenes no son contractuales.","False","newdevelopment","True","True","","","False","1972.0","flat","","Centro, Arganda","Piso en Calle del telégrafo s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"99106939","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2b/24/86/1033726494.jpg","3","5","","318301.0","flat","sale","174.0","True","4","3","Calle del telégrafo s/n","Madrid","Arganda","Centro","es","40.3042903","-3.4514823","True","https://www.idealista.com/obra-nueva/99106939/","4053","POR 1.000€ RESERVA TU VIVIENDA Residencial de 101 viviendas en régimen de cooperativa libre. 2, 3 y 4 dormitorios, con plazas de garaje y trastero. Viviendas con grandes terrazas. Piscina y zonas comunes. Infórmate. Se trata de un bloque residencial sobre parcela estrecha y alargada que establece con su presencia el inicio de la denominada UE. 124 “Área de Centralidad” en Arganda del Rey, justo al metro y al polideportivo municipal. IMPORTANTE: Los datos aquí contenidos están sujetos a posibles modificaciones, los modelos que se hace constar que son meramente orientativos. Las imágenes no son contractuales.","False","newdevelopment","True","True","","","False","1829.0","flat","","Centro, Arganda","Piso en Calle del telégrafo s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"99027592","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f0/0f/40/1031861420.jpg","RP1652022104723","35","5","279900.0","flat","sale","100.0","True","2","2","Rivas Urbanizaciones","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.379657","-3.5438018","False","https://www.idealista.com/inmueble/99027592/","14620","Luminoso piso de 100m² construidos, ubicado en el familiar y juvenil Barrio de la Luna Rivas-Urbanizaciones, zona cercana a colegios, guarderías, farmacias, restaurantes, cafeterías, supermercados, centro deportivo Supera Rivas y líneas de autobuses. *EL PROPIETARIO INCLUYE EN EL PRECIO EL 95% DEL MOBILIARIO QUE SE OBSERVA EN LAS FOTOGRAFIAS, ASÍ COMO TODOS LOS ELECTRODOMÉSTICOS DE LA COCINA (SOLO SE LLEVARÁ EL SOFÁ, LA CAMA DE MATRIMONIO Y MESILLAS)* La vivienda consta de hall recibidor con armario de cortesía, amplio salón comedor de aprox 22m² con salida a terraza de 9m², cocina equipada con tendedero cubierto, 2 dormitorios, 2 baños (1 de ellos en suite, ambos con plato de ducha). Además de 2 plazas de garaje y trastero. Reforma integral realizada en 2016 que incluye: suelos de tarima, puertas de roble, ventanas climalit, armarios empotrados en ambas habitaciones, aire acondicionado en salón, calefacción centralizada de la comunidad, es decir el agua caliente sube desde la comunidad calentada en su mayoría por placas solares, con lo que no tiene caldera de gas en la vivienda, así nunca se te puede romper y evitando las canalizaciones de gas en el interior, con lo que da mucha mayor seguridad. alisado de todas las paredes, eliminación de muro y puerta de recibidor para dar más espacio y luz, plato de ducha rustico y mampara de cristal fijo de 110cm hecho a medida en el baño en suite, papel decorativo en recibidor y dormitorio de matrimonio, rodapiés, marcos y jambas cambiadas en negro para mejor contraste visual, etc. En la segunda habitación litera hecha a medida de 1,80 x 1 metro con colchones de viscoelástica, puestos en enero del 2022 Podemos conseguirle la mejor financiación con nuestro departamento financiero Dcredit! Visítelo sin compromiso.","False","good","False","True","True","True","","2799.0","flat","","Rivas Urbanizaciones, Rivas-Vaciamadrid","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"98936853","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/9a/03/1047670239.jpg","14980","24","1","159000.0","flat","sale","92.0","True","3","1","Centro","Madrid","Arganda","Centro","es","40.3000479","-3.442723","False","https://www.idealista.com/inmueble/98936853/","3323","Piso en venta ubicado en la zona centro, totalmente reformado con 92 m² construidos y 80 m² útiles. Con todos los servicios necesarios a pie de calle, por ello lo hace ideal, tanto para parejas, solteras o inversores.    Consta de 2 dormitorios más una estancia que actualmente esta acondicionada como despacho, salón amplio y muy luminoso que da acceso a la terraza abierta que tiene 6 m², cocina con muebles altos y bajos, vitrocerámica, horno y extractor, un baño completo con plato de ducha y mampara acristalada.    En cuanto a calidades cuenta con carpintería exterior de aluminio, carpintería interior de roble, suelos de gres y pintura de gotelet, los dos dormitorios con armarios empotrados, dispone de toldos, puerta blindada y aire acondicionado.    La finca cuenta con ascensor. Esta vivienda tiene plaza de garaje en alquiler con acceso directo desde el mismo piso.    Piso muy céntrico, a 5 minutos del metro línea 9, bus en la puerta y con todos los servicios: supermercados, parques, farmacias, colegios, cafeterías.. .    NO DEJES DE VISITARLO, NO ENCONTRARÁS ALGO IGUAL CON 3 ESTANCIAS. Tenemos departamento financiero para asesorarte sin ningún compromiso si lo necesitas.    *Certificación Energética: ""E""  *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.","False","good","False","True","","","","1728.0","flat","","Centro, Arganda","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
