"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__hasLift","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__parkingSpace__parkingSpacePrice","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__superTopHighlight","elementList__topNewDevelopment","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","paginable","upperRangePosition","lowerRangePosition"
"99048325","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/5d/f1/1032321901.jpg","DUP_7034","33","2","289000.0","duplex","sale","130.0","True","4","2","Plaza de Euskadi","Madrid","Rivas-Vaciamadrid","Covibar - Pablo Iglesias","es","40.36252","-3.5504","False","https://www.idealista.com/inmueble/99048325/","14089","Porque buscas algo diferente, esta vivienda es para ti…imagina tu nueva vida en este amplio y luminoso dúplex situado en una de las zonas con mayor desarrollo comercial de Rivas Vaciamadrid, Covibar. Esta es tú oportunidad para disfrutar de esta maravillosa vivienda.  Viva Home, vende en EXCLUSIVA este amplio y fantástico dúplex de 120 m2 construidos, con 4 habitaciones, 2 baños, 2 salones y una cocina completamente reformada con muy buenas calidades. Solo con VIVA HOME accedes al más completo servicio inmobiliario con inigualables ventajas y cualificados profesionales que garantizan tu tranquilidad. Vivienda tipo dúplex.  130 m2 construidos. Distribuidos en dos plantas. 2º planta con ascensor. 4 habitaciones.  2 baños. 2 salones. Cocina independiente. No pierdas esta oportunidad, es una vivienda luminosa y moderna, a un precio incomparable y lista para entrar vivir. Cuando la veas sabrás que es justo lo que estás buscando. La vivienda se ubica en una quinta planta con ascensor y está distribuida en dos alturas: PRIMERA PLANTA: Nada más subir a la segunda planta nos encontramos con los pasillos comunitarios cerrados e integrados en las viviendas, dando lugar a un salón con espacio para poner zona de relax con sillones y televisión así como zona de comedor con mesa sillas comunicado por una gran ventana que da acceso a la cocina de la casa por donde servir la comida, si se desea. Una vez en la vivienda nos encontramos con un hall distribuidor, de ahí y a la derecha una preciosa cocina completamente reformada con modernos muebles altos y bajos con gran capacidad de almacenaje, electrodomésticos y caldera nuevos, precioso alicatado y tuberías cambiadas. De frente, nos encontramos con un amplio salón con zona de comer y de estar, a la izquierda, un baño completo con ducha que da uso a la planta de abajo. También desde el hall distribuidor parten las escaleras de acceso a la parte superior y armario trastero muy útil para almacenaje. SEGUNDA PLANTA: Subimos a la segunda planta por unas cuidadas escaleras que nos llevan a un amplio distribuidor donde se encuentran 4 amplias habitaciones todas con armarios empotrados y un baño completo con ducha y mampara, recién reformado, ampliado, con tuberías cambiadas, moderno mueble de lavabo con gavetas, radiador-toallero, alicatado en suelo y paredes de diseño grande y funcional que da servicio a todas las habitaciones de ésta planta Extras: -Suelos de tarima flotante en toda la vivienda -Ventanas de aluminio -Preciosas puertas de madera de roble -Baño recién reformado - Cocina recién reformada con electrodomésticos nuevos -Caldera nueva -Gastos comunidad 80 €, actualmente 115 € por derrama ascensor No pierdas esta gran oportunidad y ponte en contacto con Viva Home para descubrir tú próximo hogar. Te esperamos Pueden ampliar más información para esta vivienda en nuestra web vivahome. es. En VIVAHOME, Tienes visitas guiadas. Y aseguramos tu plena satisfacción. SACAMOS EL MEJOR PARTIDO A TU PRESUPUESTO. Pregúntanos por nuestro exclusivo Servicio Integral de Proyecto y Reformas, una solución profesional llave en mano. HIPOTECA EXPRESS. Acceda sin compromiso a financiación con nuestro sistema de crédito personalizado.","True","good","False","True","","","","2223.0","flat","duplex","Covibar - Pablo Iglesias, Rivas-Vaciamadrid","Dúplex en Plaza de Euskadi","False","False","False","False","","","False","False","","","","","","","","","",""
"98879250","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/40/f4/3d/1026473272.jpg","003.6187","30","3","219800.0","flat","sale","111.0","True","3","2","josefa salvanés","Madrid","Arganda","Perlita","es","40.2921267","-3.4467201","False","https://www.idealista.com/inmueble/98879250/","3839","Excelente piso en urbanización cerrada en Josefa Salvanés 'La Blanca'.  Piso de 111 m2 construidos distribuidos en hall distribuidor. Cocina amplia y muy luminosa amueblada con muebles altos y bajos. Espaciosa y muy bien aprovechada. Salón independiente grande, luminoso, con ventanal de suelo a techo y exterior. 3 dormitorios exteriores, con armarios empotrados. Los dormitorios son muy espaciosos. Uno de los dormitorios actúa como principal en suite con zona de armarios empotrados muy grandes que crea un amplio almacenaje. Baño en suite con plato de ducha y mampara incorporada. Un segundo baños ubicado en el pasillo distribuidor que da servicio al resto de la vivienda, éste con bañera.  Para entrar a vivir, excelente estado. Si lo que buscas en amplitud y un entrono tranquilo, rodeado de zonas verdes, esta es la oportunidad.  Comunidad con zonas comunes, piscina y pista de pádel.  Suelos en tarima, aire acondicionado por conducto, todas las ventanas cambiadas, eliminando las de origen y manteniendo la estética del edificio por fuera, siendo por dentro de color blancas. Prácticamente nuevas.  *Dispone de plaza de garaje y trastero incluido en el precio.  Llámanos para recibir mas información. 918710174 /.","False","good","False","True","True","True","","1980.0","flat","","Perlita, Arganda","Piso en josefa salvanés","False","False","False","False","","","False","False","","","","","","","","","",""
"98853359","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/71/a3/1026051264.jpg","","39","1","160000.0","flat","sale","80.0","True","2","1","Callejón de la Luna","Madrid","Arganda","Centro","es","40.3007467","-3.4385769","False","https://www.idealista.com/inmueble/98853359/","2966","M&M Servicios Inmobiliarios presenta fantástico piso exterior, vestíbulo, salón exterior con dos ambientes, cocina amueblada, equipada con electrodomésticos, con acceso a terraza de uso, disfrute privativo, 2 dormitorios, con armarios empotrados, forrados, con gran capacidad de almacenamiento, 1 baño, suelos de parquet, carpintería de roble, ventanas de climalit, paredes en liso, con pintura estuco, moldura de escayola, calefacción individual de gas natural, en muy buen estado, incluido en el precio trastero de 7.30. Rodeado de todos los servicios necesarios, colegios, farmacias, supermercados, institutos, a escasos minutos del centro de la ciudad, autobuses urbanos, autobuses a Conde de Casal, fácil acceso a la A3, R3. NO INCLUIDOS: ITP, IVA, IAJD, Notaría, Registro, gestoria, Tasación, honorarios de agencia etc…. Si te hace falta te realizamos un estudio financiero y te ayudamos a conseguir tu préstamo hipotecario y por supuesto si necesitas ampliar información.  ¡Llámanos""Estudio de arquitectura por si necesitas personalizar tu vivienda“Te ofrecemos mudanzas, limpieza en definitiva un servicio INTEGRAL y EXCLUSIVO con PROFESIONALES EXPERTOS como tú te mereces. Escríbenos y contactaremos contigo lo antes posible. Si necesita ampliar información, no dude en contactar con nosotros le atendemos encantados. Mejor verlo!","True","good","False","True","","","","2000.0","flat","","Centro, Arganda","Piso en Callejón de la Luna","False","False","False","False","","","False","False","","","","","","","","","",""
"98670784","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/90/ca/e1/1019948826.jpg","003.6177","28","3","245000.0","flat","sale","135.0","True","3","2","tolerancia","Madrid","Arganda","Los Villares","es","40.30795","-3.44855","False","https://www.idealista.com/inmueble/98670784/","3843","PISO DE 3 DORMITORIOS CON TERRAZA EN LOS VILLARES.  Si buscas un piso en la zona de los villares, con terraza, es tu oportunidad. Edificio junto a plaza de la alegría. Ubicado en una zona tranquila, residencial y muy demandada hoy en día. La vivienda cuenta con 104 m2 distribuidos en hall distribuidor, amplio. Salón comedor independiente, muy amplio y luminoso, con salida a terraza grande. La terraza cuenta con cerramiento tipo cortina de cristal sin perfiles verticales, haciendo de esta estancia un lugar muy versátil de cara a las estaciones del año. En invierno podrás disfrutarla, ya que aísla del frio y en verano podrán crear terraza abierta dejándolas plegadas y creando un espacio completamente abierto. Cocina amueblada con muebles altos y bajos, con zona de tendedero exterior, con ventana. 3 dormitorios amplios, luminosos, con armarios. El dormitorio principal es tipo suite, baño exterior con ventana y bañera. Un segundo baño con ducha, ubicado en el pasillo distribuidor de la vivienda.  Piso en magnifico estado. No pierda la oportunidad de conocerlo si buscas vivienda en los villares.  Plaza de garaje y trastero incluido en el precio.  A 10 minutos de estación de metro línea 9 y a escasos metros de salida A3 y R3, lo que hace que la vivienda se sitúe en una ubicación inmejorable.  Llámanos y no te quedes sin el. 918710174 /.","False","good","False","True","True","True","","1815.0","flat","","Los Villares, Arganda","Piso en tolerancia","False","False","False","False","","","False","False","","","","","","","","","",""
"98665590","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/24/f6/6e/1019769468.jpg","","42","","335000.0","chalet","sale","230.0","False","6","4","Calle Miguel de Unamuno","Madrid","Arganda","Centro","es","40.3026155","-3.43653","False","https://www.idealista.com/inmueble/98665590/","2783","M&M Servicios Inmobiliarios presenta fantástico chalet adosado, en la planta baja nos encontramos con salón de dos  ambientes de 25 metros, chimenea, aire acondicionado, muy luminoso con multitud de ventanales, aseo de cortesía, dormitorio, cocina con office, despensa, acceso a patio de unos 50 metros.  Planta Primera. 4 dormitorios muy luminosos, dos de los dormitorios con acceso a terraza, balcón, aire acondicionado (Principal en suite, aire acondicionado ). Armarios empotrados de gran capacidad de almacenamiento, 2 baños. Cuenta con Bóveda que aporta mucha Luz a la vivienda. Posibilidad de hacer buhardilla.  Planta Sótano. Garaje con capacidad para 2 coches, 1 dormitorio, 1 baño con plato de ducha, despensa, zona de lavandería, puerta motorizada. Puestas de madera, ventanas de aluminio, en la planta baja, suelos porcelanico, en planta primera, suelos de tarima, en el sótano baldosa rústica, calefacción individual de gasoil, amplia entrada con cerramiento, cuenta con aparcamiento adicional, piscina comunitaria. Rodeado de todos los servicios, colegios, institutos, farmacia, insalud, Hospital del Sureste, autobuses urbanos, autobuses a Conde de Casal, fácil acceso a la A3, R3. Si necesitas ampliar información no dudes en contactar con nosotros, le atendemos encantados. Mejor verlo  NO INCLUIDOS: ITP, IVA, IAJD, Notaría, Registro, gestoria, Tasación, honorarios de agencia etc…. Si te hace falta te realizamos un estudio financiero y te ayudamos a conseguir tu préstamo hipotecario y por supuesto si necesitas ampliar información  ¡Llámanos""Financiación hasta 100 %. Estudio de arquitectura por si quieres personalizar tu vivienda“Te ofrecemos mudanzas, limpieza en definitiva un servicio INTEGRAL y EXCLUSIVO con PROFESIONALES EXPERTOS como tú te mereces. Escríbenos y contactaremos contigo lo antes posible. Si necesita ampliar información, no dude en contactar con nosotros le atendemos encantados. Mejor verlo!","True","good","False","","True","True","","1457.0","chalet","terracedHouse","Centro, Arganda","Chalet adosado en Calle Miguel de Unamuno","False","False","False","False","","","False","False","","","","","","","","","",""
"99001005","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/26/cb/f0/1031000590.jpg","171157","34","","460000.0","chalet","sale","118.0","False","4","3","Calle Océano Atlántico","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3836016","-3.5383378","False","https://www.idealista.com/inmueble/99001005/","14513","VOhome Rivas vende: chalet seminuevo-año 2019, calificación energética ""A"", zona Barrio de La Luna. Chalet adosado de 2 plantas, consta de 118m² de superficie construida; distribuidos de la siguiente manera: Planta baja: consta de recibidor, 1 dormitorio, 1 baño completo con plato de ducha, salón muy luminoso con acceso al jardín, cocina equipada estilo americana que da acceso a una terraza de 9m2. Primera planta: 3 dormitorios, 2 baños completos, uno de ellos en suite con plato de ducha y ventana y el segundo con bañera. La vivienda dispone de calefacción y refrigeración por aerotermia con hilo radiante en el suelo, contando con 6 placas solares en el techo; ventanas climalit con puente de rotura térmica, paredes lisas, puertas lacadas en blanco y armarios empotrados. El inmueble consta de calificación energética ""A""; fue construido en al año 2019, está situado en una urbanización privada, cuenta con un garaje con espacio para 2 coches con mando automático, piscina comunitaria, zonas infantiles, portero físico además de video portero y cámaras de seguridad. La orientación es sureste por lo que lo que convierte en una vivienda luminosa. Está ubicado en el Barrio de la Luna, al final de la Av. de los Almendros, considerada la zona joven de Rivas, cuenta con varios centros educativos desde educación infantil hasta bachillerato, comercios, amplia gama de restauración y zonas verdes. En breve se construirá un centro de salud para dar mejor servicio a los vecinos y un polideportivo comunitario, también se valoran mejoras en los accesos viales. Llame para concertar su cita y visítenos sin compromiso. Telf. : 91 032 71 42 Avd. de la Técnica S/N, CC PARQUE RIVAS (línea de cajas Carrefour). 28522 Rivas Vaciamadrid, Madrid Horario de oficina ininterrumpido de lunes a viernes de 9:30 a 21:00, sábados de 10:00 a 14:00. Disponemos de servicio de asesoramiento financiero gratuito y sin compromiso. Tipo de interés ofrecidos por CredVO Interés Fijo: Desde 1.45% Interés Variable: Desde 0.65% Para más información pueden llamar al teléfono gratuito 900 109 126.","False","good","False","","True","True","","3898.0","chalet","terracedHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Chalet adosado en Calle Océano Atlántico","False","False","True","False","","","False","False","","","","","","","","","",""
"98077816","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9d/be/c9/1000264198.jpg","8186","40","bj","134000.0","flat","sale","73.0","True","1","1","Federico García Lorca s/n","Madrid","Velilla de San Antonio","","es","40.3723982","-3.487775","True","https://www.idealista.com/inmueble/98077816/","10509","100% FINANCIACIÓN! SIN ENTRADA!  ¡ Ver VIDEO! SIN AVAL! SIN COMISIONES! Solo con tus INGRESOS y los gastos de escrituras! NADA mas! Tu PROPIEDAD por menos de un ALQUILER!  8186 - Apartamento en muy buen estado, Muy luminoso! Si trabajas en el Polígono Industrial LA RAYA DE VELLILLA, esta es una muy buena opción de vivienda, por la proximidad a tu trabajo, con el consiguiente ahorro que te conllevara en tiempo y dinero en traslados. Con tus INGRESOS, SIN AVALES! 100% FINANCIACION! puedes tener tu vivienda en PROPIEDAD. Solo tienes que disponer de los gastos de escritura y el resto te lo financia el banco hasta el 100% del valor de la compra. Llama y te decimos como conseguir una vivienda con solo unos pocos ahorros.  ¡NO TE COBRAMOS COMISION! ¡NI POR LA VENTA DE LA VIVIENDA, NI POR LA TRAMITACIÓN DEL PRESTAMO! Así de sencillo.  El crédito que te ofrecen se ajusta a las necesidades individuales de cada persona, en las mejores condiciones del mercado. Tienes la opción de poder pagar hasta en 30 años (dependiendo de la edad que tengas). Buscamos lo más ventajoso para ti, asesorándote, apoyándote a lo largo del recorrido de la compra y tramitación hasta el día de la firma, donde te entregaremos las llaves de TU VIVIENDA. HmInmobiliaria TieNe …TU* Nueva CaSa! Cada cliente es ÚNICO, cada Compra es ÚNICA, cada Vivienda es ÚNICA. Nuestros comerciales te atenderán, te informarán, te asesoran, te mostrarán todas las viviendas que necesites ver hasta encontrar la ÚNICA para ti, porque TÚ eres ÚNICO. FINANCIACIÓN 100%! SIN ENTRADA! SIN AVAL! Solo con TUS INGRESOS y los gastos de escrituras! NADA mas! SIN COMISIONES!","True","good","False","True","","","","1836.0","flat","","Velilla de San Antonio","Piso en Federico García Lorca s/n","False","False","False","False","","","False","False","","","","","","","","","",""
"98071366","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/90/c5/1005732737.jpg","11181","28","bj","134000.0","flat","sale","73.0","True","1","1","federico garcia lorca","Madrid","Velilla de San Antonio","","es","40.3784003","-3.4876805","False","https://www.idealista.com/inmueble/98071366/","11003","¡ FINANCIACIÓN 100 %! . ¡ SIN COMISIÓN de AGENCIA y SIN Aportar AVALES! ¡ SIN entrada, SÓLO con tu nomina y APORTANDO los gastos de ESCRITURACIÓN! Piso exterior de 73 m2. Dispone de dormitorio con armario empotrado, salón, cocina independiente, baño y terraza.  En periodo de pujas hasta el 22/07/2022.  ¡ NO TE COBRAMOS COMISIÓN, NI por la VENTA de la VIVIENDA NI por la TRAMITACIÓN del PRÉSTAMO! Vissitelo sin compromiso Mas inmuebles en nuestra web.","True","good","False","False","","","","1836.0","flat","","Velilla de San Antonio","Piso en federico garcia lorca","False","False","False","False","","","False","False","","","","","","","","","",""
"99378366","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/2c/83/1042014634.jpg","RP2302022105639","20","1","211990.0","flat","sale","93.0","True","3","2","El Mirador - Grillero","Madrid","Arganda","El Mirador - Grillero","es","40.2971328","-3.4352512","False","https://www.idealista.com/inmueble/99378366/","2751","Redpiso Arganda-Plaza pone a su disposición este fabuloso piso en Arganda del Rey, zona El Mirador”. Forma parte de una finca de 4 alturas con cuatro vecinos por planta, con piscina comunitaria, zonas verdes y doble puerta de seguridad de acceso a la misma. El inmueble cuenta con 105m² distribuidos en cocina independiente con zona de lavadero y tendedero, amplio salón de 37 m², 3 habitaciones (dos dobles y una simple), dos cuartos de baño completos con plato de ducha con mampara. En perfecto estado, para entrar a vivir con muy buenas calidades. Suelos de tarima, doble ventana de climalit con mosquitera en todas las estancias, puertas macizas de roble, suelos cerámicos en cocina y baños y puerta de acceso a la vivienda blindada. Cercano a colegios e institutos tanto públicos como concertados, a 300 metros del Auditorios Montserrat Caballé y del ambulatorio de Arganda del Rey. Bien comunicado por las líneas de autobuses urbanos e interurbanos 312 y 312A directos a Madrid (Conde Casal). No lo dude, contacte con nosotros para concretar una visita. Ponemos a su disposición nuestro departamento financiero Dcredit para conseguir las mejores condiciones en su hipoteca.","False","good","False","True","","","","2279.0","flat","","El Mirador - Grillero, Arganda","Piso","False","False","True","False","","","False","False","","","","","","","","","",""
"98649453","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/d5/87/1019262575.jpg","A/A543","25","","230000.0","chalet","sale","127.0","False","3","1","Avenida París","Madrid","Eurovillas","","es","40.3500486","-3.2514927","False","https://www.idealista.com/inmueble/98649453/","13926","Estupendo chalet independiente de 127 metros cuadrados, con una parcela de 969 metros cuadrados, con un parking techado para resguardar tus coches y pozo de agua en la parcela. Urbanización Eurovillas, a 45 Km de Madrid. Desde Madrid se tarda 35/40 minutos.  La vivienda se compone de una única planta, que consta de tres habitaciones con armarios empotrados, un baño con plato de ducha. Salón comedor amplio y luminoso, cocina semi amueblada y garaje. Dispone de ventanas de climalit, calefacción individual por gas natural, puerta de seguridad, paredes lisas, construido en el año 1983. La Urbanización dispone de los siguientes servicios a disposición de todos los propietarios y vecinos. Centro Comercial La Plaza: Integrado por un supermercado MAXCOOP, tiendas de variedades (comida, bebida, dulces, salados, etc. ), bares, restaurantes, establecimientos de comida rápida y entrega a domicilio, perfumería, academia de estudios, Farmacia, Caixabank, zapaterías, mercerías, tiendas de moda y complementos, gestorías, peluquerías, tratamientos de estética y fisioterapia, centro médico, clínicas dentales, ferretería, inmobiliarias, gimnasio, bares de copas, etc. Mejor ver.  �Grupo Acción Inmobiliaria� Para concertar una cita llámenos al 910 088 993 Cuando el detalle realmente importa Encuentra más en.","False","good","False","","True","True","","1811.0","chalet","independantHouse","Eurovillas","Casa independiente en Avenida París","False","False","False","False","","","False","False","","","","","","","","","",""
"98648321","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/06/5f/09/1019237483.jpg","CHA0003","80","","407500.0","chalet","sale","433.0","False","4","2","Eurovillas","Madrid","Eurovillas","","es","40.3479984","-3.2616324","False","https://www.idealista.com/inmueble/98648321/","13045","Chalet independiente de 2 plantas con casa de invitados Este amplio inmueble cuenta con 325 metros de vivienda y 1000 metros de parcela. La primera planta cuenta con un amplio dormitorio doble con baño completo, salón independiente de 35m y cocina completamente amueblada y equipada, además de office. se accede desde la misma a un amplio garaje para 2 coches y una gran despensa. Desde esta planta se accede a la parcela por 3 salidas diferentes. En la planta superior encontramos 3 dormitorios todos dobles y con vestidor integrado y un amplio baño con una gran bañera y dos entradas. En la planta inferior encontramos un salón bar perfectamente acondicionado y con salida directa a la piscina lo que hace de este espacio un lugar especial para visitas y fiestas. Además encontramos una vivienda de servicio totalmente acondicionada, con salón- dormitorio, cocina, baño y chimenea. No dudes en consultarnos para realizar una visita a esta extraordinaria vivienda.","True","good","False","","True","True","","941.0","chalet","independantHouse","Eurovillas","Casa independiente","False","False","False","False","","","False","False","","","","","","","","","",""
"99044088","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d2/14/ff/1032231786.jpg","28-00981","35","","105000.0","flat","sale","50.0","True","1","1","Calle de la Perdiz","Madrid","Tielmes","","es","40.2451025","-3.3150235","False","https://www.idealista.com/inmueble/99044088/","9896","VENTA GARANTIZADA pone asu disposición bonito apartamento con plaza de garaje y trastero. Salon con cocina, habitacion y baño muy grande. Ideal para vivir en un entorno muy tranquilo, a 15 min de madrid, a 5 de arganda del rey. En el mismo centro de la localidad con todos los cervicios cerca, parada autobus madrid a 2 minutos andando. Vecindario muy tranquilo, ascensor y tendedero a la pared exterior, ideal para parejas.","False","good","False","True","True","True","","2100.0","flat","","Tielmes","Piso en Calle de la Perdiz","False","False","False","False","apartamentoType","Apartamento","False","False","","","","","","","","","",""
"98806742","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1e/13/03/1024400678.jpg","CG-94880-0001","18","2","204800.0","flat","sale","97.0","True","3","2","Calle Beatriz","Madrid","Mejorada del Campo","","es","40.3978431","-3.4880928","False","https://www.idealista.com/inmueble/98806742/","12748","Solvia ofrece Piso en venta de 3 dormitorios en la localidad de Mejorada del Campo, provincia de Madrid. Situado en un área residencial con todos los servicios, con buenas comunicaciones tanto por transporte público (autobuses líneas 280, 282, 340, 341, etc. ), como por privado, con fácil acceso a la carretera R-3 y M-50 en pocos minutos. Alrededor de la vivienda podemos encontrar todo tipo de servicios (restaurantes, centro de salud, biblioteca, colegios, etc. ) lo que la convierten en una propuesta inteligente. En una opción para construir un hogar y entrar a vivir de inmediato. La vivienda se encuentra en la segunda planta de un edificio construido en 1992. Tiene una superficie de 97 m² y se compone de amplio salón-comedor con acceso directo a balcón, cocina amueblada, 3 dormitorios y 2 baños. Cuenta con radiadores de aluminio y armarios empotrados. Con los servicios de Solvia podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.","False","good","False","False","","","","2111.0","flat","","Mejorada del Campo","Piso en Calle Beatriz","True","False","False","False","","","False","False","","","","","","","","","",""
"98309095","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e2/90/f7/1007501762.jpg","89295","18","bj","225000.0","flat","sale","139.0","True","3","2","Calle del Marqués de Hinojares","Madrid","Mejorada del Campo","","es","40.397002","-3.489147","False","https://www.idealista.com/inmueble/98309095/","12721","Ven a visitar este piso en Mejorada del Campo, municipio de la Comunidad de Madrid, que en los últimos años se ha convertido en un lugar perfecto para vivir por su proximidad con la capital. Con 139 metros cuadrados construidos y orientación al noreste, esta amplia vivienda recibe luz natural en la mayoría de sus estancias, gracias a las dos terrazas con las que cuenta. A muy pocos metros del piso se encuentra el Centro de Salud y el autobús que llega a la Av. América de Madrid. Presenta tu oferta, condiciones negociables.  Como ya sabes, la compra de una vivienda es habitualmente la mayor inversión que realizamos en nuestra vida, por eso es muy importante hacerlo de la mano de un equipo formado y con experiencia como Holpper.  *¿Sabes los gastos obligatorios que vas a tener por la compra de tu casa?  *¿Y la documentación que vas a necesitar?  *¿Y lo que debes comprobar antes de comprarla?  ***Ponte en las manos de un equipo profesional y no corras riesgos innecesarios.   DETALLES Y DISTRIBUCIÓN  El piso dispone de:  *Hall con armario  *Salón - comedor  *Cocina independiente amueblada con lavadero  *Tres habitaciones con armarios  *Dos baños completos, uno con bañera y el otro con plato de ducha integrado a la suite  Vivienda en planta baja, en muy buen estado. En cuanto a sus calidades, cuenta con carpintería interior de madera, exterior de aluminio, suelos de cerámica y parquet y calefacción por gas natural.   Puedes ver las instalaciones con todo lujo de detalle en este video tour 360º.   ¡Paséate por la que podría ser tu futura casa sin moverte del sofá!   Y recuerda, te acompañamos durante todo el proceso de compra, y te ayudamos a conseguir la mejor hipoteca y con el alta de suministros de tu nueva vivienda de forma gratuita, sin desplazamientos ni esperas.   UBICACIÓN Y SERVICIOS   En Mejorada del Campo se encuentra este maravilloso piso en venta. Zona bien comunicada con la ciudad de Madrid por las líneas de autobús 282, 284, 341 y N203, esta última de funcionamiento nocturno. Con municipios como Coslada con la línea 280, Torrejón de Ardoz con la 340 y en coche es de fácil acceso por la M-203, M-208 y la A-3. El municipio cuenta con cinco colegios públicos, dos institutos de enseñanza, una escuela de adultos, biblioteca, polideportivo y casa de cultura. Así como centros de servicios para mayores, centros de salud y Juzgado de Paz.  ¡Anímate a visitar este inmueble y no pierdas esta oportunidad!  Hablamos de tu casa. Hablamos de ti.                  Holpper es la empresa experta en la compra y venta de inmuebles entre particulares que te ayuda a encontrar la casa perfecta para ti. Utiliza nuestro buscador y acierta con tu nueva vivienda.","True","good","False","False","","","","1619.0","flat","","Mejorada del Campo","Piso en Calle del Marqués de Hinojares","True","True","False","False","","","False","False","","","","","","","","","",""
"99237341","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/03/dc/1037453844.jpg","RP052022105713","31","2","235000.0","flat","sale","153.0","True","3","2","Centro","Madrid","Arganda","Centro","es","40.2994164","-3.4457827","False","https://www.idealista.com/inmueble/99237341/","3588","Redpiso Arganda del Rey pone a la venta fantástico piso en "" Zona Centro""; con una superficie útil de 127 m2; distribuidos de la siguiente manera: Recibidor con armario empotrado, gran cocina de 20 m2, amueblada, salón muy amplio y luminoso de mas de 30 m2, gran dormitorio con baño en suite con bañera y otro baño completo con plato de ducha y cabina de hidromasaje. Además, esta estupenda vivienda cuenta con un trastero con salida directa a terraza privada que puede utilizarse como cuarto de colada. El inmueble cuenta con calidades excelentes; suelos de parquet, ventanas climalit, armarios empotrados en todos los dormitorios, calefacción individual GAS NATURAL, aire acondicionado frio- calor por conductos, ascensor y cómoda plaza de garaje incluida en el precio. Inmejorable ubicación, múltiples servicios alrededor (pequeños y grandes comercios, transporte público, centro de educación, hospital, muy cerca del metro). Redpiso le ofrece además la mejor financiación, a través de Dcredit. No deje de visitarlo.","False","good","False","True","True","True","","1536.0","flat","","Centro, Arganda","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"99171874","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/e0/58/1035908350.jpg","","24","4","298000.0","flat","sale","136.0","True","3","2","Calle Lago Enol","Madrid","Rivas-Vaciamadrid","Casco Histórico","es","40.3295604","-3.5071599","False","https://www.idealista.com/inmueble/99171874/","9257","Estupendo Piso listo para entrar a vivir. Dispone de unas fantásticas zonas comunes con dos piscinas de adultos y niños, ideal para familias, zonas verdes de recreo y esparcimiento. A una calle de la urbanización tenemos el emblemático parque regional del sureste, ideal para realizar actividades al aire libre grupales o individuales. La vivienda cuenta con 3 habitaciones, la principal en suite con bañera, siendo con plato de ducha el otro baño disponible.  Piso super luminoso. Fantásticas vistas. Aire Acondicionado. Una plaza de garaje. Suelos macizos en espiga y gres en baños y cocina. Escayola decorativa en techo. Rodeada de todos los servicios y en una zona cada vez más demandada en Rivas.  Llámanos y ampliamos información sin compromiso. Anímate a visitarlo!","True","good","False","True","True","True","","2191.0","flat","","Casco Histórico, Rivas-Vaciamadrid","Piso en Calle Lago Enol","False","False","False","False","","","False","False","","","","","","","","","",""
