"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__hasLift","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__parkingSpace__parkingSpacePrice","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__superTopHighlight","elementList__topNewDevelopment","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","paginable","upperRangePosition","lowerRangePosition"
"99111363","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/90/bb/92/1033886980.jpg","","46","2","388000.0","flat","sale","136.0","True","3","2","Calle Silvia Munt","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.3547178","-3.5177556","False","https://www.idealista.com/inmueble/99111363/","11252","PISO EN VENTA, Y ALQUILER CON OPCION A COMPRA Fantástico piso de 135 m2 en zona Pilar Miró.  Amplio hall y pasillo distribuidor. Salón comedor independiente de 25 m2 con acceso a terraza abierta.  Cocina amueblada equipada con placa, horno y campana extractora y lavadero.  Habitación principal en suite, amplia y con zona vestidor. Dos habitaciones más dobles.  Baño completo. Una plaza de parking. Trastero. Suelos porcelánicos y tarima. Ventanas con puente térmico oscilobatientes. Aire Acondicionado. Urbanización privada con portero, piscina y soláriums. No dudes en visitarlo, concierta ya tu visita.","True","good","False","True","True","True","","2853.0","flat","","Rivas Centro, Rivas-Vaciamadrid","Piso en Calle Silvia Munt","False","False","False","False","","","False","False","","","","","","","","","",""
"99021681","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/75/74/1031683979.jpg","623266","24","2","109000.0","flat","sale","63.0","True","2","1","Calle del Mercado","Madrid","Campo Real","","es","40.3412649","-3.3804802","False","https://www.idealista.com/inmueble/99021681/","4696","Perfecto piso con terraza en Campo Real. Se vende piso en Campo Real, perfecto para familias o parejas que busquen un lugar cómodo para su día a día. Construido en 2005, en muy buen estado. Características: - Espléndido piso de 63 m² + terraza de 32 m² en Campo Real. (Los metros cuadrados están verificados con la Dirección General de Catastro) - En el piso encontraremos 2 habitaciones y 1 baño, muy bien acomodadas. - Acogedor salón que te proporcionará el relax diario, un lugar perfecto para descansar en los ratos libres. - Con una funcional cocina en muy buen estado y equipada con todo lo necesario. - Dispone de calefacción eléctrica, armarios empotrados, suelos de mármol, ventanas de aluminio doble vidrio, persianas motorizadas. - Exterior con dos balcones a calle y patio. - Terraza de 32 m². - Zona de barbacoa. Sobre la localización, se sitúa en Madrid, en la localidad de Campo Real. Con todos los servicios que puedas necesitar para facilitar tus días en todo momento. Sobre nosotros: Housfy es una plataforma tecnológica que ofrece al propietario/a todos los servicios necesarios para que pueda vender la propiedad por su cuenta. Para más información, visítenos en housfy. com. AICAT número: 7922.","True","good","False","False","True","False","6000.0","1730.0","flat","","Campo Real","Piso en Calle del Mercado","False","False","False","False","","","False","False","","","","","","","","","",""
"99018460","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b7/81/c6/1031595637.jpg","632287","80","","340000.0","chalet","sale","300.0","False","5","4","Calle Seis","Madrid","Nuevo Baztan","","es","40.3864764","-3.2676771","False","https://www.idealista.com/inmueble/99018460/","14805","Espléndida casa con piscina en Nuevo Baztan Housfy, el portal inmobiliario con las mejores ofertas hipotecarias. Se vende casa en Nuevo Baztan, un espacio para disfrutar en tu día a día. Características: - Esta encantadora casa con jardín está formada por 300 m2 construidos. (Los metros cuadrados están verificados con la Dirección General de Catastro). - Parcela de casi 1.000 m2. - La vivienda dispone de 5 habitaciones. - 2 baños completos y 2 aseos (uno exterior). - Amplio salón-comedor que es un lugar perfecto para descansar tras una jornada de trabajo, un lugar perfecto para descansar en los ratos libres. - Cocina en perfecto estado, equipado con todo lo necesario para el día a día.  - Las mejores calidades - Cerramientos termo-acústicos. - Terraza. - Despacho. - Además de un ventajosa jardín privado. - Piscina privada ideal para los meses de verano. - Suelo radiante. - Perfectamente aislado gracias al doble muro y cámara de aire. - Jacuzzi en el sótano. - Gimnasio. - Garaje cubierto para dos coches grandes. La localización de esta casa se sitúa en Madrid, en la localidad de Nuevo Baztan. Con fácil acceso y servicios que facilitarán y mejorarán tu día a día. Sobre nosotros: Housfy es una plataforma tecnológica que ofrece al propietario/a todos los servicios necesarios para que pueda vender la propiedad por su cuenta. Para más información, visítenos en housfy. com. AICAT número: 7922.","True","good","False","","True","True","","1133.0","chalet","","Nuevo Baztan","Chalet en Calle Seis","False","False","False","False","","","False","False","","","","","","","","","",""
"98629900","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/5c/ed/1018580399.jpg","624686","43","","365000.0","chalet","sale","156.0","False","4","2","Avenida de la Zarzuela","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3683984","-3.5402689","False","https://www.idealista.com/inmueble/98629900/","13673","Maravillosa casa con jardín en Rivas-Vaciamadrid Housfy, la agencia inmobiliria con las mejores condiciones hipotecarias. Se vende casa en Rivas-Vaciamadrid, una vivienda luminosa y ubicada en un entorno idóneo para disfrutarlo. Construida en el año 1985. Características: - Sus 156 m2 ofrecen un espacio moderno y de concepto abierto. (Los metros cuadrados están verificados con la Dirección General de Catastro) - La vivienda dispone de 4 habitaciones y 1 baño y 1 aseo en el que se quitó la ducha pero con sus tomas correspondientes para volver a instalar. - Práctico comedor con amplio espacio de luz natural, donde disfrutar con tu familia y amigos. - Cocina, equipada con lo necesario para el día a día. - Además dispone de zona comunitaria con columpios y con una toma de agua para regar las parcelas sin costo - Con plaza de garaje y un conveniente trastero. - Caldera de condensación y gas natural.  - Tejado y canalones recién reformados. - Exterior. - Terraza. - Dispone de jardín. - Dispone de una parcela de unos 200 m2. - Comunidad 42 € - Necesita reforma. La situación de esta casa se encuentra en Rivas-Vaciamadrid, municipio de Madrid. Con fácil acceso y servicios que facilitarán y mejorarán tu día a día. Sobre nosotros: Housfy es una plataforma tecnológica que ofrece al propietario/a todos los servicios necesarios para que pueda vender la propiedad por su cuenta. Para más información, visítenos en housfy. com. AICAT número: 7922.","True","good","False","","True","True","","2340.0","chalet","","Rivas Urbanizaciones, Rivas-Vaciamadrid","Chalet en Avenida de la Zarzuela","False","False","False","False","","","False","False","","","","","","","","","",""
"98567969","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/12/fe/1016631550.jpg","","41","1","289000.0","duplex","sale","135.0","True","3","2","Calle de las Flores","Madrid","Rivas-Vaciamadrid","Covibar - Pablo Iglesias","es","40.3581842","-3.5514893","False","https://www.idealista.com/inmueble/98567969/","13952","Dúplex ático con dos terrazas, con 3 habitaciones muy amplias. El dúplex de 135 m2 consta de dos plantas, distribuidas de la siguiente forma:  En la primera planta, baño enorme con ducha y mampara de vidrio, reformado y exterior, zona comedor y cocina amueblada a ambos lados. Desde la cocina accedemos a la primera terraza, grande y equipada con toldos. El salón, a otra altura, es amplio y luminoso, tiene chimenea de leña con cassette. En esta planta disponemos de armarios a la entrada y bajo la escalera. La escalera de subida a las habitaciones tiene barandilla y peldaños en madera maciza. En esta segunda planta disponemos de 3 grandes habitaciones, con armarios empotrados vestidos y suelos de tarima.  Una de estas habitaciones tiene salida a la segunda terraza, aún más grande que la primera. Un cuarto de baño más en la misma planta con plato de ducha de resina y mampara de vidrio, reformado. También es exterior por lo que tendremos luz natural. A tener en cuenta:  2 grandes terrazas. Armarios de gran capacidad completamente vestidos.  Carpintería en roble macizo y suelo de tarima. Puerta blindada.  Doble puerta de acceso acristalada. Alarma. Todas las ventanas con aluminio en blanco y sistema climalit. Mosquiteras. Aire Acondicionado. Mamparas de vidrio en baños, ambos reformados. Acceso a piscina comunitaria. En las cercanías hay varios colegios, guarderías, zonas de recreo infantil con parques y zonas verdes. Comercios diversos como supermercados, farmacia y tiendas.  A escasos minutos del polideportivo Cerro del telégrafo y con salida directa a la autopista A3. A 100 metros de autobús directo a Conde de Casal. NO DUDES EN LLAMARNOS PARA CONCERTAR UNA VISITA O AMPLIAR INFORMACIÓN.","True","good","False","False","","","","2141.0","flat","duplex","Covibar - Pablo Iglesias, Rivas-Vaciamadrid","Dúplex en Calle de las Flores","False","False","False","False","","","False","False","","","","","","","","","",""
"98466523","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/6e/a0/1013191186.jpg","RP1652022102736","35","","290000.0","duplex","sale","127.0","True","4","2","Covibar - Pablo Iglesias","Madrid","Rivas-Vaciamadrid","Covibar - Pablo Iglesias","es","40.3556558","-3.5515534","False","https://www.idealista.com/inmueble/98466523/","13835","En venta, espectacular dúplex de 127m² construidos, ubicado en la mejor zona de Rivas, cercano a colegios, zonas ajardinadas, parques, centro comercial Rivas Centro con gran variedad de servicios, paradas de autobuses a 1 min dirección a Conde Casal y salida a A3  La vivienda consta de: Primera planta con hall recibidor, aseo con plato de ducha, cocina estilo americano amueblada y amplio salón abierto con salida a terraza. Subiendo las escaleras encontramos en la entreplanta el dormitorio principal con armario empotrado y un espacio que actualmente es usado como despacho. Por ultimo en la segunda planta, 2 dormitorios con armarios empotrados y baño principal con bañera de hidromasaje. Primeras calidades, paredes lisas, puerta principal blindada y ventanas climalit. Piscina comunitaria a 1 minuto andando, abierta de mayo a septiembre y con restaurante.  Podemos conseguir la mejor financiación con nuestro departamento Dcredit!  Visítelo sin compromiso!","True","good","False","False","","","","2283.0","flat","duplex","Covibar - Pablo Iglesias, Rivas-Vaciamadrid","Dúplex","False","False","False","False","","","False","False","","","","","","","","","",""
"98341456","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8f/aa/9d/1008705380.jpg","","32","","610000.0","chalet","sale","290.0","False","4","3","Calle Camelia","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3566802","-3.5375998","False","https://www.idealista.com/inmueble/98341456/","12826","Chalet pareado de 320 m2 de parcela con espectacular piscina. Vivienda pareada de la Constructora LARVIN, con una distribución inmejorable, gran parcela delantera y un porche techado nos da la bienvenida; cuatro plantas con la siguiente distribución: Planta Principal:   Cocina equipada con armarios altos y bajos, encimera de silestone. La cocina tiene espacio para zona office. Contiguo de la cocina encontramos un amplio y luminoso salón independiente con acceso a jardín posterior. El jardín dispone de una zona solada ideal para fiestas familiares al estar dotada de pérgola frontal y cortavientos laterales, con barbacoa y lavadero. Hay un practico pasillo lateral que comunica la parcela delantera con el área trasera ideal para el paso de invitados.  Hermosa y alargada piscina con suelo radiante y bomba de calor, lo que te permite disfrutar de ella antes y después de temporada. Con una orientación inmejorable ya que tiene luz todo el día El suelo del perímetro de la piscina es antideslizante. En la misma planta encontramos un aseo de cortesía.  Primera planta: Cuatro habitaciones, 2 de ellas son dobles, la principal en suite con bañera y vistas a la piscina. En esta planta encontramos un baño completo. La buhardilla actualmente destina a zona de ocio, tiene dos trasteros enormes a ambos lados. Ventanas velux giratorias. En el sótano tenemos un cuarto destinado a lavandería con luz natural y un garaje con capacidad para 3 coches. La puerta es automática. Hay opción de hacer un baño en esta estancia. Aire acondicionado en todas las estancias, pintura lisa, toldos y riego automático. La vivienda esta lista para entrar a vivir. No lo dudes y ven a visitarla!","True","good","False","","True","True","","2103.0","chalet","semidetachedHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Chalet pareado en Calle Camelia","False","False","False","False","","","False","False","","","","","","","","","",""
"98340586","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/63/88/1008672793.jpg","RP2702022102182","22","","73990.0","flat","sale","48.0","True","1","1","Pozuelo del Rey","Madrid","Pozuelo del Rey","","es","40.36932","-3.3177665","False","https://www.idealista.com/inmueble/98340586/","10371","Bonito apartamento en Pozuelo del Rey en urbanización privada con garaje y trastero. Se accede al mismo desde un patio privado. El salón es amplio con paredes lisas, suelo cerámico, ventana exterior climalit, aire acondicionado con bomba de calor y calefacción de hilo radiante. Dormitorio con ventana exterior a patio con verjas, paredes lisas, suelos cerámicos, armario empotrado lacado en blanco, baño completo exterior, con plato de ducha y mampara, alicatado y suelo cerámico. La cocina también está alicatada completa, dispone de puerta corredera lacada en blanco y cocina eléctrica, ventana exterior. Pozuelo del Rey se encuentra aproximadamente a una distancia de 15 km de Arganda del Rey y 40km de Madrid. Perfectamente comunicado con R3, M219 y M224 y por transporte público L261 (Avda. América- Villar del Olmo), y L321 (Arganda del Rey-Villar del Olmo). Dispone de Ayuntamiento, colegio, centro médico y todo tipo de pequeño comercio. En redpiso contamos con nuestro propio departamento financiero Dcredit que le ayudará a conseguir la mejor financiación. ¡ No dude en contactar, le esperamos!","True","good","False","False","True","True","","1541.0","flat","","Pozuelo del Rey","Piso","False","False","True","False","apartamentoType","Apartamento","False","False","","","","","","","","","",""
"98294361","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ff/80/32/1007003937.jpg","613474","32","","169900.0","chalet","sale","92.0","False","2","2","Calle Mejorada","Madrid","Velilla de San Antonio","","es","40.3689022","-3.4850485","False","https://www.idealista.com/inmueble/98294361/","10067","Espléndida casa en Velilla de San Antonio. Housfy vende casa de particular a particular en Velilla de San Antonio, perfecta para familias o parejas que busquen un lugar cómodo para su día a día. Vivienda completamente restaurada del año 2017 ( incluido fontanería, electricidad, canalizaciones y tejado)  Detalles del inmueble: - Perfecta casa de 92 m2 en 2 plantas - Contamos con todas las comodidades posibles de 2 habitaciones y 2 baños. - Cómoda comedor que es un lugar perfecto para descansar tras una jornada de trabajo, donde disfrutar de tu familia. - Exterior. - A 200m de la plaza del ayuntamiento - Con una utilitaria cocina en buen estado y equipada con todo lo necesario. - A 15 min en coche de O´Donnell.  Sobre la situación de esta casa está localizada en Velilla de San Antonio, provincia de Madrid. Una vivienda ideal para aquellos que quieran un cómodo espacio donde vivir con todo lo necesario del día a día a un paso de su casa. Sobre nosotros: Housfy es una plataforma tecnológica que ofrece al propietario/a todos los servicios necesarios para que pueda vender la propiedad por su cuenta. Para más información, visítenos en housfy. com. AICAT número: 7922.","True","good","False","","","","","1847.0","chalet","","Velilla de San Antonio","Chalet en Calle Mejorada","False","False","False","False","","","False","False","","","","","","","","","",""
"97931044","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/cd/ec/995405255.jpg","","58","","590000.0","chalet","sale","240.0","False","4","3","Calle los Álamos","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3607839","-3.5425062","False","https://www.idealista.com/inmueble/97931044/","13408","Precioso chalet pareado de 240m2 en Rivas Urbanizaciones. Una estupenda parcela nos da la bienvenida, con capacidad para aparcar 3 e incluso 4 coches, zona verde y acceso a jardín trasero por un pasillo lateral con una zona cubierta ideal para tender la ropa. La planta baja tiene una distribución inmejorable, gran salón comedor, cocina, ambos orientados a la parcela trasera, baño completo de cortesía y acceso a garaje de puerta de cortina automática. El salón con doble orientación, tiene una chimenea de leña, con cassette integrado. El salón amplio y luminoso tiene aproximadamente unos 40m2 y claramente diferenciadas las zonas de lectura, comedor y salón. Tiene acceso al jardín trasero. La cocina amplia y con espacio para comer, está diseñada en paralelo y por ello dispone de bastantes armarios de almacenaje. Es colindante con el salón, con lo cual es ideal para los que busquen un espacio diáfano. El baño está dotado de ducha, es amplio e ideal para invitados. Subiendo a la planta intermedia encontramos 4 fantásticas habitaciones y dos baños completos. La habitación principal es en suite y tiene un bonito baño exterior reformado con luz natural. Actualmente una habitación se ha destinado a vestidor. La buhardilla dividida en dos ambientes, tiene ventanas velux abatibles y un trastero de almacenaje. El jardín trasero con césped natural y arboles plantados con mucha altura y su arboleda te permitirán disfrutarla hasta los meses mas cálidos. ¡será el deleite de toda la familia! Cuarto de herramientas para la maquinaria de jardín bajo escalera de acceso a zonas comunes. Rejas y doble acristalamiento en toda la vivienda. Sensores de humo. Unas fantásticas zonas comunes con piscina, zona de esparcimiento y gran arboleda. Ven a visitarlo!","True","good","False","","True","True","","2458.0","chalet","semidetachedHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Chalet pareado en Calle los Álamos","False","False","False","False","","","False","False","","","","","","","","","",""
"97918011","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/31/4f/994981118.jpg","","57","","524000.0","chalet","sale","290.0","False","5","3","Calle Obélix","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.355112","-3.520133","False","https://www.idealista.com/inmueble/97918011/","11448","PRECIO DE OPORTUNIDAD! Estupendo chalet con parcela de 300 m2,  Una parcela delantera solada nos da la bienvenida, con plantas ornamentales y acceso a jardín trasero.  Entrada por un porche con orientación Este.  La cocina luminosa y ampliada, tiene espacio para comer y tiene mucho espacio de almacenaje. El salón amplio y con sol directo, tiene bien separadas las zonas de comedor y de estar. Tiene chimenea con cassette incorporado. Amplios ventanales y acceso a la parcela trasera. Una pérgola en madera, una piscina y una barbacoa de obra te esperan en el jardín.  En esta planta tenemos un aseo de cortesía y una habitación en planta baja.  En la primera planta disponemos de 4 habitaciones, la principal tiene un estupendo vestidor y es en suite con bañera. Otro baño más en esta planta. Subimos por escalera a la buhardilla, actualmente está destinada a despacho y gimnasio. Se puede destinar a habitación ya que tiene un tamaño de 40m2. Tiene posibilidad de hacer baño completo. El jardín trasero cuenta con una piscina, zona de tumbonas y tiene un precioso cenador, arizonicas que te aportan intimidad y frescor.  Todas las habitaciones tienen mosquiteras y ventanas de RPT La constructora de esta vivienda es Larvin, conocida por sus calidades y construcciones de gran calidad. La vivienda esta rodeada de calles residenciales y servicios a pie de calle. Cuenta con dos parques que lo rodean, transporte publico, colegios e institutos. Si quieres visitarlo, contacta con nosotros.","True","good","False","","True","True","","1807.0","chalet","semidetachedHouse","Rivas Centro, Rivas-Vaciamadrid","Chalet pareado en Calle Obélix","False","False","False","False","","","False","False","","","","","","","","","",""
"95735461","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/ee/8f/926744125.jpg","5606/2437","21","","89500.0","chalet","sale","88.0","False","3","1","Calle Sevilla","Madrid","Valdilecha","","es","40.296472","-3.3033307","False","https://www.idealista.com/inmueble/95735461/","8542","Ref. 5606/2437. Casa totalmente reformada con patio para entrar a vivir. Tiene en planta baja, patio de unos 24 m2. Parte techado para moto y bicicleta. Fantástico salón con cocina abierta y acceso al patio. Planta primera tiene dos dormitorios grandes con armarios empotrados y otro dormitorio pequeño que se puede utilizar como despacho, un cuarto de baño, calefacción eléctrica. Está 10 km de arganda y 35 km de madrid. En el pueblo hay centro de salud, restaurantes, colegios, hoteles, policia municipal. No cobramos honorarios al comprador. Trato directo con la propiedad, total transparencia.","False","good","False","","","","","1017.0","chalet","terracedHouse","Valdilecha","Chalet adosado en Calle Sevilla","False","False","False","False","","","False","False","","","","","","","","","",""
"97314620","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8c/9a/23/975615240.jpg","1285-VI-934-050-002-00A","19","2","150000.0","flat","sale","84.0","True","3","2","Luis Buñuel","Madrid","Rivas-Vaciamadrid","Covibar - Pablo Iglesias","es","40.3624902","-3.5518749","False","https://www.idealista.com/inmueble/97314620/","14198","Oportunidad para inversores! Precio negociable. Interesante rentabilidad en alquiler; bien sea alquilando el inmueble en su conjunto, bien alquilando individualmente por habitaciones. Piso de 84 m2 construidos, en segunda planta exterior, sin ascensor. Consta de recibidor, cocina con terraza-tendedero cubierta, salón-comedor, tres dormitorios y dos baños. Tiene como anejo inseparable un trastero. El dormitorio principal tiene el baño incorporado en suite. La casa esta en condiciones de habitabilidad pero requiere ser actualizada. Cuenta con armarios empotrados, suelos de gres en toda la casa, y dispone de calefacción y agua caliente por gas natural. Finca del año 1986, ubicada en una plaza peatonal, fachada de ladrillo visto. Comunidad tranquila, con pocos vecinos, localizada en el barrio de Covibar-Pablo Iglesias, la parte del municipio más próximo a Madrid. El área cuenta con buenos servicios, entre ellos el IES Las Lagunas, el Colegio El Olivar, el Centro de Salud la Paz Rivas, la zona verde del Parque de Asturias, el Campo de Futbol El Vivero; y también con bancos, estancos, bares, restaurantes...","False","good","False","False","","","","1786.0","flat","","Covibar - Pablo Iglesias, Rivas-Vaciamadrid","Piso en Luis Buñuel","False","False","False","False","","","False","False","","","","","","","","","",""
"99603216","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e3/0b/2b/1048931659.jpg","15011","14","","109000.0","chalet","sale","186.0","False","4","1","Campo Real","Madrid","Campo Real","","es","40.3395673","-3.3824544","False","https://www.idealista.com/inmueble/99603216/","4455","Casa de 3 plantas, 186 m² construidos y 119 m² útiles. En planta baja encontramos, 2 dormitorios, 1 baño con bañera, salón, cocina y patio. En planta primera dispone de 2 dormitorios. Buhardilla diáfana de 45m² muy luminosa. En cuanto a calidades cuenta con carpintería exterior de aluminio, carpintería interior de sapelli, suelos de terrazo, pintura de gotelé, calefacción eléctrica. Tiene todos los servicios muy cerca supermercados, colegios, farmacias. NO DEJES DE VISITARLO. Tenemos empresa de servicios financieros para ayudarte si lo necesitas. *Certificación Energética: ""G"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.","False","renew","False","","","","","586.0","chalet","terracedHouse","Campo Real","Chalet adosado","False","False","False","False","","","False","False","","","","","","","","","",""
"99202797","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/39/11/1038344390.jpg","","117","","370000.0","chalet","sale","271.0","False","3","3","Belmonte","Madrid","Velilla de San Antonio","","es","40.3681279","-3.4813016","False","https://www.idealista.com/inmueble/99202797/","9788","TULLAVE INMOBILLIARIA, vende en Velilla de San Antonio, chalet adosado de 271 m2 con parcela, piscina de obra con ducha y cenador. Ubicado en la mejor zona de la localidad, con todos los servicios en la puerta, parada de autobuses, auditorio María Pineda, biblioteca, restaurantes, supermercados. A 2 minutos andando del centro de salud y de la plaza del pueblo, donde se encuentra el ayuntamiento, bancos, farmacia, estanco,. y a 15 minutos en coche del Hospital del Henares y a 20 minutos del Aeropuerto Adolfo Suarez de Madrid. Muy bien comunicado por carretera, a 12 minutos del centro de Madrid por R3 y enlace directo a M40, M45, M50 y A3. Por su amplitud, tiene una distribución, en cuatro plantas, muy buena y muy cómoda.  Se accede a la vivienda por unas escaleras que dan acceso a un recibidor acristalado que a su vez da paso al interior de la vivienda, donde nos encontramos un hall distribuidor a amplio salón-comedor independiente de 60 m2 con salida a terraza con vistas a la piscina, aire acondicionado y chimenea de obra de piedra natural con cassette, cocina amueblada y semi-equipada ( placa de inducción, campana extractora, horno, lavavajillas y caldera ) con zona de office y aseo.  En primera planta nos encontramos tres dormitorios con armarios empotrados vestidos, uno de ellos en suite con el baño incorporado con bañera.  En planta segunda, zona abuhardillada diáfana con jacuzzi en esquina y amplio cuarto de baño de obra con plato de ducha con columna de hidromasaje y doble lavabo.  En planta sótano, espacio diáfano con chimenea de obra y aire acondicionado, cocina, cuarto de baño, 2 trasteros y acceso al patio trasero donde se encuentra la zona de piscina y porche techado.  En patio delantero, zona de leñera y acceso al garaje. Cuenta con todas las comodidades: - Puerta de acceso a la vivienda blindada, alarma, ventanas oscilobatientes en salón-comedor y el resto correderas de aluminio blanco y climalit, mosquiteras en toda la casa, suelos de plaqueta, aire acondicionado en salón y sótano, calefacción individual por gas natural. En planta baja paredes lisas y puertas lacadas en blanco y en primera y segunda planta puertas de roble y paredes de gotelé. Escaleras de mármol y barandilla de madera en blanco. toma de TV en. Puerta de acceso al garaje automática.  Disponemos de departamento financiero propio, consiguiéndole las mejores condiciones del mercado. Más de 15 años de experiencia y más de 2.000 hipotecas firmadas al año, nos avalan. Venga a verlo sin ningún tipo de compromiso. Blanca 621 37 28 26.","False","good","False","","True","True","","1365.0","chalet","terracedHouse","Velilla de San Antonio","Chalet adosado en Belmonte","False","False","False","False","","","False","False","","","","","","","","","",""
"99541576","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d7/c9/ae/1046970971.jpg","15008","38","1","280000.0","flat","sale","155.0","False","3","2","Perlita","Madrid","Arganda","Perlita","es","40.2929218","-3.4468104","False","https://www.idealista.com/inmueble/99541576/","3820","¡Amplio y acogedor piso en una de las mejores urbanizaciones de Arganda del Rey! Si lo que buscas es tranquilidad, en una zona dotada de todos los servicios, sin duda, ¡esta es tu vivienda! Piso ideal para parejas o familias, ubicado en la urbanización “Residencial Marantina”, una comunidad con muy buenas calidades y muy amplia, con todos los servicios a tú alcance y estupendamente comunicado, en una de las mejores zonas de Arganda del Rey. Este bonito piso se encuentra en una primera planta de edificio con ascensor, dentro de urbanización privada con piscina comunitaria, pista de pádel, parque infantil zona de juego de petanca y amplios jardines para poder pasear en las tardes de primavera y verano. Además, cuenta con portero físico las 24 horas. Vivienda con 155 m² construidos y 122 m² útiles. Acedemos a la vivienda y encontramos un amplio hall de entrada que da acceso a un estupendo e independiente salón de 34 m², terraza de 8 m², cocina amueblada de 10 m² equipada con campana, vitrocerámica, horno y tendedero, 3 dormitorios muy amplios con armarios empotrados vestidos y 2 baños, uno de ellos en suite. El dormitorio más amplio mide 24,76 m² y el más pequeño 11 m², 1 plaza de garaje y trastero incluido en precio. Con orientación sureste. Cuenta con excelentes calidades: ventanas climalit, pre-instalación de A/C por conductos en todas las habitaciones, pintura lisa en toda la casa, suelos de tarima y gres. Puerta blindada. Toldos en la terraza. ¡NO DUDE EN VENIR A VERLO! Es el hogar que está buscando, muy cerca del hospital del Sureste, de la salida a la A3 y a 5 minutos del centro. *Certificación Energética: ""D"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.","False","good","False","True","True","True","","1806.0","flat","","Perlita, Arganda","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"99535350","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/7e/cc/1046763967.jpg","1498","35","","299000.0","chalet","sale","240.0","False","5","1","Centro","Madrid","Arganda","Centro","es","40.2997398","-3.4317697","False","https://www.idealista.com/inmueble/99535350/","2405","Vivienda muy luminosa y ubicada en el entorno idóneo para disfrutarlo, construida en 1971 y actualizada en el año 2000. Cerca de la plaza con todos los servicios que puedas necesitar. Casa de 240m² construidos y 220m² útiles. En la planta baja encontramos un acogedor salón para disfrutar de los ratos libres, la cocina dispone de muebles altos y bajo de la cual tenemos acceso al patio. En la primera planta podemos disfrutar de 5 habitaciones, 1 baño con bañera y un aseo. Dos de las habitaciones cuentan con una terraza corrida que nos permite tener unas preciosas vistas. En cuanto a calidades cuenta con carpintería exterior de aluminio y carpintería interior de roble, los suelos son de plaqueta y la pintura es lisa, máquina de A/C, gas individual de gasoil, garaje para dos coches y buhardilla diáfana de 100m². Si necesitas financiación podemos ayudarte. *Certificación Energética: ""F"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.","False","good","False","","True","True","","1246.0","chalet","terracedHouse","Centro, Arganda","Chalet adosado","False","False","False","False","","","False","False","","","","","","","","","",""
