"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__hasLift","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__superTopHighlight","elementList__topNewDevelopment","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","paginable","upperRangePosition","lowerRangePosition"
"99108844","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dd/11/e8/1036778798.jpg","14987","43","","360000.0","chalet","sale","249.0","False","4","2","Perlita","Madrid","Arganda","Perlita","es","40.2909571","-3.4419498","False","https://www.idealista.com/inmueble/99108844/","3505","Fantástico chalet adosado en venta en Arganda del Rey zona de la Perlita. Distribuido en 250m² construidos y 219m² útiles. Situado en una de las mejores zonas de Arganda junto a la Dehesa del Carrascal para poder disfrutar de la naturaleza plenamente paseando entre pinos o practicando tu deporte favorito. En una zona tranquila con todos los servicios cerca y una muy buena comunicación con las principales carreteras de salida. Lo mejor de esta vivienda son sus amplias estancias, su luminosidad y ventilación cruzada En planta sota garaje diáfano para tres vehículos con puerta automatizada y una habitación multiuso para habitar como lavadero, trastero y despensa. En planta baja nos encontramos con un amplio hall con ventana y armario empotrado, un aseo y una espectacular cocina amueblada, con un gran ventanal, salón independiente de 30m² con acceso directo al jardín equipado con cenador y toldo automático solado en parte y césped artificial, la joya de la casa para disfrutar en familia o con amigos. En primera planta tenemos 4 dormitorios dobles, dos baños completos, uno de ellos en suite con bañera de hidromasaje y otro dando servicio a los demás dormitorios. Buhardilla de 20m² con velux y con posibilidad de ampliarla. En cuanto a calidades cuenta con un total de 5 armarios vestidos, carpintería exterior de aluminio climalit y carpintería interior en roble, A/C en salón y dos dormitorios, calefacción de gas natural, suelos en gres y parquet muy cuidado, rejas. Zonas comunes con piscina y cancha de baloncesto, con mínima comunidad. Si quieres vivir en una casa con un espacio y luminosidad excepcional llámanos y te informamos de todo. *Certificación Energética: ""E"" *En venta Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría.","False","good","False","","","","1446.0","chalet","terracedHouse","Perlita, Arganda","Chalet adosado","True","False","True","False","","","False","False","","","","","","","","","",""
"98491044","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fe/0f/0e/1014136998.jpg","RP2702022102830","41","","599000.0","chalet","sale","526.0","False","4","6","Campo Real","Madrid","Campo Real","","es","40.3321617","-3.3979882","False","https://www.idealista.com/inmueble/98491044/","3287","Redpiso vende espectacular chalet independiente ubicado en Urbanización Montehermoso, Campo Real. El chalet está situado en una parcela de 1065m² con un total de 526 m² construidos. Se distribuye de la siguiente manera. Planta principal Se accede a través de un imponente recibidor que cuenta con armarios empotrados de cortesía y distribuye la planta accediendo a cocina independiente (24m²) amueblada y semi-equipada en primeras calidades y marcas; salón comedor (40m²) en dos alturas y presidido por chimenea; porche-terraza acristalado en toda la superficie con comunicación directa con cocina, salón y jardín. La planta principal dispone de un dormitorio y cuarto de baño completo. Primera planta. Se distribuye en tres espectaculares suites. Dos de ellas a los laterales de la planta con una superficie de 15 m², cada uno de ellos con su propio cuarto de baño y armarios empotrados. Preside la planta un imponente dormitorio principal (24m²) con doble zona de vestidor y cuarto de baño con ducha de hidromasaje y jacuzzi. Planta sótano. Son diferentes estancias de ocio y funcionales. Encontramos un espectacular bar billar, dispone también esta planta de gimnasio equipado; cuarto de plancha y lavado, cuarto de baño completo y garaje (50m²). Jardín El jardín tiene como eje central la piscina, cuenta también con un comedor-barbacoa de estilo rústico, cuarto de baño, merendero zona de actividades deportivas. Memoria de calidades. Suelos de mármol, tarima y gres rústico, paredes de muro rematado con diferentes decoraciones ( estuco, tela, papel, pintura); calefacción y aire acondicionado por conductos en todas las estancias de la vivienda; agua caliente a través de termo eléctrico. Dispone de alarma en el interior de la vivienda y perimetral en toda la parcela. La Urbanización Montehermoso es una de las mejores urbanizaciones de la zona sureste de la Comunidad de Madrid. La urbanización cuenta con servicio de vigilancia y central de seguridad. Se encuentra a un par de kilómetros de la población de Campo Real. Accesos viales A3-R3; M203; M221 No dude en visitar esta vivienda premium y consultar con nuestro departamento financiero Dcredit.","True","good","False","True","True","","1139.0","chalet","independantHouse","Campo Real","Casa independiente","True","False","True","False","villaType","Villa","False","False","","","","","","","","","",""
"98686020","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/5a/ee/1020464299.jpg","","50","6","550000.0","penthouse","sale","271.0","True","3","2","Calle Presidente José María Aznar","Madrid","Arganda","Perlita","es","40.2936473","-3.4501465","False","https://www.idealista.com/inmueble/98686020/","4070","M&M Servicios Inmobiliarios presenta, fantástico ático único en la zona. Todo  exterior con maravillosas vistas despejadas.  Hall con armario empotrado, gran  capacidad de almacenamiento, salón de 40 metros con dos ambientes con gran ventanal que aporta mucha luz, persianas motorizadas, con acceso a la terraza con fabulosas vistas. Cocina amueblada con acceso a terraza tendedero, tres grandes dormitorios con armarios empotrados de gran capacidad de almacenamiento, principal en suite con bañera de hidromasaje y una amplia ducha, este dormitorio tiene salida a la terraza, hay otro baño grande con ventana y bañera que da servicio a los otros dos dormitorios uno de los cuales también tiene salida a la terraza y vistas a la piscina y zonas comunes. Iluminación de la vivienda son de LED, aire acondicionado por conductos con bomba de calor, calefacción y agua caliente de gas natural, toldos en las terrazas, grifos para manguera en dos puntos de la terraza, uno de ellos con programador y riego, la terraza tiene puntos de luz en diferentes sitios así como enchufes a lo largo de ella. Totalmente reformada hace tres años y muy bien conservada. Cabe destacar que la vivienda cuenta con 271 metros construidos, de los cuales 166 metros útiles de vivienda, 101 metros de terraza que rodea toda la vivienda, no hay tabiques que comuniquen con ningún vecino salvo el tendedero o cuarto de lavadora la terraza interior y el vecino de abajo. La orientación es este, oeste, norte y sur. La vivienda cuenta con dos plazas de garaje amplias, cuarto trastero, ambos incluidos en el precio, zona común con piscina, pista de pádel, parque infantil rodeado de zonas verdes con árboles, césped natural. La comunidad tiene conserje y seguridad 24 horas, los 365 días, a escasos minutos del Hospital del Sureste, colegios públicos, privados, a unos 10 minutos andando del metro, autobuses urbanos, autobuses a Conde de Casal a escasos minutos, supermercados de varias cadenas, fácil acceso A3, R3. NO INCLUIDOS: ITP, IVA, IAJD, Notaría, Registro, gestoria, Tasación, honorarios de agencia etc…. Si te hace falta te realizamos un estudio financiero y te ayudamos a conseguir tu préstamo hipotecario y por supuesto si necesitas ampliar información  ¡Llámanos""Estudio de arquitectura por si necesitas personalizar tu vivienda“Te ofrecemos mudanzas, limpieza en definitiva un servicio INTEGRAL y EXCLUSIVO con PROFESIONALES EXPERTOS como tú te mereces. Escríbenos y contactaremos contigo lo antes posible. Si necesita ampliar información, no dude en contactar con nosotros le atendemos encantados. Mejor verlo!","True","good","False","True","True","True","2030.0","flat","penthouse","Perlita, Arganda","Ático en Calle Presidente José María Aznar","False","False","True","False","","","False","False","","","","","","","","","",""
"90716637","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/34/5f/1043087780.jpg","","54","","600000.0","chalet","sale","387.0","False","3","3","Centro","Madrid","Arganda","Centro","es","40.2989827","-3.4449648","False","https://www.idealista.com/inmueble/90716637/","3525","VENTA CHALET INDEPENDIENTE EN ARGANDA DEL REY  M&M Servicios Inmobiliarios presenta fantástico chalet independiente de 376 m2 edificados en parcela de 980 metros. Ubicación: Zona alta del pueblo, tranquila y con excelentes vistas Suelos en mármol blanco Macael en toda la vivienda, pintura blanca lisa. Descripción: Planta sótano: garaje y bodega Planta baja: amplio distribuidor, salón aprox. 50 m2, cocina 22 m2, aseo, dos amplias habitaciones y baño Planta alta: habitación principal, vestidor y baño. Despacho con posibilidad de convertir en habitación. En el exterior edificación de aprox. 50 m2 con tres habitaciones independientes Jardin: 80% solado en hormigón impreso, piscina de obra de 12x4 metros. Zona consolidada,colegios privados y públicos,Hospital del Sureste,Pabellón deportivo, zonas verdes,excelente comunicación salida directa A3,R3, Metro L9, Bus urbano e interurbano. La zona alta. Si estás interesad@ escríbeme y deja un teléfono de contacto.VENTA VIVIENDA EN ARGANDA DEL REY  Vivienda independiente de 376 m2 edificados en parcela de 980 metros. Ubicación: Zona alta del pueblo, tranquila y con excelentes vistas Suelos en mármol blanco Macael en toda la vivienda, pintura blanca lisa. Descripción: Planta sótano: garaje y bodega Planta baja: amplio distribuidor, salón aprox. 50 m2, cocina 22 m2, aseo, dos amplias habitaciones y baño Planta alta: habitación principal, vestidor y baño. Despacho con posibilidad de convertir en habitación. En el exterior edificación de aprox. 50 m2 con tres habitaciones independientes Jardin: 80% solado en hormigón impreso, piscina de obra de 12x4 metros. Zona consolidada,colegios privados y públicos,Hospital del Sureste,Pabellón deportivo, zonas verdes,excelente comunicación salida directa A3,R3, Metro L9, Bus urbano e interurbano. La zona alta. Si estás interesad@ escríbeme y deja un teléfono de contacto.Servicios en la Zona:  Colegios públicos,concertados,institutos,centro de salud,centro médico privado,supermercado,restaurantes y cafeterías,peluquerías,Ciudad Deportiva y campos de fútbol zonas verdes,zonas parque infantil.Ciudad Deportiva  Actualmente es la zona más cotizada de la ciudad  Estación de metro L9,Bus urbano,interurbano,salida directa A3 y R 3 Km 27 de la A3 a unos pocos minutos de la capital y con todo lo que necesitas.**Impuestos y gastos NO INCLUIDOS: ITP, IVA, IAJD, Notaría, Registro, gestoria, Tasación, honorarios de agencia etc…. Si te hace falta te realizamos un estudio financiero y te ayudamos a conseguir tu préstamo hipotecario y por supuesto si necesitas ampliar información ¡Llámanos""  Ven a verlo!  “Servicio financiero a tu disposición hasta 100%” “Estudio de arquitectura por si quieres personalizar tu vivienda“Te ofrecemos mudanzas,limpieza en definitiva un servicio INTEGRAL y EXCLUSIVO con PROFESIONALES EXPERTOS como tú te mereces. Escríbenos y contactaremos contigo lo antes posible.","True","good","False","True","True","","1550.0","chalet","independantHouse","Centro, Arganda","Casa independiente","False","False","True","False","villaType","Villa","False","False","","","","","","","","","",""
"98566553","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c5/73/1b/1018339685.jpg","","15","2","113500.0","flat","sale","85.0","True","2","1","Puerta del Campo","Madrid","Arganda","Centro","es","40.30241","-3.4357247","False","https://www.idealista.com/inmueble/98566553/","2715","M&M Servicios Inmobiliarios presenta  coqueto piso exterior, luminoso, amplio salón (que se puede hacer un 3 dormitorio), 2 dormitorio uno de ellos con acceso a terraza, 1 baño con ventana, cocina amplia con terraza tendedero acristalado, suelos porcelanico, ventanas de aluminio, puertas de madera, puerta blindada, 2 planta sin ascensor, tramos cómodos de subir, rodeado de todos los servicios, colegios, autobuses urbanos, autobuses a Conde de Casal, fácil acceso a la A3, R3, supermercados, institutos. NO INCLUIDOS: ITP, IVA, IAJD, Notaría, Registro, gestoria, Tasación, honorarios de agencia etc…. Si te hace falta te realizamos un estudio financiero y te ayudamos a conseguir tu préstamo hipotecario y por supuesto si necesitas ampliar información  ¡Llámanos""Financiación hasta 100 %. Estudio de arquitectura por si quieres personalizar tu vivienda“Te ofrecemos mudanzas, limpieza en definitiva un servicio INTEGRAL y EXCLUSIVO con PROFESIONALES EXPERTOS como tú te mereces. Escríbenos y contactaremos contigo lo antes posible. Si necesita ampliar información, no dude en contactar con nosotros le atendemos encantados. Mejor verlo!","True","good","False","","","False","1335.0","flat","","Centro, Arganda","Piso en Puerta del Campo","False","False","True","False","","","False","False","","","","","","","","","",""
"99589463","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bc/4b/d0/1048453534.jpg","EG5582","67","bj","97260.0","flat","sale","48.0","True","2","1","Loeches","Madrid","Loeches","","es","40.3859239","-3.4118305","False","https://www.idealista.com/inmueble/99589463/","9254","¿Quieres vivir en una  Villa  de Madrid con Historia?  En Loeches puedes hacerlo realidad  A pocos metros Monasterio de la Inmaculada Concepción y  el Convento de San Ignacio Mártir  Alcalá Inmobiliaria pone a tus disposición este céntrico piso de 52 metros construidos según catastro.  Con dos Amplios dormitorios con ventanas exteriores, un salón comedor, cocina independiente, y baño.  En Loeches hay dos escuelas públicas infantiles (García Lorca y el Columpio), y tres colegios públicos de Educación Infantil y Primaria (Conde Duque de Olivares, Duque de Alba y Charles Dickens). Por último, también existe un colegio privado en el que se imparten desde los primeros cursos de infantil hasta los preuniversitarios (Montfort).  Muy bien comunicado con varias líneas de autobús,  que conectan con Madrid y las otras tres líneas unen al municipio con otros de la zona.    Estas líneas son:  Línea 261: Madrid (Avenida de América) - Nuevo Baztán - Villar del Olmo.  Línea 280: Coslada (FFCC) - Hospital - Loeches.  Línea 284: Madrid (Avenida de América) - Velilla de San Antonio - Loeches.  Línea 320: Arganda del Rey - Alcalá de Henares  Línea N203: Madrid (Ciudad Lineal) - Coslada - San Fernando - Velilla de San Antonio/Loeches  Los metros de la vivienda están contrastados según catastro/registro.   En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.      .","False","good","False","","","False","2026.0","flat","","Loeches","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"99034112","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/ff/bc/1031943579.jpg","EG5530","67","1","169890.0","duplex","sale","108.0","True","3","2","Torres de la Alameda","Madrid","Torres de la Alameda","","es","40.4048518","-3.3598273","False","https://www.idealista.com/inmueble/99034112/","11928","¿Quieres vivir en uno de los pueblos mas consolidados de Madrid?    ¡ESTA VIVIENDA ES PARA TI!  Alcalá Inmobiliaria te ofrece este magnifico dúplex con garaje y trastero en torres de la alameda, estarás a 40 minutos de Madrid y 20 minutos de alcala de henares.  Este maravilloso dúplex de 108m2 construidos de los cuales 87m2 útiles se distribuye de la siguiente manera;  En la planta baja tendrás un amplio recibidor de 8m2 que a mano izquierda da acceso hacia el luminoso salón-comedor de 20m2 que además, cuenta con 2 hermosos balcones para disfrutar del aire puro, desde el recibidor a mano derecha tendrás un cuarto de baño completo con plato de ducha y por ultimo la cocina independiente con ventana exterior que aporta mucha luz natura y equipada con muebles altos y bajos y electrodomésticos básicos; campana extractora, vitrocerámica y horno.  En la primera planta dispondrás de los 3 dormitorios dobles de mas de 11m2 cada uno y  muchísima luz natural por ultimo, un enorme cuarto de baño completo de 7m2 con bañera y ventara superior exterior.  Esta vivienda además dispone de Plaza de Garaje y trastero.  Calidades de la vivienda: puerta de acceso a la vivienda blindada de madera de roble, ventanas de aluminio de hojas correderas lacado en blanco tipo compacto con persianas de PVC con acristalamiento doble tipo climalit, calefacción y agua caliente por acumulación eléctrica con tarifa nocturna, aire acondicionado en el salón con bomba de frio y calor.  Torres de la Alameda es un precioso pueblo a pocos kilómetros del acceso a la R-3,  con transporte público, colegios y toda clase de servicios que hacen de él, no solo un lugar tranquilo, sino un lugar cómodo y fantástico donde establecer su residencia, rodeado de campos y caminos rurales para poder dar largos paseos.  Los metros de la vivienda están contrastados según catastro/registro.  Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.","False","good","False","True","True","False","1573.0","flat","duplex","Torres de la Alameda","Dúplex","True","False","False","False","","","False","False","","","","","","","","","",""
"97972864","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/67/af/24/999587839.jpg","ip173900","29","2","326000.0","flat","sale","161.0","True","4","2","Rivas Futura","Madrid","Rivas-Vaciamadrid","Rivas Futura","es","40.3489932","-3.5323145","False","https://www.idealista.com/inmueble/97972864/","12045","Piso en Rivas-Vaciamadrid de 161 metros. Cuenta con salón comedor, 4 dormitorios (el principal con vestidor ), 2 baños y amplia cocina independiente con un pequeño tendedero. Se vende con una plaza de garaje y trastero.  Orientación suroeste, muy luminoso. Calefacción individual (gas natural) y aire acondicionado en el salón.  La finca cuenta con zonas comunes (columpios, piscina) Muy bien comunicado con varias líneas de autobús, metros y próxima a la la salida de la A3.  Tiene todo tipo de comercios y servicios a su alcance ( centro comercial Carrefour, H2ocio, centro de salud, colegios... ) Rivas-Vaciamadrid es un municipio situado en la zona este de Madrid, junto a la A-3. Se encuentra muy bien comunicado con Madrid centro a través de la línea 9 de metro y varias líneas de autobús. Es el séptimo municipio más rico de toda España y su alta calidad de vida y servicios públicos atraen a vecinos de la capital y el resto del área metropolitana. Rivas-Vaciamadrid es un paraje de inestimable valor ecológico, tres cuartas partes del término municipal forman parte del Parque Regional del Sureste. En las inmediaciones podemos encontrar diversidad de colegios como los colegios públicos: José Saramago, Mario Benedetti y El Parque.","False","good","False","True","True","True","2025.0","flat","","Rivas Futura, Rivas-Vaciamadrid","Piso","True","False","False","False","","","False","False","","","","","","","","","",""
"97483881","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/18/57/81/995291803.jpg","60676117","31","","123200.0","chalet","sale","145.0","False","5","2","Calle de la Cruz","Madrid","Tielmes","","es","40.2461595","-3.3188459","False","https://www.idealista.com/inmueble/97483881/","9573","SELECT SERVICERS PRESENTA:    Casa adosada de 3 plantas y 1 planta sótano, dispone de trastero y se distribuye en salón-comedor, cocina, 4 dormitorios y 2 baños. Ubicada junto al Consultorio Local de Tielmes. Municipio que dispone de todos los servicios básicos necesarios, cerca de superficies comerciales, centros educativos como el Colegio Público Carlos Ruiz, zonas de ocio como Plaza España y zonas verdes como el Parque Municipal. Además, dispone de buena comunicación mediante carreteras.    No dude en contactar con nosotros para visitar!    REFERENCIA: 60676117    SELECT SERVICERS.","True","good","False","","","","850.0","chalet","independantHouse","Tielmes","Casa independiente en Calle de la Cruz","True","False","False","False","","","False","False","","","","","","","","","",""
"99592411","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/50/c4/1048563240.jpg","","29","","249000.0","chalet","sale","222.0","False","5","4","Avenida europa, 17","Madrid","Mejorada del Campo","","es","40.3983292","-3.4814227","True","https://www.idealista.com/inmueble/99592411/","12486","INMUEBLE EN PERIODO DE PUJAS DESDE EL 18/11/2022 AL 02/12/2022 A LAS 18:00 Vivienda adosada ubicada en la localidad de Mejorada del Campo (Madrid). Municipio que dispone de todos los servicios básicos a su alcance, con oferta comercial (superficies de grandes dimensiones y tiendas de barrio necesarias) y educativa, variedad de servicios de restauración y zonas verdes valoradas en las que poder realizar actividades al aire libre. Dispone de 5 habitaciones y 4 baños, salón-comedor, con parking y patio. Todo ello, además, con excelentes comunicaciones por carreteras. Solicite más información sin ningún tipo de compromiso.","True","renew","False","True","True","","1122.0","chalet","terracedHouse","Mejorada del Campo","Chalet adosado en Avenida europa, 17","True","False","False","False","","","False","False","","","","","","","","","",""
"97439304","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/83/c5/979549552.jpg","89547","13","2","169000.0","flat","sale","101.0","True","4","2","Calle de Joan Miró","Madrid","Mejorada del Campo","","es","40.3935217","-3.4817452","False","https://www.idealista.com/inmueble/97439304/","12050","Vivienda familiar exterior y amueblada situada en Mejorada del Campo, municipio español de la Comunidad de Madrid, situado en el Este metropolitano de la comunidad autónoma, a 20 km del centro de Madrid y a 15 kilómetros de Alcalá de Henares. Limita con San Fernando de Henares, Velilla de San Antonio, Rivas-Vaciamadrid y Loeches. Orientada al Oeste y con 101 metros cuadrados construidos.   DISTRIBUCION Y DETALLES, consta de:   * Recibidor  * Salón espacioso  * Terraza cerrada  * Cocina independiente amueblada con electrodomésticos  * Cuatro dormitorios, dos de ellos con armarios empotrados  * Dos baños completos   La carpintería interior es de madera, la exterior de aluminio y el suelo de y gres porcelánico. El inmueble dispone de calefacción con radiadores individuales y Aire Acondicionado por Split en el cuarto de estar. El edificio no dispone de ascensor,  Puedes ver las instalaciones con todo lujo de detalle en el Video-Tour 360º que adjuntamos.  ¡Paséate por la que podría ser tu futura casa sin moverte del sofá!   UBICACIÓN Y SERVICIOS   La población de Mejorada del Campo está flanqueada por la M-203 que acaba en Alcalá de Henares, la M-208, que une Mejorada con Velilla de San Antonio, y entre estas dos localidades cruza la Autovía R-3, de peaje, que desemboca en el nudo sureste de la M-30, desde el que puede accederse directamente a esta en direcciones norte o sur, o bien continuar hasta la calle O'Donnell; el recorrido Mejorada del Campo-Madrid centro puede completarse en apenas 18 minutos. Varias líneas de Autobús dan servicio al municipio. La localidad dispone de cinco colegios públicos de educación infantil y primaria (CEIP), dos institutos de enseñanza secundaria y una escuela de adultos de titularidad municipal. En cuanto a equipamientos culturales dispone de Biblioteca Casa de Cultura, Ludoteca y Casa de Juventud. Dispone de los siguientes equipamientos deportivos: Polideportivo cubierto, dos complejos de pistas deportivas al aire libre, piscina de verano y piscina cubierta, dos campos de fútbol. Equipamientos sociales y de salud: Centro de servicios sociales, Centro de Mayores y Centro de Salud. Otros equipamientos: Centro de empresas y Juzgado de Paz.   Anímate a visitar esta fabulosa vivienda ¡y no pierdas esta oportunidad!  Desde Holpper te acompañamos durante todo el proceso de compra y te ayudamos con el alta de los suministros de tu nueva vivienda sin coste adicional, desplazamientos o esperas.  Hablamos de tu casa. Hablamos de ti.    Te ayudamos a comprar o a vender tu casa. Te asesoramos durante todo el proceso y solucionamos tus dudas. Financiación, herencias, documentación, consejos profesionales,… Ponemos a tu disposición nuestra amplia experiencia como consultores inmobiliarios. Estamos aquí por y para ti.","False","good","False","","","False","1673.0","flat","","Mejorada del Campo","Piso en Calle de Joan Miró","True","True","False","False","","","False","False","","","","","","","","","",""
"99565444","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/6e/ec/1047708241.jpg","5398","43","","480000.0","chalet","sale","175.0","False","4","3","Calle Hatshepsut","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3751155","-3.5461339","False","https://www.idealista.com/inmueble/99565444/","14496","Chalet adosado AMPLIO Y LUMINOSO de 175m2 construidos en una de las mejores zonas de Rivas Vaciamadrid. La vivienda consta de 175m2 construidos y aproximadamente 140m2 útiles. Chalet adosado de 3 plantas, con 4 habitaciones, 3 baños, buhardilla y un precioso jardín. Este magnífico chalet se encuentra en una zona muy tranquila, pero sin renunciar a la cercanía de parques y jardines, escuelas, farmacia, supermercados y la mayoría de los servicios comerciales necesarios para el día a día. Solo con VIVA HOME accedes al más completo servicio inmobiliario con inigualables ventajas y cualificados profesionales que garantizan tu tranquilidad. En VIVAHOME tienes: Visitas guiadas. Te ayudamos a gestionar tu compra. Revisamos y redactamos tus contratos. Y aseguramos tu plena satisfacción. Entrada/garaje a la vivienda con espacio para 2/3 coches. Puerta motorizada. En planta PLANTA BAJA, nada más entrar encontramos un recibidor con armario empotrado que distribuye la vivienda de la siguiente forma: -Salón muy amplio independiente con acceso directo a un acogedor porche, junto a un maravilloso jardín donde relajarse o disfrutar de una piscina marca Gre, circular de 3,5x1.20 con filtro de arena. Césped artificial en perfecto estado. -Una cocina totalmente amueblada. Con electrodomésticos en pleno funcionamiento. Salida a un tendedero, cuarto de la colada. -Aseo. -Habitación/Despacho. En la PRIMERA PLANTA: -Amplia habitación principal cuenta con zona de vestidor con doble armario empotrado y un baño en suite con plato de ducha. Terraza independiente con vistas al jardín. - 2 Habitaciones más muy luminosas con armarios empotrados. - 1 baño completo con bañera. Posibilidad de hacer una cuarta habitación. BUHARDILLA, totalmente diáfana, actualmente usada de trastero. Terraza con acceso desde la misma escalera. Extras a tener en cuenta: - Calefacción y agua caliente de gas natural individual. - Puertas lacadas en blanco. - Aire acondicionado, con bomba de aire frío/calor en todas las estancias. - COCINA AMUEBLADA Y EQUIPADA CON ELECTRODOMÉSTICOS. - Suelos de tarima - Armarios empotrados completamente vestidos en las habitaciones de toda la casa. - Ventanas climalit oscilobatientes. - placa solar térmica y acumulador para el agua caliente sanitaria. - iluminación 100% led. - Puerta blindada. - 2 terrazas. NO DUDES EN VISITARLO. Es lo que estás buscando. Pueden ampliar más información para esta vivienda en nuestra web vivahome.es En VIVAHOME, Tienes Visitas guiadas. Te ayudamos a gestionar tu compra. Aseguramos tu plena satisfacción. SACAMOS EL MEJOR PARTIDO A TU PRESUPUESTO. Pregúntanos por nuestro exclusivo Servicio Integral de Proyecto y Reformas, una solución profesional llave en mano. HIPOTECA EXPRESS. Acceda sin compromiso a financiación con nuestro sistema de crédito personalizado.","True","good","False","True","True","","2743.0","chalet","terracedHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Chalet adosado en Calle Hatshepsut","True","False","False","False","","","False","False","","","","","","","","","",""
