"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__hasLift","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__superTopHighlight","elementList__topNewDevelopment","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","paginable","upperRangePosition","lowerRangePosition"
"99145383","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a1/99/82/1035032326.jpg","","60","2","219500.0","flat","sale","120.0","True","3","2","Avenida del Mediterráneo","Madrid","Arganda","El Mirador - Grillero","es","40.2933837","-3.4304743","False","https://www.idealista.com/inmueble/99145383/","2505","M&M Servicios Inmobiliarios presenta fantástico piso exterior, salón exterior con dos ambientes de 21 metros cuadrados,  vistas a la piscina, 3 dormitorios (Principal en suite, con  vestidor). Armarios empotrados de gran capacidad forrados, 2 baños completos, uno con plato de ducha, principal con bañera, cocina amueblada con terraza tendedero acristalado, puertas de roble, paredes en liso, moldura de escayola, doble ventana, aire acondicionado (En salón, 1 dormitorio individual, dormitorio principal). Suelo vinilico, calefacción individual de gas natural(caldera nueva), iluminación de Led, ascensor, urbanización privada, conserje, trastero, garaje para coche grande, al lado de la puerta del ascensor, piscina. Gastos de comunidad 126e, Ibi 540e. Rodeado de zonas verdes, autobuses urbanos, autobuses a Conde de Casal, ayuntamiento, Conservatorio, colegios, institutos, hospital del Sureste, fácil acceso a la A3, R3. NO INCLUIDOS: ITP, IVA, IAJD, Notaría, Registro, gestoria, Tasación, honorarios de agencia etc…. Si te hace falta te realizamos un estudio financiero y te ayudamos a conseguir tu préstamo hipotecario y por supuesto si necesitas ampliar información  ¡Llámanos""Financiación hasta 100 %. Estudio de arquitectura por si quieres personalizar tu vivienda“Te ofrecemos mudanzas, limpieza en definitiva un servicio INTEGRAL y EXCLUSIVO con PROFESIONALES EXPERTOS como tú te mereces. Escríbenos y contactaremos contigo lo antes posible. Si necesita ampliar información, no dude en contactar con nosotros le atendemos encantados. Mejor verlo! Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ).","True","good","False","True","True","True","1829.0","flat","","El Mirador - Grillero, Arganda","Piso en Avenida del Mediterráneo","True","False","True","False","","","False","False","","","","","","","","","",""
"99096126","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/46/bc/8b/1033346981.jpg"," 3501-06341","43","6","359900.0","penthouse","sale","130.0","True","2","2","Paseo de Capa Negra","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3551868","-3.5420143","False","https://www.idealista.com/inmueble/99096126/","13084","Ático en urbanización privada en pleno centro de Rivas Vaciamadrid  Vivienda de gran calidad en una de las mejores urbanizaciones y más cotizadas en todo el municipio La vivienda dispone de dos habitaciones y dos baños, y su distribución es la siguiente:  Se encuentra en una sexta planta con ascensor y el acceso al portal y a la vivienda es cómodo y amplio.  Al acceder a la vivienda, entramos en un hall distribuidor con un armario empotrado para almacenaje.  Tras la entrada, accedemos al salón que también sirve de distribuidor entre la cocina y habitaciones.  El salón es la zona más amplia de la vivienda y dispone de gran tamaño con la posibilidad de dividirlo en dos zonas: salón y comedor. A un lado tiene el acceso a la cocina, al otro lado el pasillo con acceso a habitaciones y baños, y por último, el acceso a la gran terraza.  Una de las joyas de esta vivienda es la majestuosa terraza con un espacio de más de 27 metros cuadrados con vistas periféricas de todo el municipio. Además del salón, la habitación principal tiene vistas a la terraza y ambas estancias dispone de luminosidad por las vistas exteriores.  Tras dejar atrás el salón, damos paso al pasillo que sirve de nexo entre las habitaciones y los baños.  En el mismo pasillo, tenemos el baño común que está totalmente equipado con los equipos sanitarios y plato de ducha.  La habitación justo enfrente del pasillo, dispone de buen tamaño con armario empotrado y con vistas al interior de la urbanización.  Por último, encontramos la habitación principal con baño en suite.  Esta habitación tiene gran tamaño perfecta para albergar una cama de matrimonio y además dispone de armario empotrado doble con gran capacidad de almacenaje. Uno de los puntos fuertes de esta estancia, es que tiene acceso directo a la terraza de la vivienda.  Al otro lado de la habitación, encontramos el baño que está completamente equipado y actualizado con lavabo, váter, bidé y bañera.  Características:  Puerta de acceso principal blindada Armarios empotrados forrados Persianas de aluminio Grifería cromada monomando de primera calidad Vídeo-portero Instalación de sistema domótico La vivienda dispone de una plaza de garaje en la misma finca y un trastero individual.  La urbanización está totalmente equipada y con grandes instalaciones comunes: piscina privada, zona ajardinada, zona de juegos infantiles y sala de reuniones.  Rivas-Vaciamadrid es un municipio español de la provincia y Comunidad de Madrid, situado en la zona este del área metropolitana de Madrid. Se ubica a 15 km de la Puerta del Sol de Madrid y a 21 km de Alcalá de Henares, junto a la A-3. Limita al norte con Madrid (distrito de Vicálvaro) y con San Fernando de Henares, al sur con Arganda del Rey y San Martín de la Vega, al este con Mejorada del Campo y Velilla de San Antonio, y al oeste con Getafe y Madrid (distrito de Villa de Vallecas). Es el séptimo municipio más rico de toda España y el cuarto municipio mayor de 50.000 habitantes con menor tasa de población en riesgo de pobreza. Su alta calidad de vida y servicios públicos atraen a vecinos de la capital y el resto del área metropolitana. Esta ciudad es la población que más rápido ha crecido de España en los últimos veinte años. “Los datos específicos sobre la finca publicada, pueden ser aproximados, por ello no son vinculantes ni contractuales, se muestran a título informativo. "" m2 Impuestos y gastos NO INCLUIDOS: ITP o IVA, Notaria, Registro, gestoría, Tasación, etc…. Venga a verlo y si lo necesita le ayudaremos con la financiación. Reserve su cita para venir a verlo dentro de nuestro amplio horario, incluidos fines de semana. Si necesitas ampliar información estaremos encantados de atenderle. ¡ No dejes pasar la oportunidad y llámanos para concertar una visita lo antes posible! Te encantará!","True","good","False","True","True","True","2768.0","flat","penthouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Ático en Paseo de Capa Negra","True","False","True","False","","","False","False","","","","","","","","","",""
"97884250","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2a/c1/0d/993853786.jpg","14907","28","6","425000.0","penthouse","sale","168.0","True","3","2","Avenida Pablo Iglesias","Madrid","Rivas-Vaciamadrid","Rivas Futura","es","40.3482606","-3.523102","False","https://www.idealista.com/inmueble/97884250/","11306","¿Te importa la zona? Disponemos para tu familia de un precioso ático dúplex en la zona más demandada actualmente de Rivas, buena zona, con encanto, valor por tu dinero, cerca de colegios, autobuses, metro, centros comerciales, tiendas, al lado de todo, perfecto para niños, colegio al lado. Se trata de una vivienda muy cómoda distribuida en dos plantas. La planta baja está distribuida en vestíbulo, aseo de cortesía, amplia cocina con tendedero, amueblada con muebles altos y bajos, electrodomésticos encastrados y un espacio en el que poder poner una mesa para disfrutar de las comidas en familia. El salón comedor da salida a la terraza de la planta baja desde la que podrás contemplar unas maravillosas vistas de Rivas. La habitación principal dispone de baño en suite y destaca por su amplitud, su gran luminosidad y varios armarios empotrados. La planta alta dispone de dos habitaciones grandes con terraza propia, armarios empotrados y un amplío cuarto de baño para dar servicio a las mismas. Ven a visitar esta casa, es distinta. Además está ubicada dentro de una urbanización con piscina infantil y de adultos, zonas ajardinadas, pista de pádel, sala comunitaria, gimnasio, sauna y servicio de portería las 24 horas del día. Este maravilloso inmueble dispone de plaza de garaje y trastero incluidos en el precio. Impuestos y gastos no incluidos: ITP o IVA, notaria, registro, gestoría, tasación, etc….","False","good","False","True","True","True","2530.0","flat","penthouse","Rivas Futura, Rivas-Vaciamadrid","Ático en Avenida Pablo Iglesias","True","False","True","False","","","False","False","","","","","","","","","",""
"97802607","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/c8/07/991104453.jpg","003.6132","21","bj","220000.0","flat","sale","131.0","True","3","2","Francisco Rabal","Madrid","Arganda","Centro","es","40.3014014","-3.4412657","False","https://www.idealista.com/inmueble/97802607/","3189","ESTUPENDO BAJO CON PATIO EN ZONA CENTRO DE ARGANDA DEL REY.  A tan sólo 5 minutos de estación de metro línea 9 e Arganda del rey y junto a paradas de autobuses urbanos e inter urbanos. Un sin fin de servicios a su alcance. Edificio muy cuidado en pleno corazón de Arganda. Urbanización ''Las Forjas''. Bajo de 107m2 distribuido en hall distribuidor de entrada. Salón comedor independiente, amplio y muy luminoso con amplio ventanal. Cocina completamente amueblada con muebles altos y bajos, espaciosa, con zona tendedero ventilado para zonas húmedas. 3 Dormitorios grandes, con armarios empotrados, todos exteriores. Uno de los dormitorios en suite con baño completo con bañera. Un segundo baño ubicado en pasillo distribuidor con plato de ducha.  Patio exterior, con acceso desde dormitorios. Un espacio ideal para disfrutar, ahora con este magnifico tiempo. Plaza de garaje y trastero incluido en el precio.  Si buscas vivir en el centro al lado de todos los servicios, no dudes en ponerte en contacto con nosotros y conocer esta magnifica vivienda.  Zonas comunes. Ascensor. Suelos en tarima. Calefacción gas natural. Carpintería interior en color blanca. Ventanas en aluminio lacado. Rejas decorativas.  Llámanos y no pierdas la oportunidad. 918.710. 174.","False","good","False","True","True","True","1679.0","flat","","Centro, Arganda","Piso en Francisco Rabal","True","False","True","False","","","False","False","","","","","","","","","",""
"98989427","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/b5/4f/1031290015.jpg","11585","82","","625000.0","chalet","sale","290.0","False","4","3","Calle Fresno","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3643749","-3.5321338","False","https://www.idealista.com/inmueble/98989427/","12852","¿Te gustaría vivir en una de las mejores zonas de Rivas Vaciamadrid? ¿Disfrutar con familia y amigos de un hogar con amplias estancias y diversas zonas de ocio?     Déjate sorprender por esta bonita casa en Rivas, construida sobre una parcela de 525 m2 con piscina propia.  Chalet unifamiliar independiente dividido en tres plantas con una superficie de 290 m2 construidos, 232 m2 útiles.    Al acceder a la vivienda nos recibe un cálido vestíbulo que nos conduce a una amplia y luminosa cocina de 16m2 con salida a la parcela. Un estupendo salón comedor de 32 m2 con chimenea, distribuido en dos ambientes, con salida al porche en el que disfrutar al aire libre. Acceso también a un baño completo, garaje y escalera que nos lleva al sótano y a la primera planta.    Primera planta distribuida en 4 amplios dormitorios, dos baños completos uno de ellos tipo suite. Bonita terraza en el dormitorio principal en la que disfrutar de las cálidas noches de verano en Rivas. También con posibilidades de abrir una buhardilla.    Sótano con una superficie aproximada de 80 m2, con un amplio salón de juegos en el que disfrutar de momentos especiales al abrigo de su espectacular chimenea. Bodega, despensa y una habitación multiusos. Dispone también de una placa solar con deposito de agua para el agua caliente.    En el exterior podemos disfrutar de un precioso porche acabado en madera de 6 x 4 m, piscina de obra de 9 x 4,5 m, depuración con clorador salino, ducha solar, manta térmica e iluminación interior.    Destacar su ubicación en una calle con poco tráfico, privacidad y tranquilidad sin renunciar a la cercanía de todos los servicios: colegios públicos, Colegio LUYFE, guarderías, institutos, comercios, farmacia, amplios parques, centros comerciales, junto a un enclave verde como el parque natural del Cerro del Telégrafo. Bien comunicado por líneas de autobuses y por la estación de Metro Rivas Urbanizaciones.    *Certificación Energética: “D"".    *Impuestos y gastos NO INCLUIDOS: ITP, IVA, IAJD, Notaría, Registro, Gestoría, Tasación, etc….    *Si te hace falta te realizamos un estudio financiero y te ayudamos a conseguir tu préstamo hipotecario ¡gratuitamente! y por supuesto si necesitas ampliar información ¡Llámanos!","False","good","False","True","True","","2155.0","chalet","independantHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Casa independiente en Calle Fresno","True","False","True","False","villaType","Villa","False","False","","","","","","","","","",""
"99140980","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2b/c4/de/1034867286.jpg","5276","33","","525000.0","chalet","sale","175.0","False","3","3","Calle Rosario Sanchez Mora","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.37496","-3.54529","False","https://www.idealista.com/inmueble/99140980/","14427","LUMINOSO y AMPLIO chalet en una de las mejores zonas de Rivas Vaciamadrid.  La vivienda consta de 175m2 construidos y aproximadamente 160m2 útiles. Chalet adosado de 3 plantas, con 3 habitaciones, 3 baños, magnifica buhardilla y un amplio jardín. Este magnifico chalet se encuentra en una zona muy tranquila, pero sin renunciar a la cercanía de parques y jardines, escuelas, farmacia, supermercados y la mayoría de los servicios comerciales necesarios para el día a día.  Vivienda adaptada para Personas Movilidad Reducida. Solo con VIVA HOME accedes al más completo servicio inmobiliario con inigualables ventajas y cualificados profesionales que garantizan tu tranquilidad. En VIVAHOME tienes: Visitas guiadas. Te ayudamos a gestionar tu compra. Revisamos y redactamos tus contratos. Y aseguramos tu plena satisfacción. Entrada/garaje a la vivienda con espacio para 2/3 coches. En planta PLANTA BAJA, nada más entrar encontramos un recibidor con armario empotrado que da acceso a: -Salón muy amplio independiente con acceso directo a un acogedor porche, junto a un maravilloso jardín donde relajarse o disfrutar de una barbacoa en familia -Una cocina totalmente amueblada. -Baño con ducha. -Habitación/Despacho. En la PRIMERA PLANTA: - Lujosa y amplia habitación principal cuenta con zona de vestidor con doble armario empotrado y un baño en suite con plato de ducha. - Habitación muy luminosa con armarios empotrados y terraza independiente con vistas al jardín. BUHARDILLA, totalmente diáfana, con espacio de para almacenaje, y terraza independiente, ideal para disfrutar de momentos en familia. Extras a tener en cuenta: - Calefacción y agua caliente de gas natural individual. - Toldos eléctricos. - Puertas correderas. - Suelos de tarima - Armarios empotrados completamente vestidos en las habitaciones de toda la casa. - Ventanas climalit.  SACAMOS EL MEJOR PARTIDO A TU PRESUPUESTO. Pregúntanos por nuestro exclusivo Servicio Integral de Proyecto y Reformas, una solución profesional llave en mano. Solo con VIVA HOME accedes al más completo servicio inmobiliario con inigualables ventajas y cualificados profesionales que garantizan tu tranquilidad.","True","good","False","True","True","","3000.0","chalet","terracedHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Chalet adosado en Calle Rosario Sanchez Mora","True","False","True","False","","","False","False","","","","","","","","","",""
"98673703","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3f/a3/44/1021392701.jpg","7027","137","","1400000.0","chalet","sale","750.0","False","6","7","Avenida de los Almendros","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3714524","-3.5299525","False","https://www.idealista.com/inmueble/98673703/","13135","VIVA HOME pone a la venta majestuosa MANSIÓN REFORMADA con materiales de primera calidad, convirtiéndose en lo que hoy es una impresionante casa independiente de 750m2 distribuidas en tres cómodas, luminosas y amplias plantas de 250m2 cada una, rodeada por una parcela de 1025m2 con piscina salina de 14 x 6 m y garaje para 4 coches.    Rivas Vaciamadrid, lugar maravilloso para vivir, con todos los servicios que una ciudad en expansión proporciona, llena de juventud, calidad de vida, tranquila, segura, ciudad del deporte, muy bien comunicada, con A3- M50 M40 M45, 3 Paradas de Metro y gran red de líneas de autobuses, con todos los servicios a tu alcance, centro comercial H2o, hoteles, restaurantes, comercios colegios, etc., todo esto hace que sea Rivas una de las ciudades mejor consideradas para vivir, sin renunciar al lujo que te ofrecemos en ésta Mansión. Esta casa de 750m2 se distribuye en tres cómodas plantas de 250 m2 cada una: PRIMERA PLANTA: Gran porche acristalado de bienvenida, con decoración exquisita. Puerta acorazada que da paso al recibidor el cual nos conduce a la pieza central de la casa, un gran hall distribuidor desde donde se accede a toda la vivienda, desde esta sala se divisan las escaleras de madera maravillosas que suben y bajan a las otras plantas y las puertas que nos abren:  Primer salón, con dos zonas diferenciadas, comedor y la zona de sillones con chimenea, todo cubierto de madera en sus paredes y suelos, techo de pintura lisa, dando un aspecto cálido a esta pieza.   Segundo salón contiguo acristalado por completo, con una luminosidad impresionante con vistas al jardín y piscina, aspecto alegre y divertido.  Cocina principal, con muebles de diseño de gran capacidad a ambos lados, encimera Corian, armario despensa, zona para office, con suelos cerámicos, ventanas con vistas a la parcela. A la cocina podemos acceder por los dos salones principales de la casa y por el hall distribuidor. Baño de cortesía con ventana ojo de buey con sanitarios de diseño. Habitación destinada a despacho con paredes lisas, suelo de mármol y armario empotrado. Destaca su gran ventanal semicircular desde techo a suelo con vistas a la entrada principal. SEGUNDA PLANTA: Subiendo por las de mármol y desde la barandilla de arriba que recorre toda la planta se divisa la zona de abajo, aquí encontramos: Salón abierto y abuhardillado muy confortable con zona de sillones y televisión, zona de relax.  Dos dormitorios con armarios empotrados, uno de ellos abuhardillado y de gran tamaño ( ya que anteriormente eran los habitaciones independientes). Dos baños elegantísimos completos uno con ducha y otro con bañera para dar servicio a estas dos habitaciones. Suite principal con baño incorporado con cabina de hidromasaje, lavabo con dos senos, desde donde también se accede a la habitación vestidor de enorme capacidad para poder disponer de toda tu ropa y complementos a capricho. También ésta suite dispone de una enorme terraza acristalada con chimenea y sillones por donde entra luz natural que invada toda la sala. SEMISÓTANO: Paredes pintadas lisas, suelo de cerámica: Dos habitaciones para invitados con baños privados completos con ducha. Cocina completa con encimera Corian para dar servicio a ésta planta. Sala SPA, con jacuzzi para 10 personas, sauna, baño turco, duchas hidromasaje y cabina de Rayos Uva. Sala Gym, gimnasio con vistas al jardín, decorado en madera y espejos en sus laterales. Salón para fiestas totalmente acristalado que abierto se incorpora al jardín con la piscina ya que está al mismo nivel, y la fiesta está garantizada. En definitiva, una vivienda que no puedes dejar de visitar. Si la ves seguro que es lo que estas buscando para empezar a disfrutar en ella de espacios amplios y cómodos con tu familia.","False","good","False","True","True","","1867.0","chalet","independantHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Casa independiente en Avenida de los Almendros","True","False","True","False","villaType","Villa","False","False","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","luxuryType","Lujo","","","","","","","","","","","",""
"98364434","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/83/3e/1009487068.jpg","ÀTI_4976","50","6","560000.0","penthouse","sale","230.0","True","3","2","Pamela O'Malley","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3800905","-3.5326272","False","https://www.idealista.com/inmueble/98364434/","13892","ESPECTACULAR ÁTICO DE 196 m2 ÚTILES COMPLETAMENTE NUEVO Y A ESTRENAR. Ático Ubicado en el RESIDENCIAL FLOR DE AZAHAR en Rivas- Vaciamadrid. Este Ático combina calidad y confort para el disfrute de toda la familia. Rodeado de zonas verdes y anchas avenidas, la oferta de servicios cercanos es amplia y variada, lo que incluye centros educativos, comerciales, y facilidad de acceso y transporte.  Esta vivienda dispone de dos grandes terrazas de 43m2 y de 37m2 cada una, que dota a todo el Ático de amplios espacios privados de ocio. Las zonas comunes están equipadas con piscina, jardín, zona de columpios y un parking de bicis comunitario, además cuenta la vivienda con dos plazas de garaje más un trastero individual. En resumen, un lujoso Ático en urbanización privada pensada para el disfrute y comodidad de los tuyos.   El RESIDENCIAL FLOR DE AZAHAR consta de 94 viviendas en una de las zonas con mayor expansión residencial de la ciudad - Amplio Salón comedor. - Cocina de diseño totalmente equipada. - 3 habitaciones. - 2 Baños. - 2 Terrazas. - Armarios Empotrados. - Aerotermia. - Domótica. - TODO NUEVO Y A ESTRANAR Solo con VIVA HOME accedes al más completo servicio inmobiliario con inigualables ventajas y cualificados profesionales que garantizan tu tranquilidad. En VIVAHOME tienes: Visitas guiadas. Te ayudamos a gestionar tu compra. Revisamos y redactamos tus contratos. Y aseguramos tu plena satisfacción. CARPINTERÍA INTERIOR Puerta Principal blindada. Puertas de paso con hoja lisa maciza lacada en blanco, a excepción de la del salón que es vidriera. Rodapié en toda la vivienda en DM. Armarios modulares de puertas abatibles con acabado igual a las puertas de paso. El revestimiento interior tipo modular, es de melanina con barra de colgar y balda maletero. CARPINTERÍA EXTERIOR Con perfil de PVC, en blanco por la cara interior y color gris por la cara exterior, abatibles, oscilobatientes. y/o correderas, según necesidades. Persianas eléctricas enrollables de aluminio. Doble acristalamiento con cámara de aire en carpintería exterior. CALEFACCIÓN SISTEMA AEROTERMIA Calefacción y aire acondicionado por suelo radiante en circuito cerrado. Termostatos independientes en dormitorios y salón. APARATOS SANITARIOS Aparatos sanitarios en baños en color blanco. Bañera de chapa esmaltada en baño 2. Plato de ducha en baño 1. Grifería mono mando. Instalación eléctrica según Reglamento de Baja Tensión. Instalación de telecomunicaciones mediante fibra óptica. Red ethernet cableada en todas las estancias. Antena comunitaria terrestre para canales digitales. Vídeo portero. ENERGIA SOLAR Calificación energética A Instalación de energía solar para la producción de ACS. ASCENSORES Cumpliendo la normativa nacional y europea, con llegada al sótano y garaje. VARIOS Cocina completamente equipada con muebles y electrodomésticos de 1ª calidad. Trastero individual. Dos plazas de garaje incluidas en el precio. Instalación de refrigeración y calefacción mediante red de conductos. Instalación de sistema de alarma, con domótica básica que incluye volumétricos, detector de inundación y humos en cocina y baños con teclado, posibilidad de conexión de hasta 100 elementos y 50 usuarios. APP gratuita para la gestión y monitorización de la seguridad de la vivienda. Posibilidad de conexión con central receptora de alarmas. ZONAS COMUNITARIAS Piscina comunitaria. Aseos comunitarios en planta baja, sótano 1 y 2. Zona de juegos infantiles. Mobiliario urbano. Jardinería básica en zonas comunes exteriores. Aparcamiento para bicicletas. SACAMOS EL MEJOR PARTIDO A TU PRESUPUESTO. Solo con VIVA HOME accedes al más completo servicio inmobiliario con inigualables ventajas y cualificados profesionales que garantizan tu tranquilidad.","False","good","False","True","True","True","2435.0","flat","penthouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Ático en Pamela O'Malley","True","False","True","False","","","False","False","","","","","","","","","",""
"97941323","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/10/bd/995806317.jpg","XAL_4893","85","","610000.0","chalet","sale","280.0","False","4","4","Acebo","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3654943","-3.5306802","False","https://www.idealista.com/inmueble/97941323/","12814","VIVAHOME presenta este amplio chalet en Rivas Vaciamadrid edificado sobre una gran parcela de 619 m2, con una situación inmejorable y céntrica, ideal para uso familiar y residencial. Este chalet tiene 4 plantas incluida la buhardilla, 4 habitaciones, 4 baños y sótano, está ubicado a pocos metros de parques y jardines, colegios, escuelas infantiles, bancos, farmacia, supermercado, polideportivo, centro comercial, centro médico y bus. Este gran chalet situado en Rivas Vaciamadrid cuenta con una espectacular zona común con jardines, piscina de adultos e infantil, pista de pádel, tenis, cancha de baloncesto, zona infantil, bancos, etc. Una de las más destacadas y mayores zonas comunes de todo Rivas. Además, la casa tiene una distribución diseñada para hacer que tu día a día sea mejor. Solo con VIVA HOME accedes al más completo servicio inmobiliario con inigualables ventajas y cualificados profesionales que garantizan tu tranquilidad. PLANTA BAJA Nada más entrar en esta maravillosa vivienda cuenta con un amplio vestíbulo desde el que damos paso a: -Salón amplio independiente con salida directa al jardín y suelos de madera. -Cocina totalmente equipada con encimeras de mármol y muebles de gran calidad. Además dispone de office, donde se poder disfrutar de tranquilas comidas y tardes de charlas y café. -Baño completo en planta baja con ducha de cortesía. -Acceso al garaje y al jardín. PLANTA SUPERIOR Subiendo por unas amplias y cómodas escaleras nos encontramos con un distribuidor: Suelos de madera en planta superior. - 1 Habitación, tipo suite con grandes armarios empotrados. - 2 Amplias habitaciones muy luminosas también con armarios empotrados. - 1 Baño completo. BUHARDILLA - Amplia escalera a la buhardilla que está totalmente acondicionada con ventanas VELUX y de pared. - 1 Baño completo JARDÍN La parcela, al ser esquinada, es la mayor de toda la urbanización y cuenta con una amplia zona de Porche, Cenador, Barbacoa, Césped natural, Arboles de todo tipo, Arizónicas y zonas de sombra. Un amplio corredor lateral comunica la parte delantera del chalet con el jardín y puede ser utilizado como aparcamiento. PISCINA Maravillosa piscina privada de gran tamaño con sol durante todo el día. Además existe un baño en el exterior ideal para usarlo durante el baño. SOTANO Muy luminoso y bien acondicionado con luz natural y acceso desde la vivienda o desde el propio jardín. Dispone de calefacción, barra de bar y grifería. Todo lo necesario para organizar fiestas inolvidables. MÁS CARACTERÍSTICAS Calefacción y agua caliente de gas natural individual. La parcela disfruta de sol todo el día y tiene orientación Sur. En definitiva, una vivienda que ofrece innumerables y fantásticas características para disfrutar todo el año. En nuestra web VIVAHOME.ES puedes ampliar más información para esta magnífica vivienda. NO DUDES EN VISITARLO. Es lo que estás buscando. Pueden ampliar más información para esta vivienda en nuestra web vivahome.es En VIVAHOME, Tienes Visitas guiadas. Te ayudamos a gestionar tu compra. Y aseguramos tu plena satisfacción. SACAMOS EL MEJOR PARTIDO A TU PRESUPUESTO. Pregúntanos por nuestro exclusivo Servicio Integral de Proyecto y Reformas, una solución profesional llave en mano. HIPOTECA EXPRESS. Acceda sin compromiso a financiación con nuestro sistema de crédito personalizado.","True","good","False","True","True","","2179.0","chalet","terracedHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Chalet adosado en Acebo","True","False","True","False","","","False","False","","","","","","","","","",""
"99244720","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/72/c2/69/1039274843.jpg","","66","","339900.0","chalet","sale","246.0","False","3","3","pintor pablo picasso","Madrid","Torres de la Alameda","","es","40.4004519","-3.3577234","False","https://www.idealista.com/inmueble/99244720/","11523","KwHabita2 Vende Exclusivo chalet independiente construido en una parcela de 386 metros cuadrados, en la zona mas tranquila de Torres De La Alameda. La planta de semisótano, en la que se ubica un espacio-salón con chimenea, un garaje y una habitación. Tiene acceso directo a través de rampa que comunica al garaje con la calle. La planta baja, destinada a vivienda, en la que se ubica un vestíbulo, cocina, salón y un dormitorio y baño completo. Dicha planta tiene dos accesos al exterior: uno a través del porche, desde el vestíbulo; y otro, desde la cocina, mediante escalera exterior. La primera planta, destinada a vivienda y distribuida en escalera y distribuidor, 2 grandes y magníficos dormitorios con baño en suite. Las tres plantas se comunican mediante escalera interior. Suelos de Gres, Aire acondicionado, pintura lisa, garaje con puerta automatizada, Calefacción de gasoil, puerta blindada. Podemos disfrutar de una piscina comunitaria y pistas de tenis y baloncesto! Un Gran Chalet para entrar a vivir. Es sin duda, una oportunidad única de vivir alejado del ruido y masificación de la ciudad. Este anuncio no es vinculante y puede contener errores. Se muestra un título informativo y no es contractual.","False","good","False","True","True","","1382.0","chalet","independantHouse","Torres de la Alameda","Casa independiente en pintor pablo picasso","False","False","True","False","","","False","False","","","","","","","","","",""
