"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__hasLift","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__topNewDevelopment","elementList__superTopHighlight","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","lowerRangePosition","upperRangePosition","paginable"
"98546580","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e3/b7/f6/1015947187.jpg","RP2702022103051","16","1","79990.0","flat","sale","47.0","True","2","1","Perales de Tajuña","Madrid","Perales de Tajuña","","es","40.2353679","-3.3536376","False","https://www.idealista.com/inmueble/98546580/","8629","Redpiso pueblos del sureste pone a la venta este fantástico piso ubicado en Perales de Tajuña. Primera planta situado en una inmejorable zona, junto a la principal vía de esta tranquila población. Se accede a la vivienda por un hall distribuidor que comunica con cocina independiente la cual ha sido reformada y está equipada y amueblada. La cocina es eléctrica y dispone de termo eléctrico para el agua caliente. El piso cuenta con un estupendo salón con salida a un balcón. La vivienda se completa con dos cómodos dormitorios y un cuarto de baño completo equipado con plato de ducha. Al igual que la cocina, el resto de estancias: salón, dormitorios y baño, han sido reformados de manera integral. Cuenta con buenas calidades en ventanas que son aislantes, gres cerámico para los suelos imitación madera y alicatados de cocina y baño. Sistema de calefacción a través de aire condicionado (bomba de calor y frio). Vivienda muy luminosa. Ubicada en inmejorable zona a un paso de múltiples servicios: comercio, sanidad, educación, transporte público. Ideal como primera vivienda o para inversores. No dude en visitarla y cuente con el mejor asesoramiento financiero (Dcredit) que pone a su disposición el grupo redpiso.","True","good","False","False","","","1702.0","flat","","Perales de Tajuña","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"99366731","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b0/34/20/1041650941.jpg","","23","3","132260.0","flat","sale","70.0","True","3","1","Mejorada del Campo","Madrid","Mejorada del Campo","","es","40.3956066","-3.4887734","False","https://www.idealista.com/inmueble/99366731/","12576","Agencia inmobiliaria de MEJORADA DEL CAMPO. Oficina de TECNOCASA vende: ¿Busca una vivienda amplia y con una exclusiva ubicación? Ésta es su vivienda. Vivienda ubicada a un paso del centro del pueblo totalmente exterior compuesta de 3 luminosos dormitorios, 1 baño completo con plato de ducha, cocina, salón con salida a terraza y calefacción individual de gas natural. Se encuentra en un barrio con todos los servicios necesarios para tu día a día y no lo olvide, le podemos ayudar con nuestro departamento financiero KIRON consiguiendo hasta el 100% de financiación. INFORMESE DE LAS CONDICIONES EN NUESTRA OFICINA SITUADA EN C/ ENRIQUE TIERNO GALVAN Nº7, LOCAL 2. ¡NO DUDES EN LLAMAR! 919.47. 19.49.","False","good","False","False","","","1889.0","flat","","Mejorada del Campo","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"99173642","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8e/96/77/1035965266.jpg","15552256","37","","540000.0","chalet","sale","280.0","False","5","2","Rivas Urbanizaciones","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3673566","-3.5354165","False","https://www.idealista.com/inmueble/99173642/","13264","Nethome. es SIN COMISIONES ELEVADAS (sólo 2.990€ + IVA al vendedor ya incluidos y 399€ + IVA al comprador) evitando así incrementar el precio de su futura casa. Increíble oportunidad, Si buscas una casa amplia, tanto en metros de vivienda como de parcela, con 5 dormitorios, dos salones y gran piscina, esta es tu casa. Tu futuro hogar destaca en: -Chalet pareado distribuido en 4 plantas: -Planta principal: Cocina office, dormitorio ( con posibilidad de convertirlo en baño) salón comedor con chimenea, acceso a parcela con porche, jardín y gran piscina privada, desde esta parcela tenemos acceso a parte de las zonas comunes. En esta planta y de forma independiente tenemos plaza de garaje para dos coches y aseo.  -Parcela de 400 metros aprox. perfectamente distribuido en zona solada, jardín y amplia piscina independiente.  -Segunda Planta: 3 dormitorios, todos con armarios empotrados y dormitorio principal con baño incluido, en esta planta tenemos un segundo baño en el amplio descansillo. -Tercera planta: Buhardilla muy luminosa actualmente dividida en dos dormitorios con amplios espacios de almacenamiento.  -Planta Sótano: Segundo salón con sala de maquinas independizada del Salón.  -En la mejor zona de Rivas, con acceso a las carreteras principales en pocos minutos, rodeados de colegios y todos los servicios a un solo paso sin perder la tranquilidad que tiene esta vivienda.  Ubicada en una de las zonas más tranquilas del municipio Frente a la vivienda se puede disfrutar de un entorno natural para pasear, hacer deporte, bici, pasear a tu mascota, jugar con tus hijos en los diferentes parques infantiles y zonas de esparcimiento. ¿NECESITAS VENDER TU CASA? NetHome. es te puede ayudar. Sin Comisiones de agencias es mucho más rápido y ventajoso. Nos encargamos de la gestión completa por 2.990€ más IVA. Sin desdés! Acortamos los tiempos de venta gracias a no tener intermediarios costosos. Te ayudamos con la financiación, mejoramos en el 86% de los casos las condiciones hipotecarias que te ofrecen de forma particular gracias a acuerdos a nivel nacional con entidades financieras, y si, completamente GRATIS! . NOTA: Estas características son meramente informativas. No tienen ningún valor contractual. NetHome. es, tu Compañía para particulares.","False","good","False","","","","1929.0","chalet","semidetachedHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Chalet pareado","False","False","False","False","","","False","False","","","","","","","","","",""
"98025443","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dd/fe/4f/998592947.jpg","4064","31","","380000.0","chalet","sale","300.0","False","6","4","Centro","Madrid","Arganda","Centro","es","40.29834","-3.43328","False","https://www.idealista.com/inmueble/98025443/","2558","Con ASCENSOR desde el sótano a la segunda planta! ¡Tu PROPIEDAD por menos de un ALQUILER!  Consulta FINANCIACIÓN!  Buena opción como PRIMERA VIVIENDA! 4064 - Chalet de CUATRO plantas   Sótano: acondicionado como sala de estar y comedor.  Planta baja: Salón comedor y cocina independiente, aseo. La cocina amplia con salida a un patio con techo con motor para abrir en verano y cerrar en invierno.  Planta primera: tres dormitorios (uno suite) y baño. TODAS las habitaciones con BALCÓN  Planta segunda: tres dormitorios y baño. TODAS las habitaciones con BALCÓN  Plata tercera: Buhardilla acondicionada y con salida a una gran terraza con vista a Madrid.  HmInmobiliaria TieNe …TU* Nueva CaSa! Cada cliente es ÚNICO, cada Compra es ÚNICA, cada Vivienda es ÚNICA. Nuestros comerciales te atenderán, te informarán, te asesoran, te mostrarán todas las viviendas que necesites ver hasta encontrar la ÚNICA para ti, porque TÚ eres ÚNICO. Ven a verlo SIN compromiso! Te encantará!  Si necesitas financiación, te ayudamos. Consúltanos!","False","good","False","","True","True","1267.0","chalet","independantHouse","Centro, Arganda","Casa independiente","False","False","False","False","","","False","False","","","","","","","","","",""
"99492771","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/86/f0/1046314968.jpg","15004","14","bj","68000.0","flat","sale","55.0","True","1","1","Valdilecha","Madrid","Valdilecha","","es","40.2953491","-3.3005474","False","https://www.idealista.com/inmueble/99492771/","8788","¿Buscas una vivienda donde poder independizarte o empezar desde cero? Pon atención a lo que te voy a contar.. . Se trata de un apartamento en Valdilecha con 55 m² construidos, 49 m² útiles. Cuenta con cocina con muebles altos y bajos, vitrocerámica, horno y campana que se unifica al salón, muy luminoso con un total de 3 grandes ventanas, dormitorio con armario empotrado, desde el que accedes a un pequeño patio donde poder darte un respiro y un baño con plato de ducha. En cuanto a calidades dispone de carpintería exterior en aluminio climalit, carpintería interior en madera de roble, suelo de mármol, calefacción eléctrica y agua caliente mediante termo eléctrico. La finca cuenta con trastero de 9 m² aproximadamente. Esta vivienda es ideal para personas solter@s, viud@s, divorciad@s o parejas. Ven a verlo y si necesitas financiación te asesoramos sin ningún compromiso. *Certificación Energética: ""G"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.","False","good","False","False","","","1236.0","flat","","Valdilecha","Piso","False","False","False","False","apartamentoType","Apartamento","False","False","","","","","","","","","",""
"99462573","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/18/be/1044758084.jpg","15000","17","2","77000.0","duplex","sale","55.0","True","1","2","Tielmes","Madrid","Tielmes","","es","40.246631","-3.3144889","False","https://www.idealista.com/inmueble/99462573/","9821","Hermoso dúplex de 55 m² construidos, 49 m² útiles. En la planta de abajo cuenta con cocina estilo americana con muebles altos y bajos, vitrocerámica, horno y campana, salón y un baño con plato de ducha. En la segunda planta encontramos el dormitorio principal abuhardillado, con ventana velux y un baño completo con bañera. Esta vivienda al tener dos baños completos, uno en cada planta, hace que sea cómoda y práctica. En cuanto a calidades dispone de carpintería exterior en aluminio climalit, carpintería interior en madera de roble, suelo de tarima y gres, pintura lisa, aire acondicionado con bomba de calor, calefacción mediante tarifa nocturna y agua caliente por termo eléctrico. La finca cuenta con ascensor. SI BUSCAS ALGO PARTICULAR, DIFERENTE, ORIGINAL Y CON UN EXCELENTE PRECIO ¡LLÁMANOS! *Certificación Energética: ""F"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.","False","good","False","True","","","1400.0","flat","duplex","Tielmes","Dúplex","False","False","False","False","","","False","False","","","","","","","","","",""
"99291875","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/1e/f4/1039474763.jpg","14994","18","2","99999.0","flat","sale","84.0","True","3","1","Perales de Tajuña","Madrid","Perales de Tajuña","","es","40.2306226","-3.3535368","False","https://www.idealista.com/inmueble/99291875/","9096","Vivienda en Perales de Tajuña distribuida en 75 m² útiles y 84 m² construidos. Consta de pasillo, que distribuye las estancias en salón comedor independiente de 24 m² con acceso a la terraza exterior de unos 10 metros, la cocina se encuentra amueblada y se define en dos zonas. Cuenta con 3 dormitorios bastante amplios, así como un baño completo con bañera y ventana. En cuanto a calidades, dispone de ventanas aluminio climalit en color bronce, suelos en gres, agua caliente a través de termo y tiene radiadores en todos sus estancias a falta de caldera de gas. La vivienda se encuentra perfectamente ubicada, con todos los servicios que necesitas a tú alrededor, centro de salud, farmacia, la parada de autobús más cercana está a 5 minutos a pie. Ubicado al lado del polideportivo municipal. Y para los más pequeños de la casa muy cerca el colegio público Nuestra Señora del Castillo y el Parque Carretera de Morata. Y si te gusta la naturaleza, podrás disfrutar de varias rutas de senderismo. ¡PAGA LA HIPOTECA DE ESTA CASA, POR MENOS DE LO QUE VALE UN ALQUILER! Si tienes dudas en cuanto a la financiación, te las resolvemos sin ningún tipo de compromiso, pero llámanos ¡AHORA! *Certificación Energética: ""E"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.","False","good","False","False","True","True","1190.0","flat","","Perales de Tajuña","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"99287106","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/1f/b0/1039311246.jpg","14993","12","","899000.0","chalet","sale","429.0","False","4","5","Rivas Futura","Madrid","Rivas-Vaciamadrid","Rivas Futura","es","40.3522","-3.5222948","False","https://www.idealista.com/inmueble/99287106/","11448","Vilsa Grupo Inmobiliario vende excelente chalet independiente situado en una de las mejores zonas de Rivas. Con una superficie construida de 429 m², sobre una parcela de 482 m². La vivienda se distribuye en cuatro plantas. En una planta cuenta con hall de acceso, baño completo, un amplio salón comedor desde el que se sale al porche y al jardín. Además, dispone de una amplia y luminosa cocina totalmente amueblada y equipada con electrodomésticos. En la primera planta se encuentran ubicados tres dormitorios. Dos de esos dormitorios con vistas a la excelente parcela y con un amplío cuarto de baño que da servicio a ambos. La habitación principal cuenta con un maravilloso vestidor y cuarto de baño en suite con bañera de hidromasaje y plato de ducha. La buhardilla es un espacio totalmente diáfano de 41 m² que permite darle la finalidad que mejor se adapte a las necesidades que uno precise. Dispone de un baño totalmente completo. El sótano por sus amplías dimensiones 115 m² dispone de baño, un estupendo cuarto blanco para organizar la colada y el resto es totalmente diáfano. Todas las posibilidades que tú quieras en este espacio. Este estupendo chalet dispone de un práctico garaje con capacidad para dos coches, con puerta automática y puerta de seguridad de acceso a la vivienda. El jardín dispone de piscina de cloración salina de 7x4 m, barbacoa, porche, es en definitiva un espacio único donde podrás relajarte y disfrutar de familia y amigos. La vivienda cuenta con unas calidades y materiales de primer orden. Una vivienda de calidad en un enclave único en Rivas. Certificación energética B Impuestos y gastos no incluidos: ITP o IVA, notaria, registro, gestoría, tasación, etc….","False","good","False","","True","True","2096.0","chalet","independantHouse","Rivas Futura, Rivas-Vaciamadrid","Casa independiente","False","False","False","False","villaType","Villa","False","False","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","luxuryType","Lujo","","","","","","","","","","","",""
"96618181","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1e/a2/a9/1019497898.jpg","00055","25","","75000.0","chalet","sale","171.0","False","3","1","Calle del Pozo","Madrid","Tielmes","","es","40.2466332","-3.3192234","False","https://www.idealista.com/inmueble/96618181/","9515","Dp2020 vende casa de pueblo en la localidad de Tielmes, a 30 minutos de Madrid por la A3, dirección Valencia. La vivienda se distribuye en varias plantas cuenta con salón comedor, 4 dormitorios y un baño, ubicada en el centro de la localidad y muy cerca de todos los servicios.  La vivienda cuenta con calefacción por gasoil, agua caliente por termo eléctrico.      Tielmes es un pueblo de la vega de Tajuña, salida 41 por la A3, dirección Valencia.","False","good","False","","","","439.0","chalet","independantHouse","Tielmes","Casa independiente en Calle del Pozo","False","False","False","False","","","False","False","","","","","","","","","",""
