"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__hasLift","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__newDevelopmentFinished","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__topNewDevelopment","elementList__superTopHighlight","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","lowerRangePosition","upperRangePosition","paginable"
"99144077","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/2a/0f/1034978367.jpg","PIS0234","59","2","199800.0","flat","sale","104.0","True","3","2","El Mirador - Grillero","Madrid","Arganda","El Mirador - Grillero","es","40.2945736","-3.4316515","False","https://www.idealista.com/inmueble/99144077/","2544","INMOBILIARIA TAGONIA, vende este estupendo piso de 3 dormitorios y 2 baños, con plaza de garaje y piscina comunitaria La vivienda cuenta con una superficie de 114 m2 construidos. Están distribuidos en tres habitaciones con armarios empotrados, dos baños completos uno con bañera y otro con plato de ducha, un amplio y luminoso salón-comedor y cocina totalmente equipada y amueblada. La calefacción es por radiadores con caldera individual de gas natural, los suelos son de gres. El piso tiene excelentes calidades de construcción del año 2004. Además cuenta con una amplia plaza de garaje. El edificio cuenta con ascensor y parking incluido en el precio. Se encuentra en el centro de Arganda del Rey, en sus alrededores encontramos la escuela IES Grande Covián, supermercados, bancos, bibliotecas y farmacias. Cuenta con fácil acceso a N-III. Por su ubicación tienes salida y entrada rápida para Madrid sin tener que atravesar el pueblo. La comunidad cuenta con espacios de ocio comunes y una gran piscina.","True","good","False","True","True","True","","1921.0","flat","","El Mirador - Grillero, Arganda","Piso","True","False","False","False","","","False","False","","","","","","","","","",""
"98625834","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/62/dc/1018468206.jpg"," 3501-06294","69","","580000.0","chalet","sale","230.0","False","4","3","Calle Picos de Europa, 74","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3730868","-3.5268337","True","https://www.idealista.com/inmueble/98625834/","13029","Excelente oportunidad de un magnífico Chalet de más de 514 metros de parcela dentro de una de las Zonas más tranquilas de Rivas.  La propiedad cuenta con muchos espacios grandes que la hacen muy cómoda para vivir dentro de Madrid con unas comodidades excelentes. El chalet está distribuido en dos plantas. En la planta baja se haya un amplio salón con acceso al jardín. El salón es muy luminoso, espacioso y con varias entradas. Tiene una chimenea con acabados de mármol que le hace muy señorial al habitáculo. Al ser espacioso tiene diferentes áreas para todo tipo de muebles. En la misma planta encontramos una cocina amplia con mesa para comer y amueblada con todo tipo de electrodomésticos. Ventanas para facilitar la entrada de luz y ventilación. En la misma planta tenemos un amplio hall ideal para recibir a los invitados, con armarios fantasticos armarios a ambos lados, para todo tipo de almacenaje. También se haya un aseo con todos los saneamientos en perfecto estado y ducha. Y dos dormitorios, la suite principal es muy espaciosa con baño propio el cual destaca su bañera y su luminosidad, y un vestidor. En la planta superior hay 2 habitaciones de gran tamaño con armarios empotrados de obra. Y una terraza cerrada. Todas las estancias tienen tarima, puertas de madera, ventanas aislantes y rejas. Además la casa tiene calefacción individual con gas y aire acondicionado. Una de las joyas de la vivienda es el jardín muy bien cuidado, espacioso y con una piscina que hace a la propiedad digna de una película. El jardín está limitado por un muro de obra de piedra y con puertas blindadas de cierre tanto para la entrada principal, como para el garaje. Debido a nuestro amplio horario también se realizan visitas incluso los fines de semana. Si en algún momento lo precisa le AYUDAMOS y FACILITAMOS LA FINANCIACIÓN siempre que cumpla con los requisitos solicitados. ""Los datos específicos sobre la finca publicada, pueden ser aproximados, por ello no son vinculantes ni contractuales, se muestran a título informativo"". Impuestos y gastos NO INCLUIDOS: ITP o IVA, Notaria, Registro, gestoría, Tasación, etc…. ""El chalet con el que siempre ha soñado, es una oportunidad que no podrá dejar pasar. "" Llámanos y le daremos cita para visitar y poder adquirir la propiedad con la que siempre ha soñado.","True","good","False","","True","True","","2522.0","chalet","independantHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Casa independiente en Calle Picos de Europa, 74","True","False","False","False","villaType","Villa","False","False","","","","","","","","","",""
"98580521","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cb/d3/4b/1016989141.jpg"," 3501-06292","49","bj","165000.0","flat","sale","57.0","True","1","1","Calle Altea, 7","Madrid","Velilla de San Antonio","","es","40.3657842","-3.4888576","True","https://www.idealista.com/inmueble/98580521/","10046","Vendemos estupenda vivienda ideal para primera ocupación. Presentamos una propiedad en planta baja en muy buen estado apta para entrar a vivir de inmediato.  Está constituida por un salón-comedor, un distribuidor, un dormitorio, un baño y una cocina.  La vivienda tiene ventanas climalit con rejas, cristales con vinilos traslúcidos, tarima, puertas de roble claras, papel y calefacción con gas.  La cocina está totalmente amueblada con todo tipo de electrodomésticos: vitrocerámica, campana, lavadora, friegaplatos …. Se conserva en muy buen estado.  La vivienda se podría vender con muebles o sin ellos, como el comprador considere.  La casa se encuentra dentro de un edificio de dos plantas de altura más el bajo; de construcción del 2005 y, además, dispone de una plaza de garaje para comodidad de los nuevos propietarios.  Es una gran oportunidad para un inversor ya que se alquila muy bien con una buena rentabilidad. El municipio de Velilla de San Antonio está situado muy cerca de la ciudad de Madrid, a solo unos 20 km de ella. Esta localidad ha tenido recientemente un gran crecimiento. Pertenece a la zona de turismo de Madrid de la Cuenca del Henares. Este término municipal situado junto al río Jarama, entre las poblaciones de San Fernando de Henares y Rivas-Vaciamadrid. Cuenta con todos los servicios e infraestructuras necesarios para vivir cómodamente: centros de salud, Escuela Infantil, colegios, instituto, Biblioteca, todo tipo de comercios, Auditorio, instalaciones deportivas, etc. ""Los datos específicos sobre la finca publicada, pueden ser aproximados, por ello no son vinculantes ni contractuales, se muestran a título informativo"". Impuestos y gastos NO INCLUIDOS: ITP o IVA, Notaria, Registro, Gestoria, Tasación, etc… Solicítenos cita dentro de nuestro amplio horario de comercialización incluidos los fines de semana. Si necesita asesoramiento con la financiación se lo podemos facilitar con nuestros colaboradores financieros.  Para mayor información estaremos encantados de atenderle físicamente en nuestras Oficinas o via telefónica.  ¡No deje pasar la oportunidad para concertar una visita lo antes posible! Le encantará!","True","good","False","True","True","True","","2895.0","flat","","Velilla de San Antonio","Piso en Calle Altea, 7","True","False","False","False","","","False","False","","","","","","","","","",""
"97819043","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c0/f5/d5/995387098.jpg"," 3501-06242","25","1","128000.0","flat","sale","44.0","True","1","1","Calle Rosario Salamanca, 18","Madrid","Mejorada del Campo","","es","40.3959326","-3.4858046","True","https://www.idealista.com/inmueble/97819043/","12464","Estupendo piso de un dormitorio en Mejorada Del Campo. La vivienda totalmente exterior, muy luminosa, consta de salón comedor, cocina, baño y un dormitorio. Tiene aire acondicionado por conductos con bomba de calor y termostato en el salón. El salón consta de dos zonas diferenciadas con mesa y cuatro sillas. Otra zona con un gran sofá rinconero perfecto para el descanso. La cocina está equipada con muebles altos y bajos de gran capacidad. Se queda totalmente amueblada con horno, vitrocerámica y lavadora. También tiene una pequeña barra con dos taburetes. El baño con equipos sanitarios y plato de ducha con mampara. El dormitorio principal tiene un espectacular armario empotrado con tres puertas correderas y totalmente vestido interior. Incluye plaza de garaje amplia de fácil acceso en la finca y trastero. La finca dispone de ascensor. La vivienda se encuentra en una de las entradas a Mejorada del Campo y muy cerca de la catedral de Justo con fácil acceso directo tanto en entrada y salida del municipio. Ponemos nuestro esfuerzo día tras día en ofrecer el mejor servicio y realizar nuestra actividad con el mínimo riesgo. Nuestras visitas se realizan con las máximas garantías y medidas de seguridad posibles para no poner en riesgo a nadie en el momento que estamos viviendo. Nuestras propiedades cuentan con medidas de higiene y desinfección necesarias al igual que nuestro equipo de profesionales para realizar la visita de forma segura y todo el trato con el cliente. ¡Una gran oportunidad que no podrás dejar pasar! Aproveche esta oportunidad con nuestro amplio horario de visitas incluidos los fines de semana..","True","good","False","True","True","True","","2909.0","flat","","Mejorada del Campo","Piso en Calle Rosario Salamanca, 18","True","False","False","False","","","False","False","","","","","","","","","",""
"97719115","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/7f/81/988109406.jpg","EG5336","59","3","125000.0","flat","sale","79.0","True","3","1","Mejorada del Campo","Madrid","Mejorada del Campo","","es","40.3955659","-3.4837642","False","https://www.idealista.com/inmueble/97719115/","12334","Alcalá Inmobiliaria pone a su disposición bonito piso en Mejorada del Campo, urb. los Olivos.    Un acogedor y luminoso tercero sin ascensor, que consta de recibidor, cocina independiente amueblada y con electrodomésticos básicos (Horno Campana y Vitrocerámica) amplio y soleado salón con dos grandes ventanas, baño completo y tres dormitorios de muy buen tamaño. Suelos de Gres, calefacción independiente de gas natural, y aire acondicionado en el salón.  La zona en la que está ubicado dispone de todos los servicios alrededor, centro comercial, colegios, farmacia, parques, comercios, transporte público, etc.  Salida cercana a la R-3 que comunica con M-45, M-40 y M-30 lo que sitúa a Mejorada del Campo a 20 minutos del centro de Madrid, Aeropuerto, etc.  No dudes en concertar visita para ver este magnífico piso!  En el precio no están incluidos gastos de escrituración ni impuestos legales.","False","good","False","False","","","","1582.0","flat","","Mejorada del Campo","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"99558480","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/4c/1e/1047486423.jpg","28-01152","31","en","205000.0","flat","sale","88.0","True","2","2","Avenida del Ferrocarril","Madrid","Arganda","Centro","es","40.3060698","-3.4460247","False","https://www.idealista.com/inmueble/99558480/","3605","Venta Garantizada pone a su disposición Estupendo piso Avenida del Ferrocarril, Arganda del Rey, Madrid, situado en el de Centro de Arganda, Obra Nueva, es un entreplanta, exterior con ascensor, a estrenar, con excelente luz natural, construido en 2021, Área 88 m2 de los cuales 65 m2 son útiles, Garaje incluido Dispone de 2 dormitorios amplios, 2 baños completos, cocina abierta al salón y con amplia terraza/tendedero, muy soleado, cuenta con calefacción por suelo radiante calor en invierno y refrescante en verano ( Ahorro energético), Garaje, trastero, piscina, gimnasio, pista de pádel, sala gastrobar, portero físico. Además cuenta con Videovigilancia, cerca a Supermercados. Fácil acceso, muy cerca al metro Arganda del Rey línea 9, varios autobuses a Madrid y alrededores y próximo al hospital de Arganda del Rey.","False","good","False","True","True","True","","2330.0","flat","","Centro, Arganda","Piso en Avenida del Ferrocarril","False","False","False","False","","","False","False","","","","","","","","","",""
"99546696","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/12/02/8e/1047110828.jpg","","45","7","430000.0","penthouse","sale","132.0","True","2","3","Calle Eduardo Galeano, 2","Madrid","Rivas-Vaciamadrid","Rivas Futura","es","40.3425842","-3.5231053","True","https://www.idealista.com/inmueble/99546696/","11040","Estás buscando un trocito de cielo en RIVAS FUTURA?, Aquí lo tienes! Gestión Inmobiliaria Y Mucho Más presenta este coqueto y acogedor ÁTICO DÚPLEX con la mejor ubicación y orientación de todo Rivas. Tendrás una agradable terraza de más de 35m2, con toldo automático y césped artificial, para uso en verano e invierno pues está parcialmente acristalada con cortinas de cristal y toldo tipo pergola. En planta baja dispondrás de aseo, cocina independiente, salón-comedor, dormitorio principal, vestidor y baño tipo suite exterior.   En primera planta podrás disfrutar de fantásticas vistas a través de la ventana abuhardillada del dormitorio de invitados con baño independiente, también exterior. El aseo, para uso de invitados, dispone de ventana y sanitarios de estilo moderno. La cocina se entrega totalmente amueblada, con muebles altos y bajos, campana, placa de inducción y torre con horno con pirólisis y microondas siemens. Dispone de salida directa a la terraza y toldo automático. Luminoso Salón-comedor desde donde se accede a la planta primera y a la terraza. Dispone de una ventana extra para favorecer la ventilación cruzada. La habitación de matrimonio, tipo suite con baño incorporado también dispone de salida a la terraza, el baño está equipado con plato de ducha, de porcelanosa y grifo con regulación termostática. Dispone, también de vestidor e iluminación y ventilación natural. La habitación de invitados, también tipo suite con baño incorporado, tambien con ducha de porcelanosa, armario empotrado vestido y ventilación natural. MEMORIA DE CALIDADES: Climatización: Aire acondicionado por conductos que dá servicio a toda la casa, salidas en los dos dormitorios y en el salón. Calefacción y agua caliente sanitaria, mediante caldera individual de gas estanca con sistema de condensación. Paneles solares, comunitarios, para precalentamiento de agua caliente sanitaria. Termostato digital en salón. Instalaciones: Video portero, enchufes estancos en terrazas, tomas de teléfono, internet y TV en dormitorios, salón y cocina. pintura plástica lisa, suelo radiante, ventanas oscilobatientes con rotura de puente térmico, suelo cerámico de primera calidad imitación madera. Zonas comunes: Urbanización cerrada con acceso único con garita de vigilancia, piscina comunitaria iluminada, zona infantil protegida con suelo de goma, sala multiusos de 50m2 con aire acondicionado frio/calor, vestuario y aseos, gimnasio equipado, solarium de césped, conserje, etc. Trastero y garaje tipo cochera (cerrado con puerta automática y mando a distancia) con espacio para coche, moto y almacenaje. Plazo de entrega primer trimestre 2024 Tenemos servicio de mudanzas, financiación, hipotecas 100%, seguros, alarmas, etc... te ayudamos con todo lo q puedas necesitar! No pierdas esta oportunidad!, corre que vuela.","True","good","False","True","True","True","","3258.0","flat","penthouse","Rivas Futura, Rivas-Vaciamadrid","Ático en Calle Eduardo Galeano, 2","True","False","False","False","","","False","False","","","","","","","","","",""
"99599182","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/56/73/a7/1048788501.jpg","11600","55","6","355000.0","penthouse","sale","130.0","True","2","2","Rivas Urbanizaciones","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3553929","-3.5416833","False","https://www.idealista.com/inmueble/99599182/","13069","Maravilloso ático en venta, con unas vistas despejadas desde su terraza, en una consolidada urbanización del Paseo de Capa Negra.  La vivienda tiene 78 m2 construidos, compuestos por hall, salón, cocina con tendedero, dos dormitorios, dos baños con plato de ducha, uno de ellos en suite con el dormitorio principal y su espectacular terraza de 30 metros. Aire acondicionado por conductos.  Se vende incluyendo una plaza de garaje y un trastero. Certificación Energética: ""D""  La urbanización tiene piscina comunitaria para adultos y para niños, zonas verdes, pista de pádel, zonas infantiles, conserje 24 horas y video vigilancia. También tiene un local comunitario para diferentes actividades.   Su ubicación es perfecta si estás buscando funcionalidad y una vida más cómoda, a un paso del colegio privado LUYFE, y a menos de 300 metros del colegio público José Saramago, hacer la compra no te podrá resultar mas fácil, un Mercadona pegado a la urbanización, y muy cercanos un Ahorramás, el CC Los Artos, y el CC Santa Mónica, es la ventaja de comprar tu hogar en un barrio totalmente consolidado y con los principales servicios “a un paso”. Impuestos y gastos NO INCLUIDOS: ITP o IVA, Notaria, Registro, gestoría, Tasación, etc. …. ¡Una excelente oportunidad, no la dejes escapar!","True","good","False","True","True","True","","2731.0","flat","penthouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Ático","True","False","True","False","","","False","False","","","","","","","","","",""
"99554376","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a1/fd/c8/1047349147.jpg","RH-PIGLESIAS","34","1","335000.0","flat","sale","183.0","True","3","2","Avenida Pablo Iglesias","Madrid","Rivas-Vaciamadrid","Rivas Futura","es","40.3464704","-3.524374","False","https://www.idealista.com/inmueble/99554376/","11316","RAINHOUSE les presenta este estupendo piso situado en una de las mejores zonas de todo el municipio, en excelente estado de conservación con 2 plazas de garaje y trastero incluidas en el precio. La vivienda cuenta con una cocina amueblada al entrar de buen tamaño y un tendedero a continuación de la misma dónde en la actualidad se encuentran la caldera además de otros electrodomésticos. Desde el recibidor, accedemos a un salón de gran tamaño y excelente iluminación; una vez que avanzamos por el pasillo, vamos accediendo al resto de estancias de la vivienda: 2 habitaciones secundarias junto a un baño completo que les da servicio y una habitación principal que cuenta con baño en suite también completo. Todas las habitaciones cuentan con armarios empotrados, y la vivienda tiene parquet en todas las estancias además de paredes en liso.  Junto al inmueble, también se incluyen 2 plazas de aparcamiento y un estupendo trastero para almacenar.  La comunidad cuenta con portero físico y 2 piscinas: 1 vaso para adultos y otro más pequeño infantil.  En cuanto a su ubicación, la vivienda se encuentra en una de las avenidas más importantes del municipio tanto por su excelente comunicación como por su cercanía a todos los servicios necesarios. Cuenta así mismo, con una importante arteria comercial en la misma avenida que facilita en gran medida las necesidades que surgen en el día a día. Sin duda una gran oportunidad. Si tienes interés ¡NO DUDES EN VISITARLO! Inés Cuesta Díaz 637584535.","True","good","False","True","True","True","","1831.0","flat","","Rivas Futura, Rivas-Vaciamadrid","Piso en Avenida Pablo Iglesias","False","False","False","False","","","False","False","","","","","","","","","",""
"99389376","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/74/f9/77/1042384536.jpg","","62","1","310000.0","flat","sale","117.0","True","3","2","Calle Sigrid","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.350046","-3.5170161","False","https://www.idealista.com/inmueble/99389376/","10941","OPORTUNIDAD. Excelente estado de conservación, con mejoras en las calidades. Magnífica vivienda de 3 habitaciones con terraza, en urbanización con piscina. Incluido en el precio plaza de garaje y trastero. Inmejorable ubicación en Rivas. En una de las Avenidas principales de la ciudad. La urbanización cuenta con zonas ajardinadas, pista deportiva, zona infantil, piscina, vídeo-vigilancia y conserje. Además está muy próxima a la estación de metro de Rivas Futura, paradas de autobús en la misma Avenida, comercios, supermercados (Mercadona a 30 m), restaurantes, colegios, institutos. Podrás ir caminando al Centro Comercial H2O o disfrutar de bonitos paseos por los parques de la ciudad o incluso por el espectacular Parque Regional del Sureste al que podrás acceder caminando. Todo lo que buscas para que tu día a día sea mas agradable. La vivienda está orientada sur-oeste con lo cual disfruta de gran luminosidad. Dispone de terraza acristalada con cristal Lumon para poder ser utilizada en cualquier época del año. Vistas hacia las zonas comunes. Distribuida de la siguiente manera. *Entrada a un amplio hall con distribución independiente al resto de estancias de la vivienda. *Salón de 25 m2 con gran ventanal de acceso a la terraza. *Cocina con espacio para mesa y salida al tendedero. *Dormitorio principal con baño en suite, totalmente reformado con instalación de plato de ducha y mampara. *Dos habitaciones de gran tamaño con armarios empotrados *Baño completo con plato de ducha y mampara *Plaza de garaje subterránea *Tratero La vivienda cuenta con tarima flotante, pintura lisa, aire acondicionado en salón y dormitorio principal, terraza con cerramiento de cristal lumon, para entrar a vivir. No pierdas esta magnífica oportunidad. Zona muy tranquila, rodeada de todas las comodidades para tu familia. Ven a visitarlo. Te gustará Podemos ayudarte a encontrar la mejor financiación. Consulta sin compromiso.","False","good","False","True","True","True","","2650.0","flat","","Rivas Centro, Rivas-Vaciamadrid","Piso en Calle Sigrid","True","False","False","False","","","False","False","","","","","","","","","",""
"99442965","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/27/74/fb/1045178254.jpg","W-02QPY0","20","","525000.0","chalet","sale","191.0","False","3","2","Calle Granado","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3659349","-3.5309417","False","https://www.idealista.com/inmueble/99442965/","12860","Unifamiliar con piscina en Rivas Engel & Völkers ofrece a sus clientes esta vivienda unifamiliar en la zona de las Rivas Urbanizaciones, de más de 190 m² con piscina propia y parcela de 537 m². Esta vivienda tiene gran luminosidad y orientación este en el salón. Dispone de 3 dormitorios y dos cuartos de baño, uno de los cuales está en el dormitorio principal. El salón-comedor es amplio y dispone de chimenea que actualmente se encuentra tapada. La cocina es muy amplia y en ella se puede colocar una mesa comedor sin que moleste, tiene acceso al lateral del jardín. Subiendo las escaleras tenemos la buhardilla que en esta vivienda está sin reformar lo que nos da la posibilidad de realizar otro cuarto de baño y dos dormitorios más. En el jardín encontramos dos zonas diferenciadas, la zona de piscina y la de cenador con porche. Además cuenta con un amplio garaje para dos vehículos. La calefacción es por radiadores y gas natural. La localidad de Rivas-Vaciamadrid se encuentra en la zona este de la comunidad de Madrid, a escasos 10 km de la capital, entre la A-3 y la R3. La zona de urbanizaciones es la más demandada por los compradores jóvenes y que están formando una familia. Dispone de todos los servicios, farmacias, tiendas, colegios, centros de salud, zonas deportivas y una gran oferta de ocio.","False","good","False","","True","True","","2749.0","chalet","independantHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Casa independiente en Calle Granado","False","False","False","False","","","False","False","","","","","","","","","",""
"99455237","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/89/aa/bf/1044534173.jpg","PIS0248","29","3","105000.0","flat","sale","68.0","True","2","1","Calle Maestro Albéniz","Madrid","Arganda","Centro","es","40.2980846","-3.4372745","False","https://www.idealista.com/inmueble/99455237/","2896","INMOBILIARIA TAGONIA, vende piso REFORMADO en tercera planta SIN ASCENSOR, con dos TERRAZAS. Oportunidad, para inversores o para entrar a vivir. Acogedora vivienda muy cuidada y luminosa de 65m2 cuenta con: _ Salón muy luminoso con salida a la terraza exterior. _ Cocina independiente totalmente equipada con salida a terraza de patio interior. _  2 dormitorios, el principal con un gran armario empotrado. _ 1 baño reformado, con bañera y mampara, amueblado y con ventana.  _ 2 terrazas. Calidades: cocina equipada, fontanería y electricidad reformada, ventanas de pvc oscilobatientes aire acondicionado, suelos de parquet, puerta blindada, carpintería maciza. reforma tanto la fontanería como electricidad. En una zona muy tranquila, cerca del centro de Arganda. Continuos autobuses urbanos e interurbanos. Zona con todos sus servicios al alcance, colegios, hospital, parques, farmacias, comercio, ocio. Salida próxima a la A-3. A 20 minutos en coche de Madrid.  METRO LÍNEA 9   Te ayudamos con la financiación, no dudes en preguntarnos.","False","good","False","False","","","","1544.0","flat","","Centro, Arganda","Piso en Calle Maestro Albéniz","False","False","False","False","","","False","False","","","","","","","","","",""
"99381849","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/13/f5/3c/1042120776.jpg","EG5564","60","1","144900.0","flat","sale","76.0","True","1","1","Mejorada del Campo","Madrid","Mejorada del Campo","","es","40.3953765","-3.4888135","False","https://www.idealista.com/inmueble/99381849/","12557","Alcalá Inmobiliaria comercializa en exclusiva este precioso inmueble en la zona centro de Mejorada del Campo, a dos pasos de la Parroquia de la Natividad de Nuestra Señora.  Un acogedor y luminoso apartamento, que consta de recibidor, un amplio salón con cocina americana  con dos grandes ventanas, baño completo y un enorme dormitorio con armario empotrado de muy buen tamaño. Suelos de tarima y calefacción eléctrica con radiadores de calor azul. Magníficamente ubicado dispone de todos los servicios alrededor del mismo, sucursales bancarias, centro comercial, colegios, farmacia, parques, comercios, transporte público, etc. Salida cercana a la R-3 que comunica con M-45, M-40 y M-30 lo que sitúa a Mejorada del Campo a 20 minutos del centro de Madrid, Aeropuerto, etc. En el precio no están incluidos gastos de escrituración ni impuestos legales ¡Es una oportunidad inmejorable también para inversores como inmueble de alquiler! Los metros de la vivienda están contrastados según catastro y registro. Si necesitas financiación, podemos ayudarte sin compromiso ni gastos asociados. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.","False","good","False","True","","","","1907.0","flat","","Mejorada del Campo","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"99381859","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/9e/6b/1042120398.jpg","EG5563","77","","290000.0","chalet","sale","169.0","False","4","3","Pozuelo del Rey","Madrid","Pozuelo del Rey","","es","40.3683335","-3.3163463","False","https://www.idealista.com/inmueble/99381859/","10379","Alcalá Inmobiliaria comercializa estupendo chalet independiente de esquina de 169 m2 construidos (según catastro) en parcela de 501m², con habitación en planta baja, en la mejor zona de Pozuelo del Rey, a 20 minutos de Alcalá de Henares, Se distribuye en 2 plantas + posibilidad de sótano diáfano de 75m².  En planta baja, nos encontramos porche delantero con garaje techado para un coche, entrada acristalada a la vivienda, habitación individual, salón comedor muy luminoso, con terraza acristalada de 20 m2 con grandes ventanales y acceso a porche trasero para disfrutar en familia, baño completo con plato de ducha, cocina independiente amueblada con electrodomésticos básicos ( horno, campana y vitrocerámica ).  En planta primera, 3 habitaciones con armarios empotrados, habitación principal tipo suite con vestidor y una amplia terraza, baño completo.  Calefacción y agua caliente con caldera de gas natural, ventanas con aluminio climalit lacado en blanco oscilo-batientes, mosquiteras, rejas, armarios empotrados en todas las habitaciones, suelos de gres, tarima en planta primera.  Muy bien comunicado y con fácil acceso por la carretera A-3, todos los servicios públicos, farmacia, cafetería, estanco, colegios, autobuses etc. VEN A VISITARLO!.    ¿Quieres saber si te conceden la hipoteca?  ¿Tienes que vender tu casa para comprar esta?  Llámanos y te informamos de todo gratuitamente.  Metros de la vivienda recogidos y contrastados según catastro/registro.  Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.","False","good","False","","True","True","","1716.0","chalet","independantHouse","Pozuelo del Rey","Casa independiente","False","True","False","False","","","False","False","","","","","","","","","",""
"99347178","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/c8/4c/1041000330.jpg","PUE0022","21","","50000.0","countryHouse","sale","101.0","False","4","1","Calle de la Ronda","Madrid","Valdilecha","","es","40.2952017","-3.3037781","False","https://www.idealista.com/inmueble/99347178/","8517","INMOBILIARIA TAGONIA, vende casa de pueblo de 101 m2 en la calle principal. Distribuido en 4 habitaciones, salón-comedor, cocina y un baño. Ubicada en una zona céntrica, próxima a la travesía M-224, vía principal del entorno. Cerca de superficies comerciales y zonas verdes. Valdilecha es un municipio localizado en la Comarca de Las Vegas, al sureste de la Comunidad de Madrid, cuenta con importante patrimonio cultural e histórico como La Iglesia de San Martin Obispo, del siglo XIII, la ermita de la Virgen de la Oliva. Cuenta con todos los servicios, colegio público e instituto (Miguel de Cervantes), Escuela infantil (Casa de niños Valdilecha), Consultorio Médico, Farmacia y transporte público a Madrid (línea 313) Tiene unas excelentes vistas y servicio de supermercado, comercio local, bares, centro de salud, bus directo hacia Arganda y Madrid cada hora.","False","renew","False","","","","","495.0","countryHouse","casaDePueblo","Valdilecha","Casa de pueblo en Calle de la Ronda","True","False","False","False","","","False","False","","","","","","","","","",""
